Name,Abbr Name,subcategory,Field,JIF5Years,Threshold
Vietnam Journal of Earth Sciences,VIETNAM J EARTH SCI,"GEOSCIENCES, MULTIDISCIPLINARY",Geology,2.0,0.8
Baltic Journal of Management,BALT J MANAG,MANAGEMENT,Mathematics,3.2,0.7
Cognition Technology & Work,COGN TECHNOL WORK,ERGONOMICS,Engineering,2.8,1.5
Contemporary Economics,CONTEMP ECON,ECONOMICS,Mathematics,1.7,0.7
IEEE Control Systems Letters,IEEE CONTR SYST LETT,AUTOMATION & CONTROL SYSTEMS,Engineering,2.4,1.5
International Journal of Housing Policy,INT J HOUS POLICY,URBAN STUDIES,Environmental Science,2.8,0.5
ATLA-ALTERNATIVES TO LABORATORY ANIMALS,ATLA-ALTERN LAB ANIM,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,2.5,1.0
Injury Epidemiology,INJURY EPIDEMIOL,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,,1.0
Journal of Accounting and Organizational Change,J ACCOUNT ORGAN CHAN,"BUSINESS, FINANCE",Mathematics,2.4,0.7
Local Environment,LOCAL ENVIRON,URBAN STUDIES,Environmental Science,3.2,0.5
Operations and Supply Chain Management-An International Journal,OPER SUPPLY CHAIN MA,MANAGEMENT,Mathematics,2.1,0.7
Bioinformatics Advances,BIOINFORM ADV,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Mathematics,,0.7
Carbohydrate Research,CARBOHYD RES,"CHEMISTRY, ORGANIC",Chemistry,2.5,1.5
HOUSING STUDIES,HOUSING STUD,URBAN STUDIES,Environmental Science,3.1,0.5
IET Smart Grid,IET SMART GRID,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,2.5,1.5
JOURNAL OF BIOMECHANICS,J BIOMECH,"ENGINEERING, BIOMEDICAL",Engineering,2.5,1.5
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,J METEOROL SOC JPN,METEOROLOGY & ATMOSPHERIC SCIENCES,Environmental Science,2.7,0.5
PAPERS IN REGIONAL SCIENCE,PAP REG SCI,REGIONAL & URBAN PLANNING,Environmental Science,2.7,0.5
Respiratory Care,RESP CARE,RESPIRATORY SYSTEM,Medicine,2.6,1.0
Environmental Sociology,ENVIRON SOCIOL,ENVIRONMENTAL STUDIES,Environmental Science,3.4,0.5
IRANIAN POLYMER JOURNAL,IRAN POLYM J,POLYMER SCIENCE,Materials Science,2.4,1.5
Journal of Transportation Safety & Security,J TRANSP SAF SECUR,TRANSPORTATION,Engineering,2.4,1.5
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,2.6,1.5
Rangeland Ecology & Management,RANGELAND ECOL MANAG,ENVIRONMENTAL SCIENCES,Environmental Science,2.4,0.5
Vehicles,VEHICLES-BASEL,TRANSPORTATION SCIENCE & TECHNOLOGY,Engineering,2.2,1.5
CHROMOSOME RESEARCH,CHROMOSOME RES,GENETICS & HEREDITY,Biology,3.2,1.0
Experimental and Therapeutic Medicine,EXP THER MED,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,2.3,1.0
Journal of Hydro-environment Research,J HYDRO-ENVIRON RES,WATER RESOURCES,Environmental Science,2.3,0.5
METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,METALL MATER TRANS B,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,2.6,1.5
SALUD PUBLICA DE MEXICO,SALUD PUBLICA MEXICO,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,2.3,1.0
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,WATER ALTERN,WATER RESOURCES,Environmental Science,2.2,0.5
Frontline Gastroenterology,FRONTLINE GASTROENTE,GASTROENTEROLOGY & HEPATOLOGY,Medicine,2.5,1.0
Integrating Materials and Manufacturing Innovation,INTEGR MATER MANUF I,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,3.3,1.5
JOURNAL OF HEALTH POPULATION AND NUTRITION,J HEALTH POPUL NUTR,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,2.7,1.0
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,J VAC SCI TECHNOL A,"PHYSICS, APPLIED",Physics,2.6,1.0
PRACTICAL NEUROLOGY,PRACT NEUROL,CLINICAL NEUROLOGY,Medicine,,1.0
WMU Journal of Maritime Affairs,WMU J MARIT AFF,TRANSPORTATION,Engineering,2.4,1.5
Agroecology and Sustainable Food Systems,AGROECOL SUST FOOD,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Environmental Science,3.3,0.5
Cancer Informatics,CANCER INFORM,ONCOLOGY,Medicine,2.3,1.0
JOURNAL OF MEDICAL MICROBIOLOGY,J MED MICROBIOL,MICROBIOLOGY,Biology,2.5,1.0
Journal of the Economic Science Association-JESA,J ECON SCI ASSOC-JES,ECONOMICS,Mathematics,1.9,0.7
Welding in the World,WELD WORLD,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,2.4,1.5
ACTA METALLURGICA SINICA,ACTA METALL SIN,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,2.0,1.5
Biochemistry and Cell Biology,BIOCHEM CELL BIOL,CELL BIOLOGY,Biology,2.7,1.0
Current Molecular Pharmacology,CURR MOL PHARMACOL,PHARMACOLOGY & PHARMACY,Medicine,2.8,1.0
FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCI BIOTECHNOL,FOOD SCIENCE & TECHNOLOGY,Chemistry,3.2,1.5
Journal of Enterprising Communities-People and Places in the Global Economy,J ENTERP COMMUNITIES,BUSINESS,Mathematics,2.7,0.7
Seminars in Pediatric Neurology,SEMIN PEDIATR NEUROL,PEDIATRICS,Medicine,2.6,1.0
CURRENT APPLIED PHYSICS,CURR APPL PHYS,"PHYSICS, APPLIED",Physics,2.2,1.0
FEMS YEAST RESEARCH,FEMS YEAST RES,MYCOLOGY,Biology,2.5,1.0
FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,MICROBIOLOGY,Biology,2.5,1.0
Frontiers in Big Data,FRONT BIG DATA,MULTIDISCIPLINARY SCIENCES,Mathematics,3.2,0.7
Hormones-International Journal of Endocrinology and Metabolism,HORM-INT J ENDOCRINO,ENDOCRINOLOGY & METABOLISM,Medicine,3.1,1.0
INTERNATIONAL JOURNAL OF MARKET RESEARCH,INT J MARKET RES,BUSINESS,Mathematics,3.0,0.7
Journal of Petroleum Exploration and Production Technology,J PET EXPLOR PROD TE,"GEOSCIENCES, MULTIDISCIPLINARY",Geology,2.4,0.8
Tropical Cyclone Research and Review,TROP CYCLONE RES REV,METEOROLOGY & ATMOSPHERIC SCIENCES,Environmental Science,3.1,0.5
CURRENT HISTORY,CURR HIST,POLITICAL SCIENCE,Mathematics,1.3,0.7
CURRENT MEDICAL RESEARCH AND OPINION,CURR MED RES OPIN,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,2.5,1.0
International Journal of Educational Management,INT J EDUC MANAG,MANAGEMENT,Mathematics,2.3,0.7
Methods and Applications in Fluorescence,METHODS APPL FLUORES,"CHEMISTRY, PHYSICAL",Chemistry,2.7,1.5
CURRENT DIABETES REVIEWS,CURR DIABETES REV,ENDOCRINOLOGY & METABOLISM,Medicine,2.8,1.0
International Journal of Information and Learning Technology,INT J INF LEARN TECH,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",Computer Science,3.0,0.8
Diabetology,DIABETOLOGY,ENDOCRINOLOGY & METABOLISM,Medicine,2.4,1.0
Journal of Nutritional Science,J NUTR SCI,NUTRITION & DIETETICS,Medicine,2.9,1.0
JOURNAL OF THE INSTITUTE OF BREWING,J I BREWING,FOOD SCIENCE & TECHNOLOGY,Chemistry,2.3,1.5
MOLECULAR BIOTECHNOLOGY,MOL BIOTECHNOL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Biology,2.6,1.0
SEXUALLY TRANSMITTED DISEASES,SEX TRANSM DIS,INFECTIOUS DISEASES,Medicine,2.2,1.0
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,J MICROMECH MICROENG,"PHYSICS, APPLIED",Physics,2.0,1.0
SURFACE ENGINEERING,SURF ENG,"MATERIALS SCIENCE, COATINGS & FILMS",Materials Science,2.3,1.5
Water Quality Research Journal,WATER QUAL RES J,WATER RESOURCES,Environmental Science,2.5,0.5
Multimodal Technologies and Interaction,MULTIMODAL TECHNOLOG,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,,0.8
Biophysical Reports,BIOPHYS REP-US,BIOPHYSICS,Biology,,1.0
Frontiers in Sustainable Cities,FRONT SUSTAIN CITIES,URBAN STUDIES,Environmental Science,2.6,0.5
Future Science OA,FUTUR SCI OA,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,2.6,1.0
IEEE Open Journal of Circuits and Systems,IEEE OPEN J CIRCUITS,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,2.5,1.5
Regenerative Medicine,REGEN MED,"ENGINEERING, BIOMEDICAL",Engineering,2.8,1.5
Smart Science,SMART SCI,MULTIDISCIPLINARY SCIENCES,Mathematics,2.6,0.7
ECONOMIST-NETHERLANDS,ECONOMIST-NETHERLAND,ECONOMICS,Mathematics,2.3,0.7
International Journal of Low-Carbon Technologies,INT J LOW-CARBON TEC,THERMODYNAMICS,Physics,2.4,1.0
International Journal of Renewable Energy Development-IJRED,INT J RENEW ENERGY D,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Environmental Science,2.2,0.5
JOURNAL OF APPLIED ELECTROCHEMISTRY,J APPL ELECTROCHEM,ELECTROCHEMISTRY,Chemistry,2.7,1.5
Sexual Development,SEX DEV,DEVELOPMENTAL BIOLOGY,Biology,1.9,1.0
IONICS,IONICS,"PHYSICS, CONDENSED MATTER",Physics,2.6,1.0
Applied Computational Intelligence and Soft Computing,APPL COMPUT INTELL S,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computer Science,2.4,0.8
Frontiers in Computer Science,FRONT COMP SCI-SWITZ,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",Computer Science,2.8,0.8
GENESIS,GENESIS,GENETICS & HEREDITY,Biology,2.1,1.0
IEEE Transactions on Haptics,IEEE T HAPTICS,"COMPUTER SCIENCE, CYBERNETICS",Computer Science,2.8,0.8
JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,J INTEL MAT SYST STR,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,2.4,1.5
Journal of Internet Services and Applications,J INTERNET SERV APPL,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,3.2,0.8
Innovation and Emerging Technologies,INNOV EMERG TECHNOL,"ENGINEERING, MULTIDISCIPLINARY",Engineering,2.8,1.5
BMC Molecular and Cell Biology,BMC MOL CELL BIOL,CELL BIOLOGY,Biology,2.5,1.0
CURRENT CARDIOLOGY REVIEWS,CURR CARDIOL REV,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,3.1,1.0
FLY,FLY,BIOCHEMISTRY & MOLECULAR BIOLOGY,Biology,,1.0
Chemistry-Switzerland,CHEMISTRY-BASEL,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,2.4,1.5
Journal of Molecular and Engineering Materials,J MOL ENG MATER,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,2.1,1.5
International Journal of Industrial Engineering and Management,INT J IND ENG MANAGE,"ENGINEERING, INDUSTRIAL",Engineering,,1.5
Discover Sustainability,DISCOV SUSTAIN,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,Environmental Science,2.3,0.5
Cytoskeleton,CYTOSKELETON,CELL BIOLOGY,Biology,2.4,1.0
BIOLOGY OF THE CELL,BIOL CELL,CELL BIOLOGY,Biology,3.0,1.0
Solids,SOLIDS-BASEL,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,2.4,1.5
Moroccan Journal of Chemistry,MOROC J CHEM,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,1.5,1.5
JOURNAL OF TERRAMECHANICS,J TERRAMECHANICS,"ENGINEERING, ENVIRONMENTAL",Engineering,2.8,1.5
Journal of Agricultural Engineering,J AGRIC ENG-ITALY,AGRICULTURAL ENGINEERING,Engineering,2.5,1.5
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,J SCI STUD RELIG,SOCIOLOGY,Mathematics,2.8,0.7
Historic Environment-Policy & Practice,HIST ENVIRON POLICY,"HUMANITIES, MULTIDISCIPLINARY",Environmental Science,1.8,0.5
UCLA LAW REVIEW,UCLA LAW REV,LAW,Mathematics,2.2,0.7
EUROPEAN SOCIETIES,EUR SOC,SOCIOLOGY,Mathematics,5.0,0.7
Mathematics,MATHEMATICS-BASEL,MATHEMATICS,Mathematics,2.2,0.7
DUKE MATHEMATICAL JOURNAL,DUKE MATH J,MATHEMATICS,Mathematics,2.5,0.7
China Information,CHINA INFORM,AREA STUDIES,Environmental Science,2.1,0.5
CONSTRUCTIVE APPROXIMATION,CONSTR APPROX,MATHEMATICS,Mathematics,1.9,0.7
Advances in Continuous and Discrete Models,ADV CONTIN DISCRET M,"MATHEMATICS, APPLIED",Mathematics,2.3,0.7
Asian Education and Development Studies,ASIAN EDUC DEV STUD,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,1.4,0.7
LAW & SOCIETY REVIEW,LAW SOC REV,SOCIOLOGY,Mathematics,3.0,0.7
International Journal of Architectural Heritage,INT J ARCHIT HERIT,"ENGINEERING, CIVIL",Engineering,2.6,1.5
PACIFIC REVIEW,PAC REV,INTERNATIONAL RELATIONS,Mathematics,2.3,0.7
Business and Human Rights Journal,BUS HUM RIGHTS J,LAW,Mathematics,2.1,0.7
REMEDIAL AND SPECIAL EDUCATION,REM SPEC EDUC,"EDUCATION, SPECIAL",Medicine,3.4,1.0
PSYCHOLOGY PUBLIC POLICY AND LAW,PSYCHOL PUBLIC POL L,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,2.5,1.0
INTERNATIONAL MIGRATION REVIEW,INT MIGR REV,DEMOGRAPHY,Mathematics,3.6,0.7
Natural Language Engineering,NAT LANG ENG,LINGUISTICS,Computer Science,1.8,0.8
Systems,SYSTEMS-BASEL,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,2.5,0.7
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,AM J SPEECH-LANG PAT,REHABILITATION,Medicine,2.9,1.0
NEUROPSYCHOBIOLOGY,NEUROPSYCHOBIOLOGY,PSYCHOLOGY,Medicine,3.3,1.0
HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,HEAD NECK-J SCI SPEC,SURGERY,Medicine,2.8,1.0
Journal of Intervention and Statebuilding,J INTERV STATEBUILD,INTERNATIONAL RELATIONS,Mathematics,2.1,0.7
European Journal of General Practice,EUR J GEN PRACT,PRIMARY HEALTH CARE,Medicine,3.2,1.0
CLINICAL ANATOMY,CLIN ANAT,ANATOMY & MORPHOLOGY,Biology,2.5,1.0
CROSS-CULTURAL RESEARCH,CROSS-CULT RES,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,2.3,0.7
MEDIA CULTURE & SOCIETY,MEDIA CULT SOC,SOCIOLOGY,Mathematics,3.5,0.7
INTERNATIONAL REVIEW OF EDUCATION,INT REV EDUC,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,3.3,0.7
RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,RETINA-J RET VIT DIS,OPHTHALMOLOGY,Medicine,2.7,1.0
BMC Veterinary Research,BMC VET RES,VETERINARY SCIENCES,Medicine,2.6,1.0
IMA JOURNAL OF NUMERICAL ANALYSIS,IMA J NUMER ANAL,"MATHEMATICS, APPLIED",Mathematics,2.5,0.7
Medicine Health Care and Philosophy,MED HEALTH CARE PHIL,HISTORY & PHILOSOPHY OF SCIENCE,Mathematics,2.3,0.7
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,SURGERY,Medicine,2.4,1.0
Asia Pacific Education Review,ASIA PAC EDUC REV,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.6,0.7
OXFORD REVIEW OF EDUCATION,OXFORD REV EDUC,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.7,0.7
Papers in Palaeontology,PAP PALAEONTOL,PALEONTOLOGY,Geology,2.2,0.8
Early Childhood Education Journal,EARLY CHILD EDUC J,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.5,0.7
JOURNAL OF CURRICULUM STUDIES,J CURRICULUM STUD,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.4,0.7
INTERNATIONAL POLITICAL SCIENCE REVIEW,INT POLIT SCI REV,POLITICAL SCIENCE,Mathematics,2.7,0.7
JOURNAL OF INSECT PHYSIOLOGY,J INSECT PHYSIOL,PHYSIOLOGY,Biology,2.3,1.0
CALICO Journal,CALICO J,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.1,0.7
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,AM J ORTHOPSYCHIAT,SOCIAL WORK,Medicine,3.1,1.0
AMERICAN JOURNAL OF PSYCHOTHERAPY,AM J PSYCHOTHER,"PSYCHOLOGY, CLINICAL",Medicine,1.9,1.0
ANIMAL BEHAVIOUR,ANIM BEHAV,ZOOLOGY,Biology,2.4,1.0
JOURNAL OF FURTHER AND HIGHER EDUCATION,J FURTH HIGHER EDUC,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.2,0.7
SOCIAL WORK,SOC WORK,SOCIAL WORK,Medicine,3.0,1.0
TECHNOMETRICS,TECHNOMETRICS,STATISTICS & PROBABILITY,Mathematics,2.9,0.7
BMC EMERGENCY MEDICINE,BMC EMERG MED,EMERGENCY MEDICINE,Medicine,2.5,1.0
Affilia-Feminist Inquiry in Social Work,AFFILIA,WOMENS STUDIES,Environmental Science,2.5,0.5
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,AM J CLIN PATHOL,PATHOLOGY,Medicine,2.6,1.0
COGNITION AND INSTRUCTION,COGNITION INSTRUCT,"PSYCHOLOGY, EXPERIMENTAL",Medicine,3.7,1.0
Review of Policy Research,REV POLICY RES,PUBLIC ADMINISTRATION,Mathematics,2.5,0.7
TERRORISM AND POLITICAL VIOLENCE,TERROR POLIT VIOLENC,POLITICAL SCIENCE,Mathematics,2.4,0.7
Asian Spine Journal,ASIAN SPINE J,ORTHOPEDICS,Medicine,2.3,1.0
Contemporary Politics,CONTEMP POLIT,POLITICAL SCIENCE,Mathematics,2.4,0.7
Health Care Management Science,HEALTH CARE MANAG SC,HEALTH POLICY & SERVICES,Medicine,3.0,1.0
Nuclear Materials and Energy,NUCL MATER ENERGY,NUCLEAR SCIENCE & TECHNOLOGY,Physics,2.4,1.0
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURG-J R COLL SURG E,SURGERY,Medicine,2.1,1.0
Workplace Health & Safety,WORKPLACE HEALTH SAF,NURSING,Medicine,2.3,1.0
HASTINGS CENTER REPORT,HASTINGS CENT REP,"SOCIAL SCIENCES, BIOMEDICAL",Medicine,2.7,1.0
Educational Research and Evaluation,EDUC RES EVAL,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,3.4,0.7
Frontiers in Global Womens Health,FRONT GLOB WOMEN HLT,WOMENS STUDIES,Environmental Science,2.9,0.5
WORLD JOURNAL OF SURGERY,WORLD J SURG,SURGERY,Medicine,2.8,1.0
PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,PUNISHM SOC,CRIMINOLOGY & PENOLOGY,Mathematics,2.6,0.7
Veterinary and Comparative Oncology,VET COMP ONCOL,VETERINARY SCIENCES,Medicine,2.3,1.0
ZOOLOGICA SCRIPTA,ZOOL SCR,ZOOLOGY,Biology,2.5,1.0
CLINICS IN DERMATOLOGY,CLIN DERMATOL,DERMATOLOGY,Medicine,3.1,1.0
Discourse Context & Media,DISCOURSE CONTEXT ME,COMMUNICATION,Computer Science,2.3,0.8
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,EUR J APPL MATH,"MATHEMATICS, APPLIED",Mathematics,1.8,0.7
International Journal of Medical Robotics and Computer Assisted Surgery,INT J MED ROBOT COMP,SURGERY,Medicine,2.7,1.0
JOURNAL OF SPORTS SCIENCES,J SPORT SCI,SPORT SCIENCES,Medicine,3.4,1.0
Journal of Youth Studies,J YOUTH STUD,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,2.5,0.7
CYTOMETRY PART B-CLINICAL CYTOMETRY,CYTOM PART B-CLIN CY,PATHOLOGY,Medicine,2.5,1.0
International Journal of Paediatric Dentistry,INT J PAEDIATR DENT,PEDIATRICS,Medicine,2.9,1.0
CRITICAL SOCIAL POLICY,CRIT SOC POLICY,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,2.7,0.7
Fudan Journal of the Humanities and Social Sciences,FUDAN J HUM SOC SCI,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,1.6,0.7
VETERINARY JOURNAL,VET J,VETERINARY SCIENCES,Medicine,2.7,1.0
Allergy & Rhinology,ALLERGY RHINOL,OTORHINOLARYNGOLOGY,Medicine,1.8,1.0
DENTAL TRAUMATOLOGY,DENT TRAUMATOL,"DENTISTRY, ORAL SURGERY & MEDICINE",Medicine,3.5,1.0
JOURNAL OF COMPARATIVE NEUROLOGY,J COMP NEUROL,ZOOLOGY,Biology,2.4,1.0
Journal of School Violence,J SCH VIOLENCE,"PSYCHOLOGY, EDUCATIONAL",Medicine,2.7,1.0
SPORT EDUCATION AND SOCIETY,SPORT EDUC SOC,SPORT SCIENCES,Medicine,2.9,1.0
JOURNAL OF FAMILY PSYCHOLOGY,J FAM PSYCHOL,"PSYCHOLOGY, CLINICAL",Medicine,2.9,1.0
Pediatrics and Neonatology,PEDIATR NEONATOL,PEDIATRICS,Medicine,2.4,1.0
Social Policy and Society,SOC POLICY SOC,SOCIAL WORK,Medicine,2.1,1.0
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,EUR J PAEDIATR NEURO,PEDIATRICS,Medicine,2.6,1.0
Orthopaedics & Traumatology-Surgery & Research,ORTHOP TRAUMATOL-SUR,SURGERY,Medicine,2.7,1.0
VIOLENCE AGAINST WOMEN,VIOLENCE AGAINST WOM,WOMENS STUDIES,Environmental Science,2.9,0.5
International Journal of Strategic Communication,INT J STRATEG COMMUN,COMMUNICATION,Computer Science,,0.8
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,J SOC PERS RELAT,"PSYCHOLOGY, SOCIAL",Medicine,2.6,1.0
BMC Anesthesiology,BMC ANESTHESIOL,ANESTHESIOLOGY,Medicine,2.6,1.0
JOURNAL OF CRYPTOLOGY,J CRYPTOL,"MATHEMATICS, APPLIED",Mathematics,2.6,0.7
European Journal of Social Theory,EUR J SOC THEORY,SOCIOLOGY,Mathematics,2.6,0.7
Journal of Progressive Human Services,J PROGRESS HUM SERV,SOCIAL WORK,Medicine,1.8,1.0
AGEING & SOCIETY,AGEING SOC,GERONTOLOGY,Medicine,2.5,1.0
Frontiers in Political Science,FRONT POLIT SCI,POLITICAL SCIENCE,Mathematics,2.3,0.7
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,PUBLIC ADMINISTRATION,Mathematics,4.1,0.7
Journal of International Relations and Development,J INT RELAT DEV,POLITICAL SCIENCE,Mathematics,2.2,0.7
Mental Health and Physical Activity,MENT HEALTH PHYS ACT,"PSYCHOLOGY, CLINICAL",Medicine,3.4,1.0
VETERINARY PATHOLOGY,VET PATHOL,VETERINARY SCIENCES,Medicine,2.4,1.0
Gender in Management,GEND MANAG,WOMENS STUDIES,Environmental Science,3.6,0.5
International Journal of Art Therapy,INT J ART THER,REHABILITATION,Medicine,2.6,1.0
REICE-Revista Iberoamericana sobre Calidad Eficacia y Cambio en Educacion,REICE-REV IBEROAM CA,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,2.3,0.7
RURAL SOCIOLOGY,RURAL SOCIOL,SOCIOLOGY,Mathematics,2.8,0.7
CARDIOVASCULAR PATHOLOGY,CARDIOVASC PATHOL,PATHOLOGY,Medicine,2.0,1.0
DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,DEEP-SEA RES PT II,OCEANOGRAPHY,Environmental Science,2.7,0.5
JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,J ORAL MAXIL SURG,"DENTISTRY, ORAL SURGERY & MEDICINE",Medicine,2.1,1.0
European Journal of Political Economy,EUR J POLIT ECON,POLITICAL SCIENCE,Mathematics,2.7,0.7
Frontiers in Sports and Active Living,FRONT SPORTS ACT LIV,SPORT SCIENCES,Medicine,2.4,1.0
Psychology Health & Medicine,PSYCHOL HEALTH MED,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,2.8,1.0
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,NONPROF VOLUNT SEC Q,SOCIAL ISSUES,Mathematics,3.2,0.7
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,"PSYCHOLOGY, DEVELOPMENTAL",Medicine,2.7,1.0
JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR,J NUTR EDUC BEHAV,NUTRITION & DIETETICS,Medicine,2.6,1.0
MEDITERRANEAN MARINE SCIENCE,MEDITERR MAR SCI,MARINE & FRESHWATER BIOLOGY,Biology,2.4,1.0
Pragmatic and Observational Research,PRAGMAT OBS RES,"MEDICINE, GENERAL & INTERNAL",Medicine,3.1,1.0
ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik,ZAMM-Z ANGEW MATH ME,MECHANICS,Physics,1.8,1.0
Espiral-Cuadernos del Profesorado,ESPIRAL,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,1.6,0.7
Journal of Family and Economic Issues,J FAM ECON ISS,FAMILY STUDIES,Biology,2.8,1.0
Voluntas,VOLUNTAS,SOCIAL ISSUES,Mathematics,2.7,0.7
ANXIETY STRESS AND COPING,ANXIETY STRESS COPIN,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,3.8,1.0
Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,UROLOGY & NEPHROLOGY,Medicine,2.3,1.0
CURRENT PROBLEMS IN SURGERY,CURR PROB SURG,SURGERY,Medicine,3.8,1.0
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,SURGERY,Medicine,3.1,1.0
International Public Management Journal,INT PUBLIC MANAG J,PUBLIC ADMINISTRATION,Mathematics,2.8,0.7
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,J THROMB THROMBOLYS,PERIPHERAL VASCULAR DISEASE,Medicine,2.5,1.0
CONTEMPORARY DRUG PROBLEMS,CONTEMP DRUG PROBL,SUBSTANCE ABUSE,Medicine,,1.0
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,DEEP-SEA RES PT I,OCEANOGRAPHY,Environmental Science,2.6,0.5
JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER,J QUANT SPECTROSC RA,SPECTROSCOPY,Chemistry,2.1,1.5
REVIEW OF ECONOMIC DYNAMICS,REV ECON DYNAM,ECONOMICS,Mathematics,2.4,0.7
Traumatology,TRAUMATOLOGY,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,,1.0
