No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,family_jurisdictions,family_members
417,Mothod for cotrolling autonomous vehicles,KIM KI HYUK [KR],SWM CO LTD [KR],KR102162646B1,2019-03-11,"B60W30/08 
B60W30/14 
B60W40/105 
G05D1/00 
G05D1/02","B60W30/08 (KR) 
B60W30/09 (EP,CN,US) 
B60W30/0953 (CN,US) 
B60W30/0956 (EP) 
B60W30/14 (KR) 
B60W40/105 (KR) 
B60W50/14 (EP) 
B60W60/0015 (EP) 
G05D1/0088 (KR,US) 
G05D1/0214 (KR) 
G06V20/58 (EP) 
G06V20/584 (US) 
B60W2050/143 (EP) 
B60W2420/403 (CN) 
B60W2420/54 (CN) 
B60W2520/10 (KR) 
B60W2554/4041 (EP) 
B60W2556/50 (EP) 
B60W2556/65 (EP,US) 
B60Y2300/08 (KR) 
B60Y2300/14 (KR)",2020-10-07,2020-09-17,72424933,,2020-10-07,,KR102162646B1,,"['CN', 'KR', 'US']","['CN111674392A', 'CN111674392B', 'KR102162646B1', 'US2020290604A1']"
418,COMFORTABLE RIDE FOR AUTONOMOUS VEHICLES,DOMINIC MARIA JOHN PAUL [US],GM GLOBAL TECH OPERATIONS LLC [US],US2020103902A1,2018-10-01,"G01C21/34 
G05D1/02","B60W30/18 (CN) 
B60W40/06 (CN) 
B60W40/08 (CN) 
G01C21/3461 (EP) 
G01C21/3484 (EP,US) 
G01C21/3822 (EP) 
G05D1/0212 (US) 
G05D1/0231 (US) 
G05D1/0257 (US) 
G05D1/0274 (EP) 
G05D1/0276 (US)",2020-04-02,2020-04-02,69781604,,2020-04-02,,US2020103902A1,,"['CN', 'DE', 'US']","['CN110979328A', 'DE102019115437A1', 'US2020103902A1']"
419,MOTION PLANNING FOR AUTONOMOUS VEHICLES AND RECONFIGURABLE MOTION PLANNING PROCESSORS,"SORIN DANIEL J [US] 
KONIDARIS GEORGE D [US] 
FLOYD-JONES WILLIAM [US] 
MURRAY SEAN [US]","UNIV DUKE [US] 
UNIV BROWN [US]","US11429105B2 
US2019163191A1",2016-06-10,"G05D1/00 
G05D1/02 
G06F16/901 
G01C21/20 
G08G1/16","G05D1/0088 (US) 
G05D1/0214 (US) 
G05D1/0217 (EP,US) 
G05D1/0274 (EP,US) 
G06F16/9024 (US) 
G01C21/20 (EP,US) 
G08G1/165 (EP,US) 
G08G1/166 (EP,US)","2019-05-30 
2022-08-30",2017-12-14,60578208,,2019-05-30,2022-08-30,US11429105B2,"
US2019163191A1","['CN', 'EP', 'ES', 'JP', 'PL', 'TW', 'US', 'WO']","['CN109477723A', 'CN109477723B', 'EP3449214A1', 'EP3449214A4', 'EP3449214B1', 'EP3537248A1', 'ES2903532T3', 'JP2019517702A', 'JP2022084895A', 'JP7181092B2', 'JP7431273B2', 'PL3449214T3', 'TW201801965A', 'TWI758296B', 'US11429105B2', 'US2019163191A1', 'WO2017214581A1']"
420,ROADWAY INFRASTRUCTURE FOR AUTONOMOUS VEHICLES,"JAMTGAARD PETER [US] 
JAMTGAARD PAUL [US]","WAYFARER INC [US] 
GLYDWAYS INC [US]","US11346060B2 
US2021017719A1",2019-07-16,E01C1/00,"E01C1/00 (EP) 
E01C1/002 (US) 
E01C15/00 (EP) 
E01D1/00 (CN) 
E01D19/00 (CN) 
E01D19/02 (EP,CN) 
E01D19/14 (CN) 
E01D2/00 (EP) 
E01D2101/268 (EP)","2021-01-21 
2022-05-31",2021-01-21,71944398,,2021-01-21,2022-05-31,US11346060B2,"
US2021017719A1","['CN', 'EP', 'ES', 'JP', 'US', 'WO']","['CN114450452A', 'EP3999686A1', 'EP3999686B1', 'EP3999686C0', 'EP4361348A2', 'EP4361348A3', 'ES2985930T3', 'JP2022540587A', 'JP2023138540A', 'JP2024116359A', 'JP2025013516A', 'JP7323963B2', 'JP7510216B2', 'JP7588920B2', 'US11346060B2', 'US11885076B2', 'US2021017719A1', 'US2022090332A1', 'US2024175217A1', 'WO2021011701A1']"
421,AUTONOMOUS VEHICLE AND CONTROL METHOD THEREOF,"KIM SANGWON [KR] 
KIM KYUNGLACK [KR]",LG ELECTRONICS INC [KR],"US11422555B2 
US2020150660A1",2016-11-11,"H04L29/08 
B60N2/00 
B60R22/48 
B60R25/23 
B60R25/24 
B60R25/25 
G05D1/00 
G05D1/02 
H04W4/024 
H04W4/40 
H04W4/44 
H04L67/12 
G06Q10/02 
G06Q30/02 
G06Q50/30","B60N2/0022 (EP,KR,US) 
B60N2/0027 (EP,KR,US) 
B60N2/0029 (EP,KR,US) 
B60R21/01544 (KR) 
B60R22/48 (KR,US) 
B60R25/102 (KR) 
B60R25/23 (US) 
B60R25/24 (US) 
B60R25/25 (EP,US) 
B60W30/14 (KR) 
B60W40/02 (KR) 
B60W50/14 (KR) 
G05D1/0011 (EP,US) 
G05D1/0088 (US) 
G05D1/0246 (US) 
H04L67/12 (EP,US) 
H04W4/024 (EP,US) 
H04W4/40 (EP,US) 
H04W4/44 (EP,US) 
B60N2210/18 (EP,KR,US) 
B60N2210/24 (EP,KR,US) 
B60N2210/40 (EP,KR,US) 
B60W2050/143 (KR) 
B60W2420/403 (KR) 
B60Y2300/14 (KR) 
G01S13/931 (EP) 
G01S17/931 (EP) 
G06Q10/02 (EP,US) 
G06Q30/0284 (EP,US) 
G06Q50/40 (EP,US)","2020-05-14 
2022-08-23",2018-05-17,62108385,,2020-05-14,2022-08-23,US11422555B2,"
US2020150660A1","['KR', 'US', 'WO']","['KR102003940B1', 'KR20180053081A', 'US10775788B2', 'US11422555B2', 'US2018136655A1', 'US2020150660A1', 'WO2018088651A1']"
422,SYSTEMS AND METHODS FOR DELIVERING PRODUCTS VIA AUTONOMOUS GROUND VEHICLES TO VEHICLES DESIGNATED BY CUSTOMERS,"WILKINSON BRUCE W [US] 
MCHALE BRIAN G [GB] 
HIGH DONALD R [US] 
MATTINGLY TODD D [US]","WAL MART STORES INC [US] 
WALMART APOLLO LLC [US]","US10120384B2 
US2018164818A1",2016-12-12,"G01C21/34 
G05D1/00 
G05D1/02 
G06Q10/08 
G06V20/58 
G01S19/01","G01C21/34 (EP,GB,US) 
G01S19/01 (GB,US) 
G01S5/0027 (EP,GB,US) 
G05D1/00 (GB,US) 
G05D1/0088 (GB,US) 
G05D1/02 (GB,US) 
G05D1/0225 (EP,GB,US) 
G05D1/0278 (GB,US) 
G06Q10/08 (EP,GB,US) 
G06Q10/08355 (EP,GB,US) 
G06Q30/0265 (EP,GB,US) 
G06V10/95 (EP,GB,US) 
G06V20/58 (EP,GB,US) 
G06V20/584 (GB,US) 
G01S19/42 (EP,GB,US) 
G06V20/625 (EP,GB,US)","2018-06-14 
2018-11-06",2018-06-14,62490056,,2018-06-14,2018-11-06,US10120384B2,"
US2018164818A1","['CA', 'CN', 'GB', 'MX', 'US', 'WO']","['CA3045996A1', 'CN110249353A', 'GB201908555D0', 'GB2572875A', 'MX2019006786A', 'US10120384B2', 'US2018164818A1', 'US2019025832A1', 'WO2018111618A1']"
423,Autonomous vehicle allocation method,"PARK JUNG HOON 
LEE JUNG YUB 
LEE KEUN LYOUN",ON CAR CO LTD [KR],"KR102310084B1 
KR20200069219A",2018-12-06,"G05D1/00 
G05D1/02 
G06Q10/02 
G06Q50/30","G06Q10/02 (KR) 
G06Q10/04 (KR) 
G06Q50/40 (KR)","2020-06-16 
2021-10-08",2020-06-16,71141592,,2020-06-16,2021-10-08,KR102310084B1,"
KR20200069219A",['KR'],"['KR102310084B1', 'KR20200069219A']"
424,AUTONOMOUS RAIL OR OFF RAIL VEHICLE MOVEMENT AND SYSTEM AMONG A GROUP OF VEHICLES,KHOSLA VINOD [US],"KHOSLA VINOD [US] 
GLYDWAYS INC [US]","US11084512B2 
US2020207391A1",2018-02-12,"B61L27/00 
B61L27/04 
G01C21/20","B61L15/0027 (EP) 
B61L23/041 (EP) 
B61L27/10 (US) 
B61L27/12 (EP) 
B61L27/14 (EP) 
B61L99/002 (EP,US) 
G01C21/20 (EP,US) 
G08G1/202 (EP) 
B61L2201/00 (US) 
B61L2205/00 (US) 
B61L2205/04 (EP)","2020-07-02 
2021-08-10",2020-07-02,71122465,,2020-07-02,2021-08-10,US11084512B2,"
US2020207391A1","['US', 'WO']","['US10611389B2', 'US10613550B2', 'US10618537B2', 'US11084512B2', 'US11427237B2', 'US11958516B2', 'US2019248393A1', 'US2019248396A1', 'US2019250637A1', 'US2020198678A1', 'US2020207391A1', 'US2021362759A1', 'US2024227887A1', 'WO2019157456A1']"
425,AUTONOMOUS VEHICLE ROUTING BASED UPON RISK OF AUTONOMOUS VEHICLE TAKEOVER,"CHI-JOHNSTON GEOFFREY LOUIS [US] 
VAINGANKAR VISHAL SURESH [US] 
JOSEPH ANTONY [US] 
SKWERER SEAN GREGORY [US] 
RECH LUCIO OTAVIO MARCHIORO [US] 
PASSA NITIN KUMAR [US] 
FREEMAN LAURA ATHENA [US] 
HINES GEORGE HERBERT [US]",GM CRUISE HOLDINGS LLC [US],"US11112794B2 
US2020264605A1",2019-02-20,"G01C21/20 
G01C21/34 
G05D1/00 
G05D1/02","B60W50/0097 (EP) 
B60W60/0011 (EP) 
B60W60/0021 (EP) 
B60W60/0053 (EP) 
G01C21/20 (US) 
G01C21/3453 (US) 
G01C21/3461 (EP) 
G05D1/0061 (US) 
G05D1/0217 (US) 
G05D1/226 (US) 
G05D1/644 (US) 
B60W30/18145 (EP) 
B60W30/18154 (EP)","2020-08-20 
2021-09-07",2020-08-20,72040483,,2020-08-20,2021-09-07,US11112794B2,"
US2020264605A1",['US'],"['US11112794B2', 'US11899452B2', 'US2020264605A1', 'US2021397184A1']"
426,DRIVING CONTROL METHOD FOR AUTONOMOUS VEHICLE,LEE JAE MIN [KR],LEE JAE MIN [KR],KR102216785B1,2020-07-14,"B60W30/08 
B60W40/02 
B60W50/00 
B60W60/00","B60W30/08 (KR) 
B60W40/02 (KR) 
B60W60/0059 (KR) 
B60W2420/408 (KR) 
B60W2556/65 (KR)",2021-02-17,2021-02-17,74731705,,2021-02-17,,KR102216785B1,,['KR'],['KR102216785B1']
427,AUTONOMOUS DRIVING APPARATUS AND METHOD,"JO MOO YOUL 
LEE IL GYU 
LEE JUN HAN",HYUNDAI MOBIS CO LTD [KR],"KR102678198B1 
KR20200133855A",2019-05-20,"G05D1/02 
B60R21/0134 
B60W30/08 
B60W30/10 
B60W30/14 
B60W30/182 
G05D1/00 
G08G1/16 
G05D1/20","B60W30/08 (KR) 
B60W30/10 (KR) 
B60W30/14 (KR) 
B60W30/182 (KR) 
B60W40/02 (KR) 
B60W60/001 (KR) 
B60W2050/0005 (KR) 
B60W2050/0022 (KR) 
B60W2420/403 (KR) 
B60W2420/408 (KR) 
B60W2554/801 (KR) 
B60Y2400/30 (KR)","2020-12-01 
2024-06-26",2020-12-01,73790626,,2020-12-01,2024-06-26,KR102678198B1,"
KR20200133855A",['KR'],"['KR102678198B1', 'KR102691754B1', 'KR20200133855A', 'KR20240107065A']"
428,Multiple Kill Vehicle (MKV) Interceptor with Autonomous Kill Vehicles,"LEAL MICHAEL A [US] 
BAKER TODD L [US] 
PFLIBSEN KENT P [US]",RAYTHEON CO [US],"US2008093498A1 
US7494090B2",2006-03-01,"F41G7/20 
F41G7/00 
F42B15/01 
F42B15/10 
F42B15/00","F41G3/04 (EP,US) 
F41G7/2206 (EP,US) 
F41G7/2233 (EP,US) 
F41G7/308 (EP,US) 
F42B12/58 (EP,US)","2008-04-24 
2009-02-24",2008-04-24,39317014,,2008-04-24,2009-02-24,US2008093498A1,"
US7494090B2","['EP', 'JP', 'US', 'WO']","['EP1989501A2', 'EP1989501A4', 'EP1989501B1', 'JP2009535595A', 'US2008093498A1', 'US7494090B2', 'WO2008066938A2', 'WO2008066938A3']"
429,DYNAMIC AUTONOMOUS VEHICLE TRAIN,"HARRIS STEVEN J [US] 
LEUNG THEOBOLT N [US] 
HIEB JAY T [US]",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO [US],"US12079008B2 
US2023052717A1",2017-09-25,"G05D1/02 
G05D1/00 
G08G1/00 
H04W4/42","G05D1/0088 (US) 
G05D1/0289 (US) 
G05D1/0293 (EP,US) 
G05D1/693 (US) 
G05D1/695 (US) 
G05D1/81 (US) 
G08G1/22 (EP,US) 
H04W4/024 (EP) 
H04W4/40 (EP) 
H04W4/42 (US) 
H04W4/02 (EP) 
H04W4/027 (EP) 
H04W4/80 (EP)","2023-02-16 
2024-09-03",2020-06-30,71125063,,2023-02-16,2024-09-03,US12079008B2,"
US2023052717A1",['US'],"['US10698421B1', 'US10948927B1', 'US11048271B1', 'US11520354B1', 'US12079008B2', 'US2023052717A1', 'US2024419176A1']"
430,"STATION SINUSOIDALE, PLATEFORME SINUSOIDALE BIDIRECTIONNELLE, SYSTEME D'AMARRAGE DE VOITURES ET SYSTEME DE DEPLACEMENT AUTOME AERIEN DE PERSONNES",BALTZER KARSTEN [US],BALTZER KARSTEN [US],CA3240587A1,2022-03-31,"B61B1/02 
E01F1/00","B61B1/00 (KR) 
B61B1/02 (EP) 
B61B13/04 (EP,KR) 
E01F1/00 (EP,KR)",2023-10-05,2023-10-05,88203049,,2023-10-05,,CA3240587A1,,,
431,Autonomous Vehicle Travel Control Systems and Methods,BREED DAVID S [US],INTELLIGENT TECH INT INC [US],"US2008161986A1 
US7979173B2",1997-10-22,"G05D1/00 
G08G1/16 
G06F19/00","G01S17/86 (EP,US) 
G01S17/931 (EP,US) 
G01S19/071 (EP,US) 
G01S19/11 (EP,US) 
G01S19/43 (EP,US) 
G01S19/49 (EP,US) 
G01S19/51 (EP,US) 
G01S5/0295 (EP) 
G08G1/163 (EP,US) 
G08G1/167 (EP,US) 
G08G1/22 (EP,US)","2008-07-03 
2011-07-12",2008-07-03,39585122,,2008-07-03,2011-07-12,US2008161986A1,"
US7979173B2",,
432,DEVICE AND METHOD FOR SELF-AUTOMATED PARKING LOT FOR AUTONOMOUS VEHICLES BASED ON VEHICULAR NETWORKING,"PAIVA FERREIRA MICHEL CELESTINO [PT] 
MARTINS DAMAS LUÍS MANUEL [PT] 
FERNANDES DA CONCEIÇÃO HUGO MARCELO [PT] 
MIRANDA DE ANDRADE DE ALBUQUERQUE D'OREY PEDRO [PT] 
STEENKISTE PETER [US] 
RODRIGUES GOMES PEDRO EMANUEL [PT] 
FERNANDES RICARDO JORGE [PT]","UNIV DO PORTO [PT] 
INST DE TELECOMUNICACOES [PT] 
GEOLINK LDA [PT] 
UNIV CARNEGIE MELLON [US] 
INST DE TELECOMUNICAÇÕES [PT]",US2017212511A1,2014-01-30,"G05D1/00 
G05D1/02 
G07C5/00 
G08G1/14 
H04L29/08","B60W30/06 (CN) 
G05D1/0027 (US) 
G05D1/0291 (US) 
G06Q10/08 (CN) 
G07C5/008 (US) 
G08G1/143 (EP,CN,US) 
G08G1/146 (EP,CN,US) 
G08G1/22 (EP,CN,US) 
H04W4/40 (US) 
G06Q10/08 (EP,US)",2017-07-27,2015-08-06,52697476,,2017-07-27,,US2017212511A1,,"['CA', 'CN', 'EP', 'JP', 'KR', 'US', 'WO']","['CA2938378A1', 'CN106575476A', 'EP3100253A1', 'JP2017512347A', 'KR20170041166A', 'US2017212511A1', 'WO2015114592A1']"
433,"AUTONOMOUS DRIVING DEVICE, METHOD AND SYSTEM",YOSHINAGA SATOSHI [KR],DENSO CORP [JP],US2023256998A1,2020-10-28,"B60W30/095 
B60W60/00 
G05D1/00","B60W30/0956 (US) 
B60W60/0015 (EP,US) 
B60W60/007 (EP) 
G05D1/0011 (US) 
G05D1/0027 (EP) 
G08G1/09 (EP) 
G08G1/16 (EP) 
B60W2556/10 (EP,US)",2023-08-17,2022-05-05,81382311,,2023-08-17,,US2023256998A1,,"['CN', 'JP', 'US', 'WO']","['CN116508082A', 'JP2022071597A', 'JP7512842B2', 'US2023256998A1', 'WO2022091517A1']"
434,ALIGNMENT OF DATA CAPTURED BY AUTONOMOUS VEHICLES TO GENERATE HIGH DEFINITION MAPS,"CHEN CHEN [US] 
ADACHI JEFFREY MINORU [US]",DEEPMAP INC [US],"US10222211B2 
US2018188039A1",2016-12-30,"G01C21/32 
G01C21/36 
G01S19/42 
G05D1/00 
G06K9/00 
G08G1/00 
B60W40/06 
G01C11/12 
G01C11/30 
G01C21/00 
G05D1/02 
G06K9/46 
G06K9/62 
G06T17/05 
G06T17/20 
G06T7/11 
G06T7/246 
G06T7/55 
G06T7/593 
G06T7/68 
G06T7/70 
G06T7/73 
G01S17/89","B60W40/06 (US) 
G01C11/06 (EP,US) 
G01C11/12 (US) 
G01C11/30 (EP,US) 
G01C21/005 (US) 
G01C21/3602 (EP,US) 
G01C21/3635 (US) 
G01C21/3694 (US) 
G01C21/3848 (EP,US) 
G01C21/3867 (EP,US) 
G01S19/42 (US) 
G05D1/0246 (US) 
G05D1/249 (US) 
G06T17/05 (EP,US) 
G06T17/20 (US) 
G06T7/11 (US) 
G06T7/246 (EP,US) 
G06T7/248 (US) 
G06T7/55 (US) 
G06T7/593 (EP,US) 
G06T7/68 (US) 
G06T7/70 (US) 
G06T7/73 (US) 
G06T7/74 (US) 
G06V10/462 (EP,US) 
G06V10/758 (EP,US) 
G06V20/56 (EP,US) 
G06V20/58 (US) 
G06V20/588 (US) 
G08G1/20 (US) 
B60W2552/00 (US) 
B60W2552/53 (US) 
G01S17/89 (EP,US) 
G01S19/46 (EP,US) 
G01S19/47 (EP,US) 
G06T2200/04 (EP,US) 
G06T2207/10021 (EP,US) 
G06T2207/10028 (EP,US) 
G06T2207/20048 (US) 
G06T2207/30252 (US) 
G06T2207/30256 (EP,US) 
G06T2210/56 (US) 
G06T2215/12 (US)","2018-07-05 
2019-03-05",2018-07-05,62708473,,2018-07-05,2019-03-05,US10222211B2,"
US2018188039A1",,
435,"Method and device for controlling autonomous vehicles, vehicles and storage medium","TANG SHUAI 
QU TONG",AUDI AG,"CN114067607A 
CN114067607B",2020-08-05,G08G1/16,"G08G1/16 (CN) 
G08G1/165 (CN) 
G08G1/166 (CN) 
G08G1/167 (CN)","2022-02-18 
2025-02-28",2022-02-18,80232102,,2022-02-18,2025-02-28,CN114067607A,"
CN114067607B",['CN'],"['CN114067607A', 'CN114067607B']"
436,GESTION D'AGENTS ANTAGONISTES UTILISÉS POUR TESTER DES VÉHICULES AUTONOMES,"PATHRUDKAR SAGAR [IN] 
ALIREZAEI MOHSEN [NL] 
GIELEN LUDO [BE] 
MUKHERJEE SAIKAT [IN] 
INDLA VIJAYA SARATHI [IN]",SIEMENS IND SOFTWARE NV [BE],EP4517467A1,2023-08-30,"G05D1/20 
G06N3/08","G06F11/3684 (EP) 
G06N3/006 (EP) 
G06N3/045 (EP) 
G06N3/08 (EP) 
G06N3/094 (EP) 
G06F11/3688 (EP) 
G06F11/3698 (EP)",2025-03-05,2025-03-05,87863523,,2025-03-05,,EP4517467A1,,,
437,SELF-DRIVING AUTONOMOUS VEHICLE AS BARRIER,"MCDUFF STEVE [CA] 
AKSELROD BEN Z [IL] 
ROBESON KYLE D [CA] 
DI LORETO ANTHONY [CA]",IBM [US],"US11036229B2 
US2020233419A1",2019-01-22,"E01F13/04 
G05D1/02","E01F13/04 (US) 
G05D1/0212 (US) 
G05D1/0287 (US) 
G05D1/0291 (EP) 
G08G1/0965 (EP) 
G08G1/096725 (EP) 
G08G1/096741 (EP) 
G08G1/096775 (EP) 
G08G1/202 (EP) 
G08G1/205 (EP) 
G05D1/0276 (US)","2020-07-23 
2021-06-15",2020-07-23,71609935,,2020-07-23,2021-06-15,US11036229B2,"
US2020233419A1",['US'],"['US11036229B2', 'US2020233419A1']"
438,NAVIGATIONAL CONSTRAINTS FOR AUTONOMOUS VEHICLES,"PANZICA ADAM [US] 
BAVAR BRETT [US] 
DERENCE JULIE [US] 
HERNANDEZ MARCIAL [US] 
KHURANA TASHWIN [US] 
NAGY BRYAN [US] 
ROMAIDIS JORDAN [US] 
RECHY ROMERO ADRIAN [US]","UBER TECHNOLOGIES INC [US] 
UATC LLC [US]","US11287816B2 
US2019377342A1",2018-06-11,"G01C21/34 
G05D1/00 
G08G1/00","G01C21/343 (EP) 
G01C21/3461 (EP) 
G01C21/3492 (US) 
G05D1/0027 (US) 
G05D1/0088 (US) 
G08G1/20 (US)","2019-12-12 
2022-03-29",2019-12-12,68764885,,2019-12-12,2022-03-29,US11287816B2,"
US2019377342A1",,
439,ACCOUNTING FOR REGION-SPECIFIC DRIVER PROFILES WHEN CONTROLLING AUTONOMOUS VEHICLES,"CARDONA ALEXANDER [US] 
WILSON KIP [US] 
FRANK DAVID [US] 
WILKOWSKI PHILLIP MICHAEL [US] 
WHITE NOLAN [US]",STATE FARM MUTUAL AUTOMOBILE INSURANCE CO [US],US2024391464A1,2020-05-20,"B60W30/182 
G06N20/00 
H04W4/44","B60W30/08 (US) 
B60W30/182 (US) 
B60W40/06 (US) 
B60W40/105 (US) 
G01C21/3461 (US) 
G01C21/3484 (US) 
G01C21/3602 (US) 
G05D1/0088 (US) 
G05D1/43 (US) 
G06F16/29 (EP,US) 
G06F16/54 (EP,US) 
G06F16/5866 (US) 
G06F16/587 (EP,US) 
G06F18/251 (EP,US) 
G06F3/0484 (US) 
G06N20/00 (US) 
G06Q10/20 (US) 
G06Q50/26 (US) 
G06T7/20 (US) 
G06T7/292 (US) 
G06T7/70 (US) 
G06V20/44 (EP) 
G06V20/52 (US) 
G06V20/54 (EP,US) 
G06V20/56 (US) 
G06V20/58 (US) 
G06V20/584 (US) 
G06V20/588 (US) 
G07C5/008 (US) 
G08G1/0112 (US) 
G08G1/052 (US) 
G11B27/10 (EP) 
G11B27/34 (EP,US) 
H04N7/18 (EP,US) 
H04W4/44 (US) 
B60W2030/082 (US) 
B60W2420/403 (US) 
B60W2420/408 (US) 
B60W2520/10 (US) 
B60W2552/20 (US) 
B60W2552/53 (US) 
B60W2556/50 (US) 
B60W2556/55 (US) 
G01C21/3815 (US) 
G01C21/3848 (US) 
G06Q10/10 (US) 
G06Q40/08 (US) 
G06T2207/30252 (US) 
H04L67/12 (US)",2024-11-28,2022-12-13,84426735,,2024-11-28,,US2024391464A1,,['US'],"['US11526711B1', 'US11699205B1', 'US11860979B2', 'US12008781B1', 'US12254067B2', 'US2023076648A1', 'US2023377078A1', 'US2024001912A1', 'US2024104171A1', 'US2024273752A1', 'US2024391464A1']"
440,METHOD AND APPARATUS FOR PREDICTING FUTURE TRAJECTORIES OF NEARBY VEHICLES FOR AUTONOMOUS DRIVING,"CHOI DOOSEOP [KR] 
MIN KYOUNG-WOOK [KR]",ELECTRONICS & TELECOMMUNICATIONS RES INST [KR],US2025026380A1,2023-07-19,"B60W50/00 
B60W60/00 
G06N3/0442 
G06N7/01","B60W50/0097 (EP,US) 
B60W60/0011 (EP,US) 
B60W60/00274 (EP,US) 
G06N3/044 (EP) 
G06N3/0442 (EP,US) 
G06N3/045 (EP) 
G06N7/01 (EP,US) 
B60W2552/53 (EP,US) 
B60W2554/4041 (EP,US) 
B60W2554/4045 (EP,US) 
B60W2556/10 (EP,US) 
B60W2556/40 (EP,US)",2025-01-23,2025-01-23,94260557,,2025-01-23,,US2025026380A1,,"['KR', 'US']","['KR20250015695A', 'US2025026380A1']"
441,Reporting Road Event Data and Sharing with Other Vehicles,"FAIRFIELD NATHANIEL [US] 
HERBACH JOSHUA SETH [US] 
CHATHAM ANDREW HUGHES [US] 
MONTEMERLO MICHAEL STEVEN [US]",GOOGLE INC [US],"US2015254986A1 
US9547989B2",2014-03-04,"G06F17/30 
G08G1/00 
B60W30/00 
G08G1/16","B60W30/00 (US) 
G05D1/0088 (US) 
G05D1/0287 (US) 
G05D1/692 (US) 
G05D1/81 (US) 
G08G1/0112 (EP,US) 
G08G1/096725 (EP,US) 
G08G1/096741 (EP,US) 
G08G1/096775 (EP,US) 
G08G1/161 (US) 
G08G1/22 (US) 
B60W2050/0075 (EP,US) 
B60W2556/65 (EP,US)","2015-09-10 
2017-01-17",2015-09-10,54017922,,2015-09-10,2017-01-17,US2015254986A1,"
US9547989B2","['CN', 'EP', 'US', 'WO']","['CN106458218A', 'CN106458218B', 'CN110254432A', 'CN110254432B', 'CN110254433A', 'CN110254433B', 'EP3113996A1', 'EP3113996A4', 'EP3113996B1', 'EP3831681A1', 'US10916142B2', 'US11651691B2', 'US12165515B2', 'US2015254986A1', 'US2017092131A1', 'US2018204458A1', 'US2021158705A1', 'US2023245563A1', 'US2023386338A1', 'US2025054394A1', 'US9547989B2', 'US9947224B2', 'WO2015134153A1']"
442,AUTONOMOUS TRANSPORTATION TECHNIQUES,"BLUM STEVEN C [US] 
SCHWARTZ JUSTIN M [US] 
OLIVER CHRISTOPHER [US]",UNIVERSAL CITY STUDIOS LLC [US],"US11619938B2 
US2019079521A1",2017-09-14,"G06K9/00 
G05D1/00 
G06Q10/02 
G06Q50/30 
A63G25/00 
A63G31/00 
G06V20/59","A63G25/00 (EP,CN,KR,US) 
A63G31/00 (EP,CN,KR,US) 
G05D1/0027 (US) 
G05D1/0088 (US) 
G05D1/24 (KR) 
G05D1/622 (KR) 
G05D1/69 (KR) 
G06Q10/02 (EP,KR,US) 
G06Q50/40 (EP,KR,US) 
G06V20/593 (KR,US) 
G05D2101/10 (KR) 
G05D2105/22 (KR)","2019-03-14 
2023-04-04",2019-03-14,63714115,,2019-03-14,2023-04-04,US11619938B2,"
US2019079521A1","['CA', 'CN', 'EP', 'ES', 'JP', 'KR', 'MY', 'RU', 'SG', 'US', 'WO']","['CA3074469A1', 'CN111093788A', 'CN111093788B', 'CN114768268A', 'EP3681610A1', 'EP3681610B1', 'EP4245393A2', 'EP4245393A3', 'ES2969215T3', 'JP2020534052A', 'JP2023065453A', 'JP2024156723A', 'JP7228575B2', 'JP7526833B2', 'KR102642827B1', 'KR20200052946A', 'KR20240031430A', 'MY205223A', 'RU2020113342A', 'RU2020113342A3', 'SG11202001275UA', 'US11619938B2', 'US2019079521A1', 'US2023195115A1', 'WO2019055682A1']"
443,DYNAMIC AUTONOMOUS VEHICLE MATCHING OPTIMIZATION,"MATTHIESEN TAGGART [US] 
KELMAN JODY [US]",LYFT INC [US],US2018315146A1,2017-04-27,"G01C21/34 
G06Q10/06 
G06Q50/30","G01C21/3453 (EP,US) 
G01C21/3461 (US) 
G06Q10/06315 (EP,US) 
G06Q50/40 (EP,US) 
G08G1/096844 (EP) 
G08G1/202 (EP,US)",2018-11-01,2018-11-01,63915670,,2018-11-01,,US2018315146A1,,['US'],['US2018315146A1']
444,AUTONOMOUS AERIAL MANAGEMENT AS A SERVICE,"SORYAL JOSEPH [US] 
RAO LALITA V [US] 
SERBAN CRISTINA [US] 
JAOUDE NAILA [US] 
HANSEN TONY [US]",AT & T IP I LP [US],"US11634220B2 
US2020039645A1",2018-08-06,B64C39/02,"G06Q10/0631 (EP) 
G06Q30/0645 (EP) 
B64U2101/00 (US) 
B64U2101/64 (EP) 
B64U2201/10 (US) 
B64U2201/102 (US)","2020-02-06 
2023-04-25",2020-02-06,69229575,,2020-02-06,2023-04-25,US11634220B2,"
US2020039645A1",['US'],"['US11634220B2', 'US12006040B2', 'US2020039645A1', 'US2023227159A1']"
