Title,Inventors,Applicants,first filing year,earliest priority year,IPC,CPC,first publication country
STORAGE BATTERY UNIT WITH IMPROVED THERMAL CONTROL,"O'NEIL VIRGINIA [US] 
HANLEY JESSICA [US] 
KIHARA MATTHEW [US] 
BROWN LEEANNE [US] 
WATSON MICHAEL JOHN [US] 
TIMMONS MATTHEW PAUL [US]",ELKEM SILICONES USA CORP [US],2020,2017,"['C08G77/20', 'H01M10/052', 'H01M50/24', 'H01M50/249', 'H01M50/293', 'H01M50/204']","['B65D77/00 (CN)', 'C08G77/20 (RU,US)', 'C08G77/38 (US)', 'C08J3/22 (KR)', 'C08J9/0061 (CN)', 'C08J9/0066 (CN,KR)', 'C08J9/32 (KR,US)', 'C08K3/40 (US)', 'C08K7/28 (KR,US)', 'C08L83/04 (EP)', 'C08L83/14 (KR)', 'H01M10/052 (EP,RU,US)', 'H01M10/0525 (CN,US)', 'H01M10/613 (KR,US)', 'H01M10/625 (CN,KR,US)', 'H01M10/643 (US)', 'H01M10/653 (CN)', 'H01M10/6551 (US)', 'H01M10/6556 (KR)', 'H01M10/6557 (US)', 'H01M10/658 (KR,US)', 'H01M50/24 (EP,KR,RU,US)', 'H01M50/249 (EP,KR,RU,US)', 'H01M50/293 (EP,KR,RU,US)', 'C08G2330/50 (US)', 'C08G77/12 (EP)', 'C08G77/20 (EP)', 'C08J2201/022 (EP)', 'C08J2383/04 (EP,CN,US)', 'C08J2383/07 (CN)', 'C08J2483/05 (CN)', 'C08J2483/07 (CN)', 'C08J9/32 (EP)', 'C08K2201/002 (US)', 'H01M2220/20 (KR,US)', 'H01M50/204 (EP,KR,RU,US)', 'Y02E60/10 (EP,US)', 'Y02T10/70 (US)', 'C08L83/04, C08L83/00, C08K7/28, C08K5/56, INV (EP)', ')']",RU
Solar electric car,MAO LILONG,MAO LILONG,2015,2014,['B60L8/00'],['Y02T10/7072 (EP)'],CN
SECONDARY BATTERY OF IMPROVED STABILITY,"JEON WON HYUN [KR] 
AHN SOON HO [KR] 
KIM KI WOONG [KR] 
JANG PILL GYU [KR] 
KWON SUNG JIN [KR] 
KIM YOUNG HUN [KR] 
YOON SUNG HAN [KR]",LG CHEMICAL LTD [KR],2013,2011,"['B01J20/00', 'B60L11/18', 'H01M10/052', 'H01M10/52']","['B01J20/00 (KR)', 'B60L50/50 (KR)', 'H01M10/052 (KR)', 'H01M10/52 (KR)', 'Y02C20/40 (EP)', 'Y02E60/10 (EP)', 'Y02T10/70 (EP)']",KR
Comprehensive energy utilization system suitable for high altitude area,"HUANG YONGQI 
WANG BAOMIN 
YANG YUSEN 
ZHONG DI 
PENG SHUO 
SUN SHAOJIE 
ZHOU XIAN",HUANENG CLEAN ENERGY RES INST,2021,2021,"['H02J3/00', 'H02J3/32', 'H02J3/38']","['Y02E10/56 (EP)', 'Y02E10/76 (EP)', 'Y02E60/36 (EP)', 'Y02E70/30 (EP)']",CN
Solar car port,"ANDREW ROWLEY MCLELLAND [GB] 
MARK DEVERELL [GB] 
JOHN CORBY [GB]",RE POWER ENERGY LTD [GB],2022,2021,"['E04H6/02', 'F17C5/02', 'F17C5/06', 'H01M8/04082', 'H01M8/18', 'H02S10/10', 'H02S20/10', 'H02S40/38', 'E04H1/12', 'E04H6/42', 'H02S20/23']","['E04H1/1233 (EP,DK)', 'E04H6/025 (EP,DK,GB)', 'E04H6/42 (EP,DK)', 'F17C5/02 (DK,GB)', 'F17C5/06 (DK,GB)', 'H01M8/04201 (DK,GB)', 'H01M8/188 (DK,GB)', 'H02S10/10 (DK,GB)', 'H02S20/10 (DK,GB)', 'H02S20/23 (EP,DK)', 'H02S40/38 (DK,GB)', 'F17C2205/01 (EP,DK)', 'F17C2205/013 (EP,DK)', 'Y02E10/40 (DK,GB)', 'Y02E10/50 (DK,GB)', 'Y02E60/32 (DK,GB)', 'Y02E60/34 (DK,GB)', 'Y02E70/30 (DK,GB)']",GB
Mobile hydrogenation refueling charging multifunctional vehicle and operation method,"ZHU YONG 
CAO XI 
LIU MINGYI 
CAO CHUANZHAO 
PEI JIE 
ZHENG JIANTAO 
XU SHISEN",HUANENG CLEAN ENERGY RES INST,2019,2019,"['B60L53/66', 'B60P3/00', 'B60S5/02']","['B60P3/00 (CN)', 'B60S5/02 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/16 (EP)']",CN
Split-type electrocar and power trailer thereof,JIE YANG,JIE YANG,2011,2009,"['B60K1/04', 'B60L11/18', 'B62D53/00', 'B62D63/06', 'H01M10/44']","['Y02E60/10 (EP)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP)']",CN
"Electrochemical energy storage and complementation control system, method, device, equipment and medium","SONG BO 
LIU ZONGCHENG 
WANG CHAOJUN 
LI JUN 
LIU MING 
RAN CHEN",CHONGQING SAILISI NEW ENERGY AUTOMOBILE DESIGN INST CO LTD,2024,2024,"['B60L53/60', 'C25B1/04', 'H01M10/44', 'H02J13/00', 'H02J15/00', 'H02J3/00', 'H02J3/28', 'H02J3/32', 'H02J3/38']","['B60L53/60 (CN)', 'C25B1/04 (CN)', 'H01M10/44 (CN)', 'H02J13/00002 (CN)', 'H02J13/00032 (CN)', 'H02J15/008 (CN)', 'H02J3/008 (CN)', 'H02J3/28 (CN)', 'H02J3/322 (CN)', 'H02J3/381 (CN)', 'H02J2300/24 (CN)', 'H02J2300/28 (CN)', 'H02J2300/30 (CN)', 'H02J2310/48 (CN)']",CN
Energy management system for electric vehicle,"MA BIN-YEN [TW] 
CHEN CHING-KUO [TW] 
CHIANG HUNG-HSIANG [TW] 
LI KOU-MING [TW] 
CHIANG PEI-CHANG [TW] 
CHEN CHENG-HSIN [TW]",WELLTEK ENERGY CO LTD [TW],2004,2002,"['B60L11/18', 'B60L15/20', 'H02J1/14', 'H02J7/00', 'B60K26/00', 'B60L11/18', 'B60L15/20', 'B60L3/00', 'H02J1/14', 'H02J7/00', 'H02J7/34']","['B60L15/2045 (EP)', 'B60L58/21 (EP)', 'H02J1/14 (EP,US)', 'H02J7/0047 (EP,US)', 'H02J7/007 (EP,US)', 'H02J7/34 (EP,US)', 'Y02T10/64 (EP)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP)', 'Y02T90/16 (EP)']",EP
BATTERY EXCHANGE STATION FOR ELECTRIC VEHICLE SYSTEM AND METHODS,"SALIGA NATHAN [US] 
SIEGEL JACQUELINE [US]","ELECTRIC LAST MILE INC [US] 
ELECTRIC LAST MILE INC DEBTOR C/O DAVID W CARICKHOFF CHAPTER 7 TRUSTEE [US]",2023,2021,"['B60L53/16', 'B60L53/51', 'B60L53/65', 'B60L53/66', 'B60L53/80', 'B60S5/06', 'H01M10/613', 'H01M10/625']","['B60L53/16 (US)', 'B60L53/51 (EP,US)', 'B60L53/54 (EP)', 'B60L53/62 (EP)', 'B60L53/65 (EP,US)', 'B60L53/66 (US)', 'B60L53/80 (EP,US)', 'B60S5/06 (US)', 'H01M10/613 (EP,US)', 'H01M10/625 (EP,US)', 'B60L3/0046 (EP)', 'H01M2220/20 (EP,US)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",US
CHARGING CONTROL METHOD OF PACK BATTERY,"KADOUCHI EIJI 
KINOSHITA MEGUMI 
WATANABE YUICHI 
ITO NOBORU 
TAKADA KANJI",MATSUSHITA ELECTRIC IND CO LTD,1997,1995,"['B60L11/18', 'B60L7/12', 'H01M10/44', 'B60L11/18', 'B60L7/12', 'H01M10/44', 'H02J7/00']","['Y02E60/10 (EP)', 'Y02T10/70 (EP)']",JP
Hydrogen-electricity hybrid active vehicle,"LI WENJING 
HUANG CUIHUA 
LI HAIWEN 
ZHANG BAOLIN 
FU JIANGBO 
FU XIAOPING",JINGQING FUTURE NEW ENERGY TECH BEIJING CO LTD,2023,2023,"['B62J35/00', 'B62J43/13', 'B62J43/20', 'B62J45/40', 'B62J45/41', 'B62J45/42', 'B62M6/40', 'B62M6/50', 'B62M6/80', 'B62M6/90']",['unkown)'],CN
"Direct-current microgrid power generation, transmission and distribution system","JIANG ZHIKUI 
JIANG YING 
LUO HAIMING 
ZHANG JIANBAO",CHENGDU GENERAL RECTIFIER RES INSTITUTE,2021,2020,"['H02J1/10', 'H02J1/14']","['H02J1/10 (CN)', 'H02J1/106 (CN)', 'H02J1/14 (CN)', 'H02J2300/30 (CN)']",CN
"Negative electrode, battery, battery pack, electronic device, electric vehicle, power storage device, and power system","HIRAMA AKIRA 
SUZUKI YUSUKE 
YAMAGUCHI AKIRA",SONY CORP,2018,2015,"['H01M4/134', 'H01M4/1395', 'H01M4/38', 'H01M4/48', 'H01M4/62']","['B60L50/64 (EP,US)', 'H01M4/134 (EP,US)', 'H01M4/1395 (EP,US)', 'H01M4/38 (US)', 'H01M4/386 (EP,US)', 'H01M4/48 (US)', 'H01M4/62 (EP,US)', 'H01M4/623 (EP,US)', 'H01M10/0525 (EP,US)', 'H01M2004/027 (US)', 'Y02E60/10 (EP,US)', 'Y02T10/70 (EP)']",CN
Automatic continuous power supply system used for self-driving electric motorcade,JIANG XUANLIN,JIANG XUANLIN,2017,2016,"['B60L8/00', 'H02J7/35']","['B60L8/003 (CN)', 'B60L8/006 (CN)', 'H02J7/35 (CN)', 'Y02T10/7072 (EP)']",CN
HIGH VOLTAGE CONNECTOR FOR ELECTRIC VEHICLE,"PAZZETTI GRAZIANO 
BRANDT HOLGER",CELANESE INT CORP,2023,2021,"['B60L3/00', 'B60L50/60']",['unkown)'],CN
New energy skid-mounted hydrogen production vehicle,FAN PINLIANG,FAN PINLIANG,2020,2019,"['B01D53/047', 'B01D53/26', 'B60P3/00', 'B60S5/02']",['unkown)'],CN
BATTERY CHARGER FOR MOTOR VEHICLE,"YAMAUCHI JIYOUJI 
MORI TAKAKICHI",ATEX CO LTD,1996,1994,"['B60L11/18', 'B66F19/00', 'B66F9/075', 'B60L11/18', 'B66F19/00', 'B66F9/075']",['Y02T10/70 (EP)'],JP
Hybrid electric vehicle having alternate power sources,MEANEY DANIEL J [US],MEANEY DANIEL J [US],2008,1999,['B60K6/32'],"['B60K1/04 (EP,US)', 'B60K6/32 (EP,US)', 'B60K6/46 (EP,US)', 'Y02T10/62 (EP,US)', 'Y02T90/40 (EP,US)']",US
Electric vehicle nickel-hydrogen batteries module,"HUANG JICHENG [CN] 
SHEN JIAN [CN] 
GE JIANSHENG [CN]",CHUNLAN GROUP CO LTD [CN],2003,2002,"['H01M10/28', 'H01M10/30', 'H01M10/28', 'H01M10/30']",['Y02P70/50 (EP)'],CN
Wind-solar-diesel hybrid electric vehicle,LI JINGGUANG,LI JINGGUANG,2020,2019,"['B60L8/00', 'F03D9/11', 'F03D9/32', 'H02J7/35']","['Y02E10/72 (EP)', 'Y02E10/728 (EP)', 'Y02E70/30 (EP)', 'Y02T10/7072 (EP)']",CN
Energy supplement system,"ZHANG QI 
LI HANDONG",CHINA THREE GORGES RENEWABLES GROUP CO LTD,2023,2023,"['B60L50/70', 'B60L50/75', 'B60L53/14', 'B60L58/10', 'B60L58/30', 'B60L58/40']",['Y02T10/70 (EP)'],CN
Electric automobile battery system structure,"YAN LI [CN] 
YAN LI","CHERY AUTOMOBILE CO LTD [CN] 
CHERY AUTOMOBILE CO LTD",2009,2009,"['B60L11/18', 'B60W10/00', 'B60W10/26', 'B60W10/28', 'H01M10/00', 'H01M10/42']","['Y02E60/10 (EP)', 'Y02T10/70 (EP)', 'Y02T90/40 (EP)']",CN
THE BATTERY CASE AND THE SECONDARY BATTERY INCLUDING THE SAME,"KIM JI HYUN [KR] 
LEE JAE HYUN [KR] 
LEE MIN HEE [KR]",LG CHEMICAL LTD [KR],2013,2012,"['H01M2/02', 'H01M2/12']","['H01M50/10 (KR)', 'H01M50/124 (KR)', 'H01M50/20 (KR)', 'H01M50/30 (KR)', 'H01M2220/20 (KR)', 'Y02E60/10 (EP,KR)']",KR
Overhead Programmable Battery Charger,"HALL DAVID R [US] 
JONES CHRISTOPHER [US] 
WEBB CASEY [US]","HALL DAVID R [US] 
JONES CHRISTOPHER [US] 
WEBB CASEY [US] 
HALL LABS LLC [US]",2019,2018,"['B60L53/14', 'B60L53/30', 'H02J7/14', 'H02J7/00', 'H02J7/00', 'H01M10/42']","['B60L53/14 (US)', 'B60L53/18 (EP)', 'B60L53/30 (EP,US)', 'B60L53/62 (EP)', 'B60L53/66 (EP)', 'B60L53/68 (EP)', 'B60L58/15 (EP)', 'B60L58/26 (EP)', 'B60L58/27 (EP)', 'H02J7/1446 (US)', 'B60L2240/545 (EP)', 'B60L2240/547 (EP)', 'B60L2240/549 (EP)', 'B60L2240/80 (EP)', 'B60L2250/10 (EP)', 'B60L2250/16 (EP)', 'B60L2260/58 (EP)', 'H01M10/4257 (US)', 'H02J7/00034 (US)', 'Y02E60/10 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)', 'Y02T90/167 (EP)', 'Y04S30/12 (EP)']",US
Range-extending type power driving system and method,"GONG YUDONG 
WANG JINYI 
WU ZHAN 
ZHANG CHANG 
WANG PENGJIE 
REN ZHIBO 
XU XIANMING 
GUO WEIQI","HUANENG CLEAN ENERGY RES INST 
SICHUAN HUANENG HYDROGEN ENERGY TECH CO LTD 
HUANENG GROUP TECH INNOVATION CENTER CO LTD 
SICHUAN HUANENG TAIPINGYI HYDROPOWER CO LTD 
SICHUAN HUANENG BAOXINGHE WATER POWER CO LTD 
SICHUAN HUANENG JIALINGJIANG HYDROPOWER CO LTD 
SICHUAN HUANENG DONGXIGUAN HYDROPOWER CO LTD 
SICHUAN HUANENG KANGDING HYDROPOWER CO LTD 
SICHUAN HUANENG FUJIANG HYDROPOWER CO LTD 
HUANENG MINGTAI ELECTRIC POWER CO LTD",2023,2023,['B60L50/75'],"['B60L50/75 (CN)', 'B60L2260/20 (CN)', 'B60L2260/44 (CN)', 'Y02T10/70 (EP)']",CN
Battery configuration method of electric traction vehicle and electric traction vehicle,"LYU XIN 
ZHOU JIE 
WANG MINGLEI 
LIANG XIAOJING 
XUE SHUANGLONG",BEIQI FOTON MOTOR CO LTD,2022,2021,"['B60L50/72', 'B60L50/75']","['B60L50/72 (CN)', 'B60L50/75 (CN)']",CN
Electric automobile and power supply system thereof,XING DANDAN,BEIQI FOTON MOTOR CO LTD,2016,2015,"['B60L11/18', 'B60L8/00']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)']",CN
Solar energy power generation's electric automobile fills electric pile,"WEN XIAOJING 
ZHU TONG 
ZHANG ZHIDONG 
SUN YONGWEI 
ZHANG ZHONGYUE",UNIV HANSHAN NORMAL,2017,2017,"['B60L11/18', 'H02J7/35']","['Y02B10/10 (EP)', 'Y02T10/70 (EP)']",CN
Fuel cell hybrid electric vehicle energy management method and system and hybrid electric vehicle,"CAO YUAN 
ZHOU XINYAO 
WANG CHUNSHENG",UNIV CENTRAL SOUTH,2024,2024,"['B60L50/75', 'B60L58/40']","['B60L50/75 (CN)', 'B60L58/40 (CN)']",CN
Fuel cell electrocar,"WANG TIANYU 
LIU TIANYANG","WANG TIANYU 
LIU TIANYANG",2013,2012,"['B60L11/18', 'B62K11/00']",['Y02T10/70 (EP)'],CN
Power distribution network low-carbon economic dispatching method for electric vehicle load response elastic electricity price,"WANG HUI 
JI XIU 
QU NUOYA 
WANG CHENGLIN 
GUAN BAOJIN 
LIAO XU",CHANGCHUN INST TECH,2023,2023,"['G06Q10/04', 'G06Q10/0631', 'G06Q10/067', 'G06Q50/06', 'H02J3/00']","['G06Q10/04 (CN)', 'G06Q10/06312 (CN)', 'G06Q10/06313 (CN)', 'G06Q10/06315 (CN)', 'G06Q10/067 (CN)', 'G06Q50/06 (CN)', 'H02J3/00 (CN)', 'H02J3/008 (CN)', 'H02J2203/10 (CN)', 'H02J2203/20 (CN)']",CN
Gas-solid composite hydrogen storage fuel cell emergency power supply vehicle and control method thereof,"TANG XISHENG 
LI FU",INST ELECTRICAL ENG CAS,2023,2022,"['B60L53/53', 'B60L53/54', 'B60L53/57', 'B60L58/31', 'B60L58/40', 'B60P3/00', 'H01M8/04082', 'H01M8/04089', 'H02J1/10', 'H02J1/14', 'H02J3/00', 'H02J3/32', 'H02J3/36', 'H02J3/38', 'H02M1/10']",['unkown)'],CN
Power supply control system and method for methanol hydrogen fuel cell vehicle,"MA GENGJUN 
MA YAO",BEIJING MEIYINLANGTIAN NEW ENERGY AUTOMOBILE CO LTD,2023,2022,"['H01M8/04089', 'H01M8/04223', 'H01M8/04298', 'H01M8/04992']",['Y02T10/70 (EP)'],CN
PORTABLE AND MOBILE POWER SUPPLY FOR ELECTRIC CAR,WU WALTER [CN],SUZHOU DSM GREEN POWER LTD [CN],2018,2015,"['B60L11/18', 'G06F8/65', 'G07C5/00', 'H04W4/40']","['B60L3/00 (EP,US)', 'B60L3/0069 (EP,US)', 'B60L53/14 (EP,US)', 'B60L53/53 (EP,US)', 'B60L53/54 (EP,US)', 'B60L53/57 (EP,US)', 'B60L53/80 (US)', 'G06F11/3058 (US)', 'G07C5/008 (US)', 'H02J7/00308 (EP,US)', 'H02J7/0047 (EP,US)', 'H02J7/1415 (EP,US)', 'H02J7/1492 (EP,US)', 'B60L2210/10 (US)', 'B60L2210/40 (US)', 'B60L2240/622 (US)', 'B60L2250/16 (EP,US)', 'B60L2270/40 (US)', 'G06F8/65 (EP,US)', 'H02J2310/48 (EP,US)', 'H02J7/00047 (EP,US)', 'H02J7/00304 (EP,US)', 'H02J7/0034 (EP,US)', 'H04L67/12 (EP,US)', 'H04L67/125 (EP,US)', 'H04W4/40 (EP,US)', 'Y02D10/00 (EP)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP)', 'Y02T10/92 (US)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)']",US
ARTICULATING ROOF ASSEMBLIES FOR ELECTRICAL GENERATORS AND VEHICLE CHARGING STATIONS,"MARTIN ALAN B [US] 
JEROME TOM JAY [US] 
CHROSTOWSKI THOMAS [US] 
LIU ZHUN [US]",GM GLOBAL TECH OPERATIONS LLC [US],2024,2022,"['B60L53/18', 'B60L53/51', 'B60L53/54', 'B60L53/57', 'B60L53/60', 'B62D63/08', 'E05D15/06', 'H01M10/44', 'H01M14/00', 'H01M16/00', 'H01M8/04014', 'H01M8/04082', 'H01M8/04858', 'H01M8/2465', 'H02J7/14', 'H02J7/35']","['B60L53/18 (US)', 'B60L53/30 (CN)', 'B60L53/51 (EP,CN,US)', 'B60L53/53 (EP)', 'B60L53/54 (EP,US)', 'B60L53/57 (EP,US)', 'B60L53/60 (US)', 'B60P3/00 (CN)', 'B62D33/00 (CN)', 'B62D63/08 (US)', 'E05D15/0621 (US)', 'H01M10/441 (EP,US)', 'H01M14/00 (EP,US)', 'H01M16/003 (EP,US)', 'H01M8/04014 (EP,US)', 'H01M8/04201 (EP,US)', 'H01M8/0494 (EP,US)', 'H01M8/2465 (EP,US)', 'H02J7/14 (EP,US)', 'H02J7/35 (EP,CN,US)', 'H02S20/32 (CN)', 'B60L2240/662 (EP)', 'B60L2240/667 (EP)', 'E05D15/06 (EP)', 'E05D15/48 (EP)', 'E05D15/50 (EP)', 'E05D2015/485 (EP)', 'E05Y2201/684 (US)', 'E05Y2900/542 (EP,US)', 'H01M2220/20 (US)', 'H01M2250/20 (US)', 'Y02T10/7072 (EP)']",US
Bus station information display system,"XIANG HUA 
WANG XIRUI",SHANGHAI SHANJIERENYI INFORMATION TECH CO LTD,2019,2017,"['G05B19/042', 'H02J7/00']","['G05B19/0423 (CN)', 'H01M8/0618 (CN)', 'H02J7/0068 (CN)', 'H02J7/342 (CN)', 'G05B2219/25257 (CN)', 'H02J2207/40 (CN)', 'Y02E60/50 (EP)', 'Y02T90/167 (EP)', 'Y04S30/12 (EP)']",CN
CAB HEATER SYSTEMS FOR BATTERY ELECTRIC VEHICLES,BAYS MARK N [US],CUMMINS INC [US],2024,2023,"['B60H1/00', 'B60H1/22', 'B60L1/02', 'F28D20/00']","['B60H1/00392 (US)', 'B60H1/2209 (US)', 'B60H1/2212 (US)', 'B60H1/2225 (US)', 'B60L1/02 (EP,US)', 'B60H1/00371 (US)', 'B60H2001/224 (US)', 'B60H2001/2271 (US)', 'B60H2001/2284 (US)', 'F28D20/003 (US)', 'F28D20/021 (EP)']",US
"Wind and light storage, charging and discharging integrated equipment",MO YIFAN,MO YIFAN,2022,2021,"['H02J3/32', 'H02J3/38']","['H02J3/32 (CN)', 'H02J3/322 (CN)', 'H02J3/381 (CN)', 'H02J2300/24 (CN)', 'H02J2300/28 (CN)', 'H02J2310/48 (CN)']",CN
Range-extending electric vehicle energy management method and system capable of achieving on-line self-regulation,"SONG KE 
JIANG YUNJIA 
ZHANG TONG",UNIV TONGJI,2014,2013,"['B60L11/18', 'B60L15/38']","['Y02T10/70 (EP)', 'Y02T90/16 (EP)']",CN
DC POWER SUPPLY SYSTEM,TSUTSUMI KADUO [JP],TSUTSUMI HYDROGEN LABORATORY INC [JP],2021,2019,"['B60L53/14', 'B60L53/53', 'B60L53/54', 'B60M3/06', 'H02J7/00']","['B60L53/14 (EP)', 'B60L53/53 (EP)', 'B60L53/54 (EP)', 'B60M3/06 (EP)', 'H02J7/00 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)']",WO
HYBRID ELECTRIC AND HYDROGEN DISPENSING SYSTEMS AND METHODS,"POLLICA DARRYL 
O'BRIEN CHRISTOPHER 
GORDON BRYAN 
RAO PRABHU 
GAFFURI PAUL",IVYS INC,2025,2022,"['F17C5/00', 'B60L53/10', 'B60L53/16', 'B60L53/30', 'B60L53/54', 'B60L50/60', 'B60L50/70']","['B60L53/11 (EP,US)', 'B60L53/12 (EP)', 'B60L53/122 (US)', 'B60L53/16 (EP,US)', 'B60L53/18 (US)', 'B60L53/31 (EP)', 'B60L53/51 (EP)', 'B60L53/53 (EP)', 'B60L53/54 (EP)', 'B60L53/63 (EP,US)', 'B60L53/64 (EP,US)', 'B60L53/66 (EP)', 'B60L53/67 (EP)', 'B60L53/68 (EP)', 'B60L55/00 (EP,US)', 'B60L58/40 (EP)', 'F17C5/007 (EP)', 'F17C5/06 (EP,US)', 'F17C7/00 (EP)', 'B60L2210/30 (US)', 'B60L2210/44 (US)', 'F17C2205/0364 (EP)', 'F17C2221/012 (EP,US)', 'F17C2223/0123 (EP)', 'F17C2223/036 (EP)', 'F17C2225/0123 (EP)', 'F17C2225/036 (EP)', 'F17C2250/032 (EP)', 'F17C2250/034 (EP)', 'F17C2250/043 (EP)', 'F17C2250/0439 (EP)', 'F17C2250/0443 (EP)', 'F17C2265/065 (EP)', 'F17C2270/0139 (EP,US)', 'F17C2270/0168 (EP)', 'F17C2270/0171 (EP)', 'F17C2270/0178 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)']",AU
Gesture control system and electric vehicle,"XIANG HUA 
LI WENXIA",SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD,2018,2016,"['B60L11/18', 'B60R16/037', 'G06F3/01']","['B60L58/30 (CN)', 'B60R16/037 (CN)', 'G06F3/017 (CN)', 'Y02T90/167 (EP)', 'Y02T90/40 (EP)', 'Y04S30/12 (EP)']",CN
자립형 전기 및 수소가스 충전소,KANG DONG YEOB [KR],KANG DONG YEOB [KR],2020,2019,"['B60L53/30', 'B60L53/51', 'B60L53/52', 'B60L53/53', 'B60L53/54', 'C25B1/04', 'F01K23/12', 'F17C5/00', 'F23G7/00', 'H01M8/0656', 'H01M8/0662']","['B60L53/30 (KR)', 'B60L53/51 (KR)', 'B60L53/52 (KR)', 'B60L53/53 (KR)', 'B60L53/54 (KR)', 'C25B1/04 (KR)', 'F01K23/12 (KR)', 'F17C5/00 (KR)', 'F23G7/003 (KR)', 'H01M8/0656 (KR)', 'H01M8/0662 (KR)', 'H02S40/22 (KR)', 'B60Y2200/91 (KR)', 'B60Y2200/92 (KR)', 'F17C2221/012 (KR)', 'H01M2250/10 (KR)', 'H01M2250/40 (KR)', 'Y02B10/10 (EP)', 'Y02E10/50 (KR)', 'Y02E10/52 (EP)', 'Y02E60/32 (EP)', 'Y02E60/36 (EP)', 'Y02E60/50 (EP)', 'Y02P20/133 (EP)', 'Y02T10/70 (EP,KR)', 'Y02T10/7072 (EP,KR)', 'Y02T90/12 (EP,KR)', 'Y02T90/40 (KR)']",KR
Lead-acid battery rapid charge-discharge test method for electric road vehicle,"WU LIANG 
ZHU JUNPING 
MA YONGQUAN 
DAI GUIPING",CHILWEE POWER CO LTD,2017,2016,"['B60L11/18', 'G01R31/36']","['B60L58/10 (CN)', 'B60L58/12 (CN)', 'B60L58/13 (CN)', 'B60L58/16 (CN)', 'G01R31/379 (CN)', 'G01R31/387 (CN)', 'G01R31/392 (CN)', 'Y02T10/70 (EP)']",CN
Reliability evaluation method for comprehensive energy charging station of new energy automobile,"ZHENG WENDI 
LI YIXIN 
ZHANG MIN 
SHAO ZHENGUO 
WANG XIANGJIE",UNIV FUZHOU,2022,2021,"['G06F30/20', 'H02J3/46', 'G06F111/08', 'G06F119/02']","['G06F30/20 (CN)', 'H02J3/466 (CN)', 'G06F2111/08 (CN)', 'G06F2119/02 (CN)', 'H02J2203/20 (CN)', 'H02J2300/40 (CN)', 'Y02T10/40 (EP)']",CN
"BATTERY, ELECTROLYTE, BATTERY PACK, ELECTRONIC APPARATUS, ELECTRIC VEHICLE, ELECTRICITY STORAGE DEVICE, AND POWER SYSTEM","HATTA KAZUHITO 
KAGAMI KEIICHI 
SHIMOSAKA NOBUAKI 
KOGA KEIZO",SONY CORP [JP],2016,2013,"['H01M10/052', 'H01M10/056', 'H01M10/0565', 'H01M10/0585', 'H01M2/10']","['B60L58/10 (EP,US)', 'H01M10/052 (EP,KR,US)', 'H01M10/0525 (US)', 'H01M10/056 (EP,KR,US)', 'H01M10/0585 (EP,KR,US)', 'H01M10/425 (KR)', 'H01M50/20 (KR)', 'H01M2220/10 (KR)', 'H01M2220/20 (EP,KR,US)', 'H01M2300/002 (US)', 'H01M2300/0025 (US)', 'H01M2300/0082 (US)', 'Y02E60/10 (EP,KR,US)', 'Y02P70/50 (EP)', 'Y02T10/70 (EP,KR,US)']",KR
New forms of energy electronic special type intelligence rescue maintenance service car that charges,YIN JILIANG,YIN JILIANG,2017,2017,"['B60L8/00', 'B60P3/00']",['Y02T10/7072 (EP)'],CN
ECMS hybrid electric vehicle energy management strategy based on grey wolf optimization,"GU CHENG 
ZHOU JIANHAO 
LIU JUN 
WU XUYANG 
XU DA 
LI CHAOXIONG",UNIV NANJING AERONAUTICS & ASTRONAUTICS,2021,2021,"['B60L58/40', 'B60W20/15', 'B60W50/00']","['B60L58/40 (CN)', 'B60W20/15 (CN)', 'B60W50/00 (CN)', 'B60L2210/10 (CN)', 'B60W2050/0019 (CN)', 'B60W2050/0031 (CN)', 'Y02T10/70 (EP)']",CN
SEQUENCE CONTROL METHOD FOR COLD START OF FUEL CELL-SUPER CAPACITOR HYBRID ELECTRIC VEHICLE,"YOON SUNG GONE [KR] 
SONG YO IN [KR]",HYUNDAI MOTOR CO LTD [KR],2010,2008,"['B60L11/18', 'B60W10/24', 'B60W20/00']","['B60L50/50 (KR)', 'B60W10/24 (KR)', 'B60W20/00 (KR)', 'Y02T10/70 (EP)']",KR
