,position,title,data_cid,link,publication,snippet,type,inline_links,resource,authors
478,19,Gracenote. ai: legal generative AI for regulatory compliance,bGDGljyWU4MJ,https://ceur-ws.org/Vol-3423/paper3.pdf,"J Ioannidis, J Harper, MS Quah, D Hunter - Proceedings of the third …, 2023 - ceur-ws.org",… We further propose to integrate LangChain document loaders and … LangChain is a framework for developing advanced applications powered by LLMs. Our application uses LangChain …,PDF,"{'cited_by': {'cites_id': '9463072429007331436', 'total': 13, 'link': 'https://scholar.google.com/scholar?cites=9463072429007331436&as_sdt=5,26&sciodt=0,26&hl=en&num=20'}, 'versions': {'cluster_id': '9463072429007331436', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=9463072429007331436&hl=en&num=20&as_sdt=0,26'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:bGDGljyWU4MJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,26', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:bGDGljyWU4MJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,26'}","{'name': 'ceur-ws.org', 'format': 'PDF', 'link': 'https://ceur-ws.org/Vol-3423/paper3.pdf'}",
479,20,Genegpt: Augmenting large language models with domain tools for improved access to biomedical information,RgSLVKS0UNAJ,https://academic.oup.com/bioinformatics/article-abstract/40/2/btae075/7606338,"Q Jin, Y Yang, Q Chen, Z Lu - Bioinformatics, 2024 - academic.oup.com","… We also replace Codex with gpt-3.5-turbo-16k as the base LLM (GeneGPT-turbo), and implement the NCBI tool set with LangChain’s ReAct agent (GeneGPT-lang). We compare …",,"{'cited_by': {'cites_id': '15010696175911896134', 'total': 135, 'link': 'https://scholar.google.com/scholar?cites=15010696175911896134&as_sdt=5,26&sciodt=0,26&hl=en&num=20'}, 'versions': {'cluster_id': '15010696175911896134', 'total': 13, 'link': 'https://scholar.google.com/scholar?cluster=15010696175911896134&hl=en&num=20&as_sdt=0,26'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:RgSLVKS0UNAJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,26'}","{'name': 'oup.com', 'format': 'PDF', 'link': 'https://academic.oup.com/bioinformatics/article-pdf/40/2/btae075/56803364/btae075.pdf'}","[{'name': 'Q Jin', 'id': 'tYy-bzgAAAAJ', 'link': 'https://scholar.google.com/citations?user=tYy-bzgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Y Yang', 'id': '0oRvdTUAAAAJ', 'link': 'https://scholar.google.com/citations?user=0oRvdTUAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Q Chen', 'id': 'FSLotiMAAAAJ', 'link': 'https://scholar.google.com/citations?user=FSLotiMAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Z Lu', 'id': 'lJAkLo8AAAAJ', 'link': 'https://scholar.google.com/citations?user=lJAkLo8AAAAJ&hl=en&num=20&oi=sra'}]"
480,1,Natural Language Processing (NLP) Based On Generative AI Using Transformers,7OIHkt1igMoJ,https://dea.lib.unideb.hu/items/394d738d-d58f-4e01-9c89-b0e1e9ba1275,DA Khan - 2024 - dea.lib.unideb.hu,"… Through the utilization of technologies like PyPDF2, python-dotenv, faiss-cpu, Streamlit, and Langchain, a robust NLP framework is constructed. Langchain serves as the cornerstone, …",,"{'versions': {'cluster_id': '14591771496457691884', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=14591771496457691884&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:7OIHkt1igMoJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:7OIHkt1igMoJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
481,2,Gracenote. ai: legal generative AI for regulatory compliance,bGDGljyWU4MJ,https://ceur-ws.org/Vol-3423/paper3.pdf,"J Ioannidis, J Harper, MS Quah, D Hunter - Proceedings of the third …, 2023 - ceur-ws.org",… We further propose to integrate LangChain document loaders and … LangChain is a framework for developing advanced applications powered by LLMs. Our application uses LangChain …,PDF,"{'cited_by': {'cites_id': '9463072429007331436', 'total': 13, 'link': 'https://scholar.google.com/scholar?cites=9463072429007331436&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '9463072429007331436', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=9463072429007331436&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:bGDGljyWU4MJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:bGDGljyWU4MJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'ceur-ws.org', 'format': 'PDF', 'link': 'https://ceur-ws.org/Vol-3423/paper3.pdf'}",
482,3,Genegpt: Augmenting large language models with domain tools for improved access to biomedical information,RgSLVKS0UNAJ,https://academic.oup.com/bioinformatics/article-abstract/40/2/btae075/7606338,"Q Jin, Y Yang, Q Chen, Z Lu - Bioinformatics, 2024 - academic.oup.com","… We also replace Codex with gpt-3.5-turbo-16k as the base LLM (GeneGPT-turbo), and implement the NCBI tool set with LangChain’s ReAct agent (GeneGPT-lang). We compare …",,"{'cited_by': {'cites_id': '15010696175911896134', 'total': 135, 'link': 'https://scholar.google.com/scholar?cites=15010696175911896134&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '15010696175911896134', 'total': 13, 'link': 'https://scholar.google.com/scholar?cluster=15010696175911896134&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:RgSLVKS0UNAJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'oup.com', 'format': 'PDF', 'link': 'https://academic.oup.com/bioinformatics/article-pdf/40/2/btae075/56803364/btae075.pdf'}","[{'name': 'Q Jin', 'id': 'tYy-bzgAAAAJ', 'link': 'https://scholar.google.com/citations?user=tYy-bzgAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Y Yang', 'id': '0oRvdTUAAAAJ', 'link': 'https://scholar.google.com/citations?user=0oRvdTUAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Q Chen', 'id': 'FSLotiMAAAAJ', 'link': 'https://scholar.google.com/citations?user=FSLotiMAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Z Lu', 'id': 'lJAkLo8AAAAJ', 'link': 'https://scholar.google.com/citations?user=lJAkLo8AAAAJ&hl=en&num=20&oi=sra'}]"
483,4,Towards an In-Context LLM-Based Approach for Automating the Definition of Model Views,2kJ3HzLv7vIJ,https://dl.acm.org/doi/abs/10.1145/3687997.3695650,"JW Pontes Miranda, H Bruneliere, M Tisi… - Proceedings of the 17th …, 2024 - dl.acm.org","… We implemented our approach by integrating the EMF Views solution for model views with the LangChain framework for LLM-based applications. To this end, we tailored LangChain to …",,"{'cited_by': {'cites_id': '17505191800191009498', 'total': 1, 'link': 'https://scholar.google.com/scholar?cites=17505191800191009498&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '17505191800191009498', 'total': 4, 'link': 'https://scholar.google.com/scholar?cluster=17505191800191009498&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:2kJ3HzLv7vIJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'acm.org', 'format': 'PDF', 'link': 'https://dl.acm.org/doi/pdf/10.1145/3687997.3695650'}","[{'name': 'JW Pontes Miranda', 'id': 'UgSfCjYAAAAJ', 'link': 'https://scholar.google.com/citations?user=UgSfCjYAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'H Bruneliere', 'id': 'wfT-AoEAAAAJ', 'link': 'https://scholar.google.com/citations?user=wfT-AoEAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'M Tisi', 'id': '5-tRnxkAAAAJ', 'link': 'https://scholar.google.com/citations?user=5-tRnxkAAAAJ&hl=en&num=20&oi=sra'}]"
484,5,LangChain 을 활용한 토픽모델링 방법 제안,dNyfhVk4lskJ,https://www.earticle.net/Article/A444615,"김남현， 김세형， 강주영 - 한국경영정보학회 정기 학술대회, 2023 - earticle.net",최근 몇 년 간 많은 대규모 언어 모델(LLM)이 만들어지고 있다. 이와 함께 LLM 기반 생태계가 빠른 속도로 발전하고 있다. 이러한 흐름 속에서 등장한 LangChain은 언어 모델에 기반한 …,,"{'cited_by': {'cites_id': '14525859605275204724', 'total': 1, 'link': 'https://scholar.google.com/scholar?cites=14525859605275204724&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:dNyfhVk4lskJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:dNyfhVk4lskJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,"[{'name': '김남현', 'id': 'krIFBjYAAAAJ', 'link': 'https://scholar.google.com/citations?user=krIFBjYAAAAJ&hl=en&num=20&oi=sra'}, {'name': '김세형', 'id': 'XgL_5OEAAAAJ', 'link': 'https://scholar.google.com/citations?user=XgL_5OEAAAAJ&hl=en&num=20&oi=sra'}]"
485,6,Responsible AI in Educational Chatbots: Seamless Integration and Content Moderation Strategies,5mhBUn3zEJoJ,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1866335,H Eriksson - 2024 - diva-portal.org,"… Evaluation of LangChain as a framework for LLM integration, … and prompt chaining, revealed LangChain’s suitability for this … as well as leveraging LangChain to enhance the adaptability …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:5mhBUn3zEJoJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:5mhBUn3zEJoJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'diva-portal.org', 'format': 'PDF', 'link': 'https://www.diva-portal.org/smash/get/diva2:1866335/FULLTEXT01.pdf'}",
486,7,DEVELOPING AN INTELLIGENT TRAVEL RECOMMENDATION APPLICATION UTILIZING CHATGPT ON MOBILE DEVICES,SRSja1AtORYJ,https://www.researchgate.net/profile/Nhat-Tung-Le-2/publication/380852114_Developing_an_intelligent_travel_recommendation_application_utilizing_ChatGPT_on_mobile_devices/links/66512bae0b0d284574582782/Developing-an-intelligent-travel-recommendation-application-utilizing-ChatGPT-on-mobile-devices.pdf,"NTL Lê Nhật Tùng, NA Tuấn, TN Phương, LV Pháp… - researchgate.net","… In this project, we combine a series of ChatGPT technologies with LangChain and Dialogflow to authenticate the information provided by ChatGPT. Avoid the software illusion that …",PDF,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:SRSja1AtORYJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:SRSja1AtORYJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'researchgate.net', 'format': 'PDF', 'link': 'https://www.researchgate.net/profile/Nhat-Tung-Le-2/publication/380852114_Developing_an_intelligent_travel_recommendation_application_utilizing_ChatGPT_on_mobile_devices/links/66512bae0b0d284574582782/Developing-an-intelligent-travel-recommendation-application-utilizing-ChatGPT-on-mobile-devices.pdf'}","[{'name': 'NTL Lê Nhật Tùng', 'id': 'goc4CBEAAAAJ', 'link': 'https://scholar.google.com/citations?user=goc4CBEAAAAJ&hl=en&num=20&oi=sra'}]"
487,8,Data-centric financial large language models,ItXq9QhJhyIJ,https://arxiv.org/abs/2310.17784,"Z Chu, H Guo, X Zhou, Y Wang, F Yu, H Chen… - arXiv preprint arXiv …, 2023 - arxiv.org","… We will evaluate LangChain’s ability to provide insightful financial analysis and interpretations when given pre-processed via FLLM vs. raw financial text data, rating it on four …",,"{'cited_by': {'cites_id': '2488037621979862306', 'total': 20, 'link': 'https://scholar.google.com/scholar?cites=2488037621979862306&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '2488037621979862306', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=2488037621979862306&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:ItXq9QhJhyIJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:ItXq9QhJhyIJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'arxiv.org', 'format': 'PDF', 'link': 'https://arxiv.org/pdf/2310.17784'}","[{'name': 'Z Chu', 'id': 'a4IuTngAAAAJ', 'link': 'https://scholar.google.com/citations?user=a4IuTngAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'X Zhou', 'id': 'wMaTHhEAAAAJ', 'link': 'https://scholar.google.com/citations?user=wMaTHhEAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'Y Wang', 'id': 'ea5X3y8AAAAJ', 'link': 'https://scholar.google.com/citations?user=ea5X3y8AAAAJ&hl=en&num=20&oi=sra'}]"
488,9,Sales and Project Support AI,CW5hVM7rTa0J,https://www.theseus.fi/handle/10024/854108,A Anwar - 2024 - theseus.fi,… of open-source tools like LangChain and Olama. Through an in-… The thesis digs into a thorough investigation of LangChain … -source technologies such as LangChain and Ollama and …,,"{'versions': {'cluster_id': '12487896613179715081', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=12487896613179715081&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:CW5hVM7rTa0J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:CW5hVM7rTa0J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}",,
489,10,IoT Security Orchestration using a Chatbot,UusmiTcYui8J,https://www.mukpublications.com/resources/86.%20S.%20Balachandar.pdf,"S Balachandar, R Chinnaiyan - mukpublications.com","… Considering our use case which needs to query the IOT Data from YugabyteDB or Elastic Search, we used a LangChain[18] Model. LangChain is a emerging solution which helps us in …",PDF,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:UusmiTcYui8J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:UusmiTcYui8J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'mukpublications.com', 'format': 'PDF', 'link': 'https://www.mukpublications.com/resources/86.%20S.%20Balachandar.pdf'}","[{'name': 'R Chinnaiyan', 'id': 'kvXVpAgAAAAJ', 'link': 'https://scholar.google.com/citations?user=kvXVpAgAAAAJ&hl=en&num=20&oi=sra'}]"
490,11,Aplikacja wspomagająca tworzenie serwerów urządzeń w środowisku Tango Controls,GO8Hr7LT4DwJ,https://ruj.uj.edu.pl/handle/item/477215,K Klimczyk - 2024 - ruj.uj.edu.pl,"… The thesis discusses the system architecture, utilized technologies (including LangChain), and the code generation process. Special attention is given to the Retrieval-Augmented …",HTML,"{'versions': {'cluster_id': '4386738801453035288', 'total': 2, 'link': 'https://scholar.google.com/scholar?cluster=4386738801453035288&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:GO8Hr7LT4DwJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:GO8Hr7LT4DwJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'uj.edu.pl', 'format': 'HTML', 'link': 'https://ruj.uj.edu.pl/handle/item/477215'}",
491,12,IRB-draft-generator: a generative AI tool to streamline the creation of institutional review board applications,QTjfUN0iCZAJ,https://www.sciencedirect.com/science/article/pii/S2352711023002972,"RC Godwin, AS Bryant, BM Wagener, TJ Ness… - SoftwareX, 2024 - Elsevier",… Python package LangChain to interface with the LLM. Since LangChain abstracts away the … to change to support a new or alternative LLM once an interface is available in LangChain. …,HTML,"{'cited_by': {'cites_id': '10378865150191941697', 'total': 6, 'link': 'https://scholar.google.com/scholar?cites=10378865150191941697&as_sdt=2005&sciodt=0,5&hl=en&num=20'}, 'versions': {'cluster_id': '10378865150191941697', 'total': 3, 'link': 'https://scholar.google.com/scholar?cluster=10378865150191941697&hl=en&num=20&as_sdt=0,5'}, 'related_articles_link': 'https://scholar.google.com/scholar?q=related:QTjfUN0iCZAJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'sciencedirect.com', 'format': 'HTML', 'link': 'https://www.sciencedirect.com/science/article/pii/S2352711023002972'}","[{'name': 'RC Godwin', 'id': 'JZxLYdYAAAAJ', 'link': 'https://scholar.google.com/citations?user=JZxLYdYAAAAJ&hl=en&num=20&oi=sra'}, {'name': 'TJ Ness', 'id': 'GdgzU1MAAAAJ', 'link': 'https://scholar.google.com/citations?user=GdgzU1MAAAAJ&hl=en&num=20&oi=sra'}]"
492,13,Semanttisen tiedonhaun käyttö generatiivisen kielimallin tukena,Zuz50hkxxjYJ,https://www.theseus.fi/bitstream/handle/10024/867174/Penttila_Mikko.pdf?sequence=2,M Penttilä - 2024 - theseus.fi,"… Nämä sen vuoksi, että molempien dokumentaatio ja esimerkit ohjelmiston kehitykseen käytetyssä LangChain-kehyksessä olivat kattavia. Lisäksi Milvus-tietokannan kerrotaan olevan …",PDF,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:Zuz50hkxxjYJ:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'https://scholar.googleusercontent.com/scholar?q=cache:Zuz50hkxxjYJ:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'theseus.fi', 'format': 'PDF', 'link': 'https://www.theseus.fi/bitstream/handle/10024/867174/Penttila_Mikko.pdf?sequence=2'}",
493,14,Cercetarea și dezvoltarea soluției pentru crearea unui agent bazat pe inteligența artificială,nvn03iQfN88J,http://repository.utm.md/handle/5014/29284,V POPA - 2025 - repository.utm.md,"… De asemenea, sunt prezentate exemple de soluții existente și beneficiile utilizării framework-urilor moderne, precum LangChain și LangGraph. Capitolul 2 Dezvoltarea serviciului …",,"{'related_articles_link': 'https://scholar.google.com/scholar?q=related:nvn03iQfN88J:scholar.google.com/&scioq=Langchain&hl=en&num=20&as_sdt=0,5', 'cached_page_link': 'http://scholar.googleusercontent.com/scholar?q=cache:nvn03iQfN88J:scholar.google.com/+Langchain&hl=en&num=20&as_sdt=0,5'}","{'name': 'utm.md', 'format': 'PDF', 'link': 'http://repository.utm.md/bitstream/handle/5014/29284/Popa-Valeriu-FCIM-TI-2025.pdf?sequence=1'}",
