"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour ctxt all ""hydrogen"" AND ctxt all ""battery"" AND ctxt all ""electric vehicle"" AND ctxt all ""charging""";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"427";"Electric automobile battery system structure";"YAN LI [CN] 
YAN LI";"CHERY AUTOMOBILE CO LTD [CN] 
CHERY AUTOMOBILE CO LTD";"CN101570147A 
CN101570147B";"2009-06-01";"B60L11/18 
B60W10/00 
B60W10/26 
B60W10/28 
H01M10/00 
H01M10/42";"Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2009-11-04 
2011-05-11";"2009-11-04";"041229669";
"428";"Fire extinguishing system with electric sprayer for charging and discharging facilities of electric vehicle";"QIAN ZENGZHI 
OU HIROSHI 
ZHOU DAXING 
LI TAISHENG 
ZHENG XIAOYAN 
ZHANG YAQI 
ZHANG LEI 
YIN BINGSHUAI 
GUO WEI";"CHINA RAILWAY CONSTR GROUP CO";"CN114191746A";"2021-11-17";"A62C3/07 
A62C3/16 
A62C31/00 
A62C31/28 
A62C37/40 
F24F11/89 
F24F7/08 
G08B17/06 
G08B17/10 
G08B17/12";"A62C3/07 (CN) 
A62C3/16 (CN) 
A62C31/005 (CN) 
A62C31/28 (CN) 
A62C37/40 (CN) 
F24F7/08 (CN) 
G08B17/06 (CN) 
G08B17/10 (CN) 
G08B17/125 (CN) 
A62C99/0072 (CN) 
F24F2007/001 (CN) 
Y02B30/70 (EP) 
Y02T90/167 (EP) 
Y04S30/12 (EP)";"2022-03-18";"2022-03-18";"080647908";
"429";"Environment-friendly and high-efficiency hybrid electric vehicle";"QIU DI";"RUILAI INT DEVELOPMENT CO LTD 
QIU DI";"CN110745016A";"2018-07-20";"B60L53/14 
C10L1/02 
C10L1/182 
C10L1/188 
C10L1/198 
C10L1/222 
C10L1/232";"C10L1/02 (CN) 
C10L1/143 (CN) 
C10L1/1824 (CN) 
C10L1/188 (CN) 
C10L1/1983 (CN) 
C10L1/2225 (CN) 
C10L1/232 (CN) 
C10L2230/22 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP)";"2020-02-04";"2020-02-04";"069274871";
"430";"New energy automobile charging pile";"YI WANGJIN 
HU HONGDI 
ZHANG CUIJUN 
WANG ZIQIAN";"SHENZHEN EVEREST INT NEW ENERGY CO LTD";"CN214396461U";"2020-08-26";"B60L53/302 
B60L53/31 
B60L53/51 
B60L53/53 
B60L53/60 
B60L53/68 
G07F15/00 
H02J7/00";"Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP)";"2021-10-15";"2021-10-15";"078017650";
"431";"ENERGY CONTROL METHOD FOR HYBRID BUS USING HYDROGEN FUEL BATTERY AND POWER BATTERY";"YANG KUN [CN] 
XU BIN [CN] 
DONG DEBAO [CN] 
FAN HAIMEI [CN] 
XIONG JINFENG [CN] 
LI CHUN [CN]";"HIGER BUS CO LTD [CN]";"US12194888B2 
US2022250509A1";"2019-12-16";"B60L50/75 
B60L58/13 
B60L58/16 
B60L58/30";"B60L50/75 (EP,US) 
B60L58/12 (EP,CN) 
B60L58/13 (EP,US) 
B60L58/16 (EP,CN,US) 
B60L58/30 (CN,US) 
B60L58/40 (EP,CN) 
B60L2220/42 (EP) 
B60L2240/547 (EP) 
B60L2240/549 (EP) 
B60L2260/52 (US) 
B60L2260/54 (EP,US)";"2022-08-11 
2025-01-14";"2020-04-24";"070300925";
"432";"Fuel cell energy management system of hydrogen energy automobile";"ZHENCHANGCHENLONG 
WEI YUEHUI 
FAN HUAMING 
ZHANG YONGBO";"JIANGSU XINGBANG ENERGY TECH CO LTD";"CN113675434A";"2021-08-10";"H01M8/04082 
H01M8/04089 
H01M8/04858 
H01M8/04955";"H01M8/04089 (CN) 
H01M8/04201 (CN) 
H01M8/0488 (CN) 
H01M8/0494 (CN) 
H01M8/04955 (CN) 
H01M2250/20 (CN) 
Y02E60/50 (EP)";"2021-11-19";"2021-11-19";"078542057";
"433";"Hydrogen fuel 800V high-pressure system and power-on control method";"XU KAI 
WEI BO 
LI BO 
WU MINGLIAO 
SHA KUN 
ZHAO YANG";"GUANGZHOU HAIPOTE TECH CO LTD";"CN118977621A";"2024-09-03";"B60L1/00 
B60L58/40";"B60L1/00 (CN) 
B60L58/40 (CN) 
B60L2210/10 (CN)";"2024-11-19";"2024-11-19";"093449522";
"434";"Endurance system and method of electric vehicle";"SHE PEILIANG";"JIANGSU EIMA VEHICLE INDUSTRY SCIENCE AND TECH LIMITED COMPANY";"CN114228514A";"2021-12-16";"B60L50/60 
B60L53/00 
B60L58/12";"B60L50/60 (CN) 
B60L50/66 (CN) 
B60L53/00 (CN) 
B60L58/12 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP)";"2022-03-25";"2022-03-25";"080756898";
"435";"Energy recovery device, weighing device and intelligent picking vehicle";"CAO DAN 
ZENG XU 
LIU XIA 
WANG HUI 
GU YAO";"ZHEJIANG VEGETABLE BIRD SUPPLY CHAIN MAN LIMITED COMPANY";"CN216436863U";"2021-06-30";"G01G19/393 
H02J7/14";"";"2022-05-03";"2022-05-03";"081315481";
"436";"Electric automobile supporting gesture control";"XIANG HUA 
LI WENXIA";"GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD";"CN108248406A";"2016-12-28";"B60L11/18 
B60L8/00 
B60R16/037 
G06F3/01";"B60L50/72 (CN) 
B60L58/30 (CN) 
B60L8/003 (CN) 
B60L8/006 (CN) 
B60R16/037 (CN) 
B60R16/0373 (CN) 
G06F3/017 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/40 (EP)";"2018-07-06";"2018-07-06";"062720471";
"437";"Energy management method and system for hydrogen fuel hybrid power heavy truck";"HU DOUDOU 
YANG ZHICHAO 
ZHANG JIA'NAN";"LARGE TRANSP AUTOMOBILE STOCK LIMITED COMPANY";"CN114290916A 
CN114290916B";"2022-01-05";"B60L50/75 
B60L58/40";"Y02T10/70 (EP) 
Y02T90/40 (EP)";"2022-04-08 
2023-11-03";"2022-04-08";"080975562";
"438";"FUEL CELL SYSTEM OF ELECTRIC VEHICLE";"TAKEI RIKI 
MIZUSHITA YOSHINORI 
HIRAMITSU YUSUKE";"MITSUBISHI MOTORS CORP";"JP2019145260A";"2018-02-19";"B60L3/00 
B60L50/40 
B60L50/50 
B60L53/00 
B60L55/00 
B60L58/00 
H01M8/00 
H01M8/04 
H01M8/04303 
H01M8/0438 
H01M8/04537 
H01M8/04746";"Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP)";"2019-08-29";"2019-08-29";"067772533";
"439";"Nonaqueous electrolyte battery, battery pack, electronic device, and electric vehicle";"ODANI TORU 
KUBOTA TADAHIKO";"SONY CORP";"CN102820483A 
CN102820483B";"2011-06-07";"H01M10/05 
H01M10/0525 
H01M10/0567 
H01M10/0568 
H01M50/417 
H01M50/434 
H01M50/451";"H01M10/05 (CN) 
H01M10/052 (EP,US) 
H01M10/0525 (CN) 
H01M10/0567 (EP,CN,US) 
H01M10/0568 (EP,CN,US) 
H01M4/134 (EP,CN,US) 
H01M50/417 (EP,CN,US) 
H01M50/434 (EP,CN,US) 
H01M50/451 (EP,CN,US) 
H01M2220/20 (CN) 
Y02E60/10 (EP,US) 
Y02P70/50 (EP) 
Y02T10/70 (US)";"2012-12-12 
2017-06-09";"2012-12-12";"047293839";
"440";"Electric automobile power battery organizes temperature control system";"XIANG HUA";"GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD";"CN205488417U";"2016-03-02";"H01M10/615 
H01M10/625 
H01M10/6561";"Y02E60/10 (EP)";"2016-08-17";"2016-08-17";"056659139";
"441";"Hydrogen storage alloy, nickel-hydrogen storage battery, and method for manufacturing hydrogen storage alloy";"MASAHIRO IEGUCHI 
KAZUHIRO OKAWA 
TAKESHI YAO";"PRIMEARTH EV ENERGY CO LTD";"CN104979537A 
CN104979537B";"2014-04-11";"C22C19/03 
C22C30/00 
H01M10/30 
H01M4/38";"C22C19/03 (CN) 
C22C30/00 (CN) 
H01M10/30 (CN) 
H01M4/385 (CN) 
Y02E60/10 (EP)";"2015-10-14 
2018-04-10";"2015-10-14";"054275834";
"442";"Integrated hydrogen fuel power supply device for hydrogen fuel electric vehicle";"ZHENG XIANGYANG 
LI JIANGTAO";"JINHUA COORDINATE IND DESIGN CO LTD";"CN221393060U";"2024-01-11";"B60L50/70 
B62J43/16 
B62J50/30";"";"2024-07-23";"2024-07-23";"091943367";
"443";"Vehicle hybrid energy storage system based on lithium battery life prediction";"LI JIANWEI 
HE HONGWEN 
WANG WEI 
WANG XUECHAO 
YI FENGYAN 
CEN WEI 
LI HE";"BEIJING INSTITUTE TECH";"CN112757921A 
CN112757921B";"2020-12-24";"B60L50/75 
B60L58/10 
B60L58/13 
B60T13/52 
H01M8/04082";"B60L50/75 (CN) 
B60L58/10 (CN) 
B60L58/13 (CN) 
B60T13/52 (CN) 
H01M8/04201 (CN) 
B60L2240/54 (CN) 
B60L2240/545 (CN) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2021-05-07 
2022-04-15";"2021-05-07";"075694326";
"444";"ELECTRIC VEHICULAR POWER SUPPLY APPARATUS";"HIRAMITSU YUSUKE 
TASHIRO KEISUKE 
NAKANE KAZUYOSHI 
ICHIKAWA KOJI";"MITSUBISHI MOTORS CORP 
MITSUBISHI AUTO ENG";"JP2018153022A 
JP6926548B2";"2017-03-14";"B60L11/18 
B60L3/00 
H01M10/48 
H01M8/00 
H01M8/04858 
H02J7/00 
B60L50/75 
B60L58/13 
B60L58/40";"Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2018-09-27 
2021-08-25";"2018-09-27";"063681887";
"445";"Starting control method for hydrogen fuel cell automobile";"CHEN ZURONG 
YANG KAI 
DAI NENGHONG 
JIANG LONG 
LIAO LONGJIE 
LIU XU 
WAN XINGYU 
DENG NINGCHEN 
HU DAKE";"NANJING AUTOMOBILE GROUP CORP 
NANJING BRANCH COMPANY SAIC MAXUS AUTOMOBILE CO LTD";"CN119116785A";"2024-08-29";"B60L58/10 
B60L58/30 
B60L58/31";"B60L58/10 (CN) 
B60L58/30 (CN) 
B60L58/31 (CN) 
B60L2240/40 (CN) 
B60L2240/54 (CN)";"2024-12-13";"2024-12-13";"093751256";
"446";"Charging energy system";"YU HAO 
JIANG WEI";"GAC EAN NEW ENERGY AUTOMOBILE CO LTD";"CN218940693U";"2022-10-31";"H02J3/28 
H02J3/32 
H02J3/46";"Y02T10/70 (EP)";"2023-04-28";"2023-04-28";"086081456";
"447";"Power-on control method, system and equipment for hydrogen fuel cell vehicle and storage medium";"ZHANG NING 
XU YUAN 
YANG XINGMING 
LI LEYI 
WANG JINYUAN 
LI LIYUAN 
JIA YUBO 
PENG KAI";"DONGFENG AUTOMOBILE CO LTD";"CN115649014A";"2022-11-16";"B60L58/30 
B60L58/31";"Y02T90/40 (EP)";"2023-01-31";"2023-01-31";"085017177";
"448";"Vehicle-mounted liquid hydrogen vaporization mechanism and vehicle";"HAN MUHAO 
LIU XINHAI";"RUGUO TECH CO LTD";"CN217881582U";"2022-08-19";"B60L50/70 
H01M8/04007 
H01M8/04029 
H01M8/04089";"Y02E60/50 (EP)";"2022-11-22";"2022-11-22";"084077238";
"449";"LIQUEFIED HYDROGEN BASE TRANSPORTATION VEHICLE LIQUEFIED HYDROGEN DELIVERY VEHICLE AND LIQUEFIED HYDROGEN FILLING SYSTEM INCLUDING THE SAME";"KING YONG SUK [KR]";"KING YONG SUK [KR]";"KR102421415B1";"2021-04-29";"F17C5/00 
G06Q10/08 
G06Q30/06";"";"2022-07-14";"2022-07-14";"082407230";
"450";"Box type column shape nickel-hydrogen power battery";"CHEN QIAN [CN] 
CAI YUN [CN] 
YU DONGPING [CN]";"SHENJIAN METALLURG ELECTROMECH [CN]";"CN2376679Y";"1999-07-09";"H01M10/24 
H01M10/24";"Y02E60/10 (EP)";"2000-05-03";"2000-05-03";"034008192";
"451";"Combination-type displacing range-extended electric capacity vehicle";"GUANYI DOU";"GUANYI DOU";"CN201980064U";"2011-02-10";"B60K6/20 
B60K6/24 
B60K6/28";"Y02T10/62 (EP)";"2011-09-21";"2011-09-21";"044607532";
"452";"Hydrogen energy power generation equipment topological structure";"LIU XIAOMIN 
LI HONGTAO 
LI NING 
JIANG XIULI 
FU YINGTAO 
SONG YUCHEN 
HAN HUI 
CHANG LEI 
LI YAN 
WANG XIN";"BEIJING HUASHANG SANYOU NEW ENERGY TECH CO LTD 
BEIJING LEAD ELECTRIC EQUIPMENT CO LTD";"CN213007648U";"2020-06-06";"B60L50/70 
H01M8/04225 
H01M8/2457";"Y02E60/50 (EP) 
Y02T90/40 (EP)";"2021-04-20";"2021-04-20";"075494562";
"453";"Preparation, storage and addition integrated comprehensive energy complementing vehicle based on methanol high-pressure reforming hydrogen production and power generation";"QIN JIANG 
LENG SHUANG 
YU BIN 
LI CHENGJIE 
HA CHAN";"HARBIN INST TECHNOLOGY";"CN221233596U";"2023-12-14";"B60L53/53 
B60L53/54 
B60L53/57 
B60P3/00 
C01B3/32 
F17C13/00 
F17C13/02 
F17C5/06 
F17C7/00";"";"2024-06-28";"2024-06-28";"091615457";
"454";"PORTABLE AND MOBILE POWER SUPPLY FOR ELECTRIC CAR";"WU WALTER [CN]";"SUZHOU DSM GREEN POWER LTD [CN]";"US2018354379A1";"2015-10-16";"B60L11/18 
G06F8/65 
G07C5/00 
H04W4/40";"B60L3/00 (EP,US) 
B60L3/0069 (EP,US) 
B60L53/14 (EP,US) 
B60L53/53 (EP,US) 
B60L53/54 (EP,US) 
B60L53/57 (EP,US) 
B60L53/80 (US) 
G06F11/3058 (US) 
G07C5/008 (US) 
H02J7/00308 (EP,US) 
H02J7/0047 (EP,US) 
H02J7/1415 (EP,US) 
H02J7/1492 (EP,US) 
B60L2210/10 (US) 
B60L2210/40 (US) 
B60L2240/622 (US) 
B60L2250/16 (EP,US) 
B60L2270/40 (US) 
G06F8/65 (EP,US) 
H02J2310/48 (EP,US) 
H02J7/00047 (EP,US) 
H02J7/00304 (EP,US) 
H02J7/0034 (EP,US) 
H04L67/12 (EP,US) 
H04L67/125 (EP,US) 
H04W4/40 (EP,US) 
Y02D10/00 (EP) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP) 
Y02T10/92 (US) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP)";"2018-12-13";"2015-12-23";"054908573";
"455";"Power hydrogen charging integrated station locating and sizing method and device considering power distribution network constraint";"YUAN TIEJIANG 
JI LI 
YANG HENG 
TIAN XUEQIN 
YANG FUYUAN";"UNIV DALIAN TECH 
STATE GRID ECONOMIC AND TECH RESEARCH INSTITUTE CO LTD 
ELECTRIC POWER RES INST STATE GRID LIAONING ELECTRIC POWER CO LTD 
STATE GRID CORP CHINA";"CN115796538A";"2022-12-09";"G06N3/006 
G06N3/04 
G06Q10/04 
G06Q10/0631 
G06Q50/06";"";"2023-03-14";"2023-03-14";"085418097";
"456";"Fuel cell system, power system for electric vehicle and electric vehicle";"HUANG YANG 
SONG JIANI 
ZHANG CHENGYANG";"BEIJING AUTOMOTIVE GROUP CO LTD 
BEIJING AUTOMOTIVE RES INST CO LTD";"CN209776185U";"2018-12-24";"B60L50/72 
B60L58/33";"Y02T90/40 (EP)";"2019-12-13";"2019-12-13";"068790562";
"457";"FUEL-CELL-POWERED VEHICLE";"TATSUNO HIYOSHI";"TATSUNO CORP";"JP2005102458A 
JP3775411B2";"2003-08-27";"B60K1/04 
B60K15/03 
B60K8/00 
B60L11/18 
H01M8/00 
H01M8/04 
B60K1/04 
B60K15/03 
B60K8/00 
B60L11/18 
H01M8/00 
H01M8/04 
H01M8/04";"Y02E60/50 (EP) 
Y02T10/70 (EP)";"2005-04-14 
2006-05-17";"2005-04-14";"034466721";
"458";"Electricity-hydrogen comprehensive energy station and energy allocation method";"WANG TINGTING 
LIU JIAWEI 
LIU XIAWEI 
MAN XINSUO 
WANG LANJUN";"TBEA XINJIANG SUNOASIS CO LTD";"CN119010144A";"2024-08-26";"H02J3/32 
H02J3/38 
H02J9/08";"H02J3/32 (CN) 
H02J3/322 (CN) 
H02J3/381 (CN) 
H02J9/08 (CN) 
H02J2203/20 (CN) 
H02J2300/20 (CN) 
H02J2300/24 (CN) 
H02J2300/30 (CN)";"2024-11-22";"2024-11-22";"093468905";
"459";"Electric vehicle charging station with multiple alternating current power supply ports and multiple direct current buses";"LI JIN 
JIAO NANA 
FAN YUSHUN 
DANG ENSHUAI";"UNIV SHANGHAI ELECTRIC POWER";"CN215850793U";"2021-07-20";"B60L53/30 
B60L53/60";"Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2022-02-18";"2022-02-18";"080330518";
"460";"Topological structure of hydrogen energy power generation equipment";"LIU XIAOMIN 
LI HONGTAO 
LI NING 
JIANG XIULI 
FU YINGTAO 
SONG YUCHEN 
HAN HUI 
CHANG LEI 
LI YAN 
WANG XIN";"BEIJING HUASHANG SANYOU NEW ENERGY TECH CO LTD 
BEIJING LEAD ELECTRIC EQUIPMENT CO LTD";"CN111572368A";"2020-06-06";"B60L50/70 
H01M8/04225 
H01M8/2457";"B60L50/70 (CN) 
H01M8/04225 (CN) 
H01M8/2457 (CN) 
Y02E60/50 (EP) 
Y02T90/40 (EP)";"2020-08-25";"2020-08-25";"072119921";
"461";"Mobile hydrogenation refueling charging multifunctional vehicle and operation method";"ZHU YONG 
CAO XI 
LIU MINGYI 
CAO CHUANZHAO 
PEI JIE 
ZHENG JIANTAO 
XU SHISEN";"HUANENG CLEAN ENERGY RES INST";"CN109624821A";"2019-02-18";"B60L53/66 
B60P3/00 
B60S5/02";"B60P3/00 (CN) 
B60S5/02 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP)";"2019-04-16";"2019-04-16";"066065374";
"462";"External power supply system of hydrogen energy automobile";"SHAO YI 
HAO YIGUO";"WUHAN GROVE HYDROGEN AUTOMOBILE CO LTD";"CN112172606A";"2020-09-27";"B60L1/00 
B60L15/20 
B60L50/75 
B60L58/12 
B60L58/30 
B60L58/40";"B60L1/00 (CN) 
B60L15/20 (CN) 
B60L50/75 (CN) 
B60L58/12 (CN) 
B60L58/30 (CN) 
B60L58/40 (CN) 
Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"2021-01-05";"2021-01-05";"073943793";
"463";"APPARATUS AND METHOD FOR PRE-CONDITIONING A VEHICLE";"FINK JUSTIN [US] 
LEWIS ALLAN [CA]";"HYUNDAI MOTOR CO LTD [KR] 
KIA MOTORS CORP [KR] 
HYUNDAI AMERICA TECHNICAL CT INC [US]";"US2016114781A1 
US9796283B2";"2014-10-23";"B60W20/00 
B60L11/18 
B60W10/26 
B60L11/00 
B60L9/00 
G05D1/00 
G05D3/00 
G06F17/00 
G06F7/00 
H01F27/42 
H01F37/00 
H01F38/00 
H02J7/00";"B60L1/003 (EP,US) 
B60L1/02 (EP,US) 
B60L53/12 (US) 
B60L53/126 (EP,US) 
B60L53/65 (EP,US) 
B60L53/66 (EP,US) 
B60L58/40 (EP,US) 
B60W10/26 (US) 
B60L2240/80 (EP,US) 
B60L2260/58 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US) 
Y02T90/12 (EP,US) 
Y02T90/14 (EP,US) 
Y02T90/16 (EP,US) 
Y02T90/167 (EP,US) 
Y02T90/40 (US) 
Y04S30/14 (EP,US) 
Y10S903/907 (EP,US)";"2016-04-28 
2017-10-24";"2016-04-28";"055698585";
"464";"Metal hydride heat storage and supply system of electric vehicle";"DONG KAIJUN 
SUN QIN 
LUO WEIMIN";"GUANGZHOU INST ENERGY CONVERSION CAS";"CN213576788U";"2020-11-04";"B60H1/00 
F17C11/00 
F17C13/00 
F24V30/00 
H01M10/615 
H01M10/625 
H01M10/6556 
H01M10/6563";"Y02E60/10 (EP)";"2021-06-29";"2021-06-29";"076534066";
"465";"Optical storage, charging and conversion integrated micro-grid system";"HUANG HAO 
ZHANG LITING 
YANG YONGWEN 
LI CHENGXI 
YAO WEN 
ZHAO FENGCHAO";"UNIV SHANGHAI ELECTRIC POWER 
SHANGHAI INT AUTOMOBILE CITY GROUP CO LTD";"CN114094644A 
CN114094644B";"2021-10-22";"H02J3/00 
H02J3/32 
H02J3/36 
H02J3/38 
H02J5/00";"H02J3/0075 (CN) 
H02J3/322 (CN) 
H02J3/36 (CN) 
H02J3/38 (CN) 
H02J5/00 (CN) 
H02J2300/20 (CN) 
H02J2300/24 (CN) 
Y02E10/56 (EP) 
Y02E60/36 (EP) 
Y02E60/60 (EP) 
Y02E70/30 (EP)";"2022-02-25 
2024-08-02";"2022-02-25";"080297395";
"466";"DUAL CHARGING STATION";"VELEV OMOURTAG ALEXANDROV [US]";"FARADAY&FUTURE INC [US]";"US2018257499A1";"2016-09-23";"B60L11/18 
C25B9/17";"B60L53/14 (EP,US) 
B60L53/30 (US) 
B60L53/305 (EP,US) 
B60L58/30 (EP,US) 
C25B1/04 (EP,US) 
C25B9/17 (EP,US) 
B60L2240/72 (EP,US) 
H02J7/0013 (US) 
H02J7/342 (US) 
Y02E60/36 (EP,US) 
Y02P20/133 (EP,US) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T10/72 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP) 
Y02T90/40 (EP)";"2018-09-13";"2018-09-13";"063446245";
"467";"POWER-UP HYBRID VEHICLE";"SONNO KAZUO";"TARUNO KAZUO";"JP2012056558A";"2011-03-22";"B60K6/24 
B60K6/26 
B60K6/28 
B60L50/16";"Y02T10/62 (EP) 
Y02T10/72 (EP) 
Y02T90/16 (EP)";"2012-03-22";"2012-03-22";"046054157";
"468";"A Moving Vehicle Charging Apparatus With A Battery";"LEE EUNG JO [KR] 
SHIN CHANGNYON";"FLB CO LTD [KR] 
LEE EUNG JO [KR]";"KR102613194B1 
KR20230073383A";"2021-11-18";"A62C2/10 
A62C3/16 
B60K1/00 
B60K11/06 
B60L3/00";"A62C2/10 (KR) 
A62C2/247 (KR) 
A62C3/07 (KR) 
A62C3/16 (KR) 
A62C37/40 (KR) 
A62C99/0027 (KR) 
A62C99/0072 (KR) 
B60K1/00 (KR) 
B60K11/06 (KR) 
B60L3/0046 (KR) 
B60L3/0092 (KR) 
B60K2001/005 (KR) 
B60Y2200/91 (KR) 
Y02T10/70 (KR) 
Y02T10/7072 (KR)";"2023-05-26 
2023-12-15";"2023-05-26";"086537217";
"469";"Hydrogen fuel cell tractor";"LIU SIYANG 
MA TIANBAO 
LI ZHIMING 
HAN KEWEI 
HUANG XIAOMING 
ZHANG DANFENG 
WANG PENG 
YANG QIANQIAN 
LIU WENYAN";"LUOYANG ADVANCED MFG IND R & D CT TIANJIN RES INST ADVANCED EQUIP 
LUOYANG RES INSTITUTE FOR INTELLIGENT AGRICULTURAL EQUIPMENT CO LTD";"CN212422824U";"2020-04-23";"B60K17/28 
H01M8/22";"Y02E60/50 (EP)";"2021-01-29";"2021-01-29";"074294381";
"470";"FUEL CELL SYSTEM FOR ELECTRIC VEHICLE";"TAKEI RIKI 
MIZUSHITA YOSHINORI 
HIRAMITSU YUSUKE";"MITSUBISHI MOTORS CORP";"JP2019133877A";"2018-02-01";"B60L50/40 
B60L50/50 
B60L53/00 
B60L55/00 
B60L58/00 
H01M8/00 
H01M8/04 
H01M8/04089 
H01M8/04313 
H01M8/04537 
H01M8/04746";"Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/14 (EP)";"2019-08-08";"2019-08-08";"067546417";
"471";"Self-contained hydrogen power system for electric car charging station";"SOON PYO KWON 
JONG HWA KIM";"KWATERCRAFT [KR]";"KR102631615B1 
KR20230017328A";"2020-05-29";"B01D35/02 
B60L53/51 
B60L53/54 
B60L53/57 
B60L53/60 
C02F1/32 
C25B1/04 
C25B1/55 
H01M8/04082 
H01M8/04858 
H01M8/0656";"B01D35/02 (KR) 
B60L53/51 (KR) 
B60L53/54 (KR) 
B60L53/57 (KR) 
B60L53/60 (KR) 
C02F1/283 (KR) 
C02F1/32 (KR) 
C02F1/441 (KR) 
C02F1/52 (KR) 
C02F1/72 (KR) 
C25B1/04 (KR) 
C25B1/55 (KR) 
H01M8/04201 (KR) 
H01M8/0494 (KR) 
H01M8/04947 (KR) 
H01M8/0656 (KR) 
H02S10/20 (KR) 
H01M2250/20 (KR) 
Y02E10/50 (EP) 
Y02E60/32 (KR) 
Y02E60/36 (EP) 
Y02E60/50 (EP,KR) 
Y02E70/30 (EP) 
Y02P20/133 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP,KR) 
Y02T90/40 (KR)";"2023-02-03 
2024-02-05";"2021-12-08";"078867726";
"472";"Hydrogen-electricity hybrid active vehicle";"LI WENJING 
HUANG CUIHUA 
LI HAIWEN 
ZHANG BAOLIN 
FU JIANGBO 
FU XIAOPING";"JINGQING FUTURE NEW ENERGY TECH BEIJING CO LTD";"CN115923984A 
CN115923984B";"2023-01-10";"B62J35/00 
B62J43/13 
B62J43/20 
B62J45/40 
B62J45/41 
B62J45/42 
B62M6/40 
B62M6/50 
B62M6/80 
B62M6/90";"";"2023-04-07 
2024-03-22";"2023-04-07";"086552626";
"473";"Integrated multifunctional oil, gas, electricity and hydrogen automobile energy supply station";"KUAI WENBIAO 
ZHAO ZIHAN 
ZHAO YONGBIN";"NANJING GUODIAN NANJING AUTOMATION NEW ENERGY ENGINEERING TECH CO LTD";"CN215793682U";"2021-03-27";"B60L53/30 
B60S5/02 
F17C5/06 
G09F9/40";"Y02E60/32 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2022-02-11";"2022-02-11";"080162925";
"474";"System And Method For Energy Recovery In A Hydrogen Or Natural Gas Engine";"EVANS DALE MICHAEL [US]";"EVANS DALE MICHAEL [US]";"US2013319359A1";"2012-05-29";"F02B43/10 
F03G7/00";"B60K6/24 (EP,US) 
B60K6/46 (EP,US) 
B60L1/003 (EP,US) 
B60L1/006 (EP,US) 
B60L50/62 (EP,US) 
B60L53/14 (EP,US) 
B60L7/12 (EP,US) 
F02M21/0206 (EP,US) 
F02M21/0215 (EP,US) 
B60L2240/36 (EP,US) 
B60L2240/445 (EP,US) 
B60Y2400/433 (EP,US) 
B60Y2400/434 (EP,US) 
B60Y2400/44 (EP,US) 
Y02T10/30 (EP,US) 
Y02T10/62 (EP,US) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP,US) 
Y02T90/14 (EP,US) 
Y02T90/40 (EP,US)";"2013-12-05";"2013-12-05";"048741472";
