"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"432";"STORAGE BATTERY UNIT WITH IMPROVED THERMAL CONTROL";"O'NEIL VIRGINIA [US] 
HANLEY JESSICA [US] 
KIHARA MATTHEW [US] 
BROWN LEEANNE [US] 
WATSON MICHAEL JOHN [US] 
TIMMONS MATTHEW PAUL [US]";"ELKEM SILICONES USA CORP [US]";"RU2716278C1";"2017-02-08";"C08G77/20 
H01M10/052 
H01M50/24 
H01M50/249 
H01M50/293 
H01M50/204";"B65D77/00 (CN) 
C08G77/20 (RU,US) 
C08G77/38 (US) 
C08J3/22 (KR) 
C08J9/0061 (CN) 
C08J9/0066 (CN,KR) 
C08J9/32 (KR,US) 
C08K3/40 (US) 
C08K7/28 (KR,US) 
C08L83/04 (EP) 
C08L83/14 (KR) 
H01M10/052 (EP,RU,US) 
H01M10/0525 (CN,US) 
H01M10/613 (KR,US) 
H01M10/625 (CN,KR,US) 
H01M10/643 (US) 
H01M10/653 (CN) 
H01M10/6551 (US) 
H01M10/6556 (KR) 
H01M10/6557 (US) 
H01M10/658 (KR,US) 
H01M50/24 (EP,KR,RU,US) 
H01M50/249 (EP,KR,RU,US) 
H01M50/293 (EP,KR,RU,US) 
C08G2330/50 (US) 
C08G77/12 (EP) 
C08G77/20 (EP) 
C08J2201/022 (EP) 
C08J2383/04 (EP,CN,US) 
C08J2383/07 (CN) 
C08J2483/05 (CN) 
C08J2483/07 (CN) 
C08J9/32 (EP) 
C08K2201/002 (US) 
H01M2220/20 (KR,US) 
H01M50/204 (EP,KR,RU,US) 
Y02E60/10 (EP,US) 
Y02T10/70 (US) 
C08L83/04, C08L83/00, C08K7/28, C08K5/56, INV (EP)      ";"2020-03-11";"2018-08-09";"061274345";
"433";"Solar electric car";"MAO LILONG";"MAO LILONG";"CN204263959U";"2014-11-17";"B60L8/00";"Y02T10/7072 (EP)";"2015-04-15";"2015-04-15";"052798845";
"434";"SECONDARY BATTERY OF IMPROVED STABILITY";"JEON WON HYUN [KR] 
AHN SOON HO [KR] 
KIM KI WOONG [KR] 
JANG PILL GYU [KR] 
KWON SUNG JIN [KR] 
KIM YOUNG HUN [KR] 
YOON SUNG HAN [KR]";"LG CHEMICAL LTD [KR]";"KR20130043734A";"2011-10-21";"B01J20/00 
B60L11/18 
H01M10/052 
H01M10/52";"B01J20/00 (KR) 
B60L50/50 (KR) 
H01M10/052 (KR) 
H01M10/52 (KR) 
Y02C20/40 (EP) 
Y02E60/10 (EP) 
Y02T10/70 (EP)";"2013-05-02";"2013-05-02";"048656398";
"435";"Comprehensive energy utilization system suitable for high altitude area";"HUANG YONGQI 
WANG BAOMIN 
YANG YUSEN 
ZHONG DI 
PENG SHUO 
SUN SHAOJIE 
ZHOU XIAN";"HUANENG CLEAN ENERGY RES INST";"CN214543631U";"2021-03-26";"H02J3/00 
H02J3/32 
H02J3/38";"Y02E10/56 (EP) 
Y02E10/76 (EP) 
Y02E60/36 (EP) 
Y02E70/30 (EP)";"2021-10-29";"2021-10-29";"078266224";
"436";"Solar car port";"ANDREW ROWLEY MCLELLAND [GB] 
MARK DEVERELL [GB] 
JOHN CORBY [GB]";"RE POWER ENERGY LTD [GB]";"GB2603759A 
GB2603759B";"2021-02-10";"E04H6/02 
F17C5/02 
F17C5/06 
H01M8/04082 
H01M8/18 
H02S10/10 
H02S20/10 
H02S40/38 
E04H1/12 
E04H6/42 
H02S20/23";"E04H1/1233 (EP,DK) 
E04H6/025 (EP,DK,GB) 
E04H6/42 (EP,DK) 
F17C5/02 (DK,GB) 
F17C5/06 (DK,GB) 
H01M8/04201 (DK,GB) 
H01M8/188 (DK,GB) 
H02S10/10 (DK,GB) 
H02S20/10 (DK,GB) 
H02S20/23 (EP,DK) 
H02S40/38 (DK,GB) 
F17C2205/01 (EP,DK) 
F17C2205/013 (EP,DK) 
Y02E10/40 (DK,GB) 
Y02E10/50 (DK,GB) 
Y02E60/32 (DK,GB) 
Y02E60/34 (DK,GB) 
Y02E70/30 (DK,GB)";"2022-08-17 
2023-08-09";"2022-08-17";"074879022";
"437";"Mobile hydrogenation refueling charging multifunctional vehicle and operation method";"ZHU YONG 
CAO XI 
LIU MINGYI 
CAO CHUANZHAO 
PEI JIE 
ZHENG JIANTAO 
XU SHISEN";"HUANENG CLEAN ENERGY RES INST";"CN109624821A";"2019-02-18";"B60L53/66 
B60P3/00 
B60S5/02";"B60P3/00 (CN) 
B60S5/02 (CN) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/16 (EP)";"2019-04-16";"2019-04-16";"066065374";
"438";"Split-type electrocar and power trailer thereof";"JIE YANG";"JIE YANG";"CN102050158A";"2009-11-11";"B60K1/04 
B60L11/18 
B62D53/00 
B62D63/06 
H01M10/44";"Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T10/72 (EP)";"2011-05-11";"2011-05-11";"043955066";
"439";"Electrochemical energy storage and complementation control system, method, device, equipment and medium";"SONG BO 
LIU ZONGCHENG 
WANG CHAOJUN 
LI JUN 
LIU MING 
RAN CHEN";"CHONGQING SAILISI NEW ENERGY AUTOMOBILE DESIGN INST CO LTD";"CN118336775A";"2024-04-12";"B60L53/60 
C25B1/04 
H01M10/44 
H02J13/00 
H02J15/00 
H02J3/00 
H02J3/28 
H02J3/32 
H02J3/38";"B60L53/60 (CN) 
C25B1/04 (CN) 
H01M10/44 (CN) 
H02J13/00002 (CN) 
H02J13/00032 (CN) 
H02J15/008 (CN) 
H02J3/008 (CN) 
H02J3/28 (CN) 
H02J3/322 (CN) 
H02J3/381 (CN) 
H02J2300/24 (CN) 
H02J2300/28 (CN) 
H02J2300/30 (CN) 
H02J2310/48 (CN)";"2024-07-12";"2024-07-12";"091771408";
"440";"Energy management system for electric vehicle";"MA BIN-YEN [TW] 
CHEN CHING-KUO [TW] 
CHIANG HUNG-HSIANG [TW] 
LI KOU-MING [TW] 
CHIANG PEI-CHANG [TW] 
CHEN CHENG-HSIN [TW]";"WELLTEK ENERGY CO LTD [TW]";"EP1462300A1";"2002-03-08";"B60L11/18 
B60L15/20 
H02J1/14 
H02J7/00 
B60K26/00 
B60L11/18 
B60L15/20 
B60L3/00 
H02J1/14 
H02J7/00 
H02J7/34";"B60L15/2045 (EP) 
B60L58/21 (EP) 
H02J1/14 (EP,US) 
H02J7/0047 (EP,US) 
H02J7/007 (EP,US) 
H02J7/34 (EP,US) 
Y02T10/64 (EP) 
Y02T10/70 (EP) 
Y02T10/72 (EP) 
Y02T90/16 (EP)";"2004-09-29";"2003-05-11";"050108793";
"441";"BATTERY EXCHANGE STATION FOR ELECTRIC VEHICLE SYSTEM AND METHODS";"SALIGA NATHAN [US] 
SIEGEL JACQUELINE [US]";"ELECTRIC LAST MILE INC [US] 
ELECTRIC LAST MILE INC DEBTOR C/O DAVID W CARICKHOFF CHAPTER 7 TRUSTEE [US]";"US2023278455A1";"2021-11-23";"B60L53/16 
B60L53/51 
B60L53/65 
B60L53/66 
B60L53/80 
B60S5/06 
H01M10/613 
H01M10/625";"B60L53/16 (US) 
B60L53/51 (EP,US) 
B60L53/54 (EP) 
B60L53/62 (EP) 
B60L53/65 (EP,US) 
B60L53/66 (US) 
B60L53/80 (EP,US) 
B60S5/06 (US) 
H01M10/613 (EP,US) 
H01M10/625 (EP,US) 
B60L3/0046 (EP) 
H01M2220/20 (EP,US) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP)";"2023-09-07";"2023-09-07";"087851877";
"442";"CHARGING CONTROL METHOD OF PACK BATTERY";"KADOUCHI EIJI 
KINOSHITA MEGUMI 
WATANABE YUICHI 
ITO NOBORU 
TAKADA KANJI";"MATSUSHITA ELECTRIC IND CO LTD";"JP3611905B2 
JPH09107604A";"1995-10-09";"B60L11/18 
B60L7/12 
H01M10/44 
B60L11/18 
B60L7/12 
H01M10/44 
H02J7/00";"Y02E60/10 (EP) 
Y02T10/70 (EP)";"1997-04-22 
2005-01-19";"1997-04-22";"017359431";
"443";"Hydrogen-electricity hybrid active vehicle";"LI WENJING 
HUANG CUIHUA 
LI HAIWEN 
ZHANG BAOLIN 
FU JIANGBO 
FU XIAOPING";"JINGQING FUTURE NEW ENERGY TECH BEIJING CO LTD";"CN115923984A 
CN115923984B";"2023-01-10";"B62J35/00 
B62J43/13 
B62J43/20 
B62J45/40 
B62J45/41 
B62J45/42 
B62M6/40 
B62M6/50 
B62M6/80 
B62M6/90";"";"2023-04-07 
2024-03-22";"2023-04-07";"086552626";
"444";"Direct-current microgrid power generation, transmission and distribution system";"JIANG ZHIKUI 
JIANG YING 
LUO HAIMING 
ZHANG JIANBAO";"CHENGDU GENERAL RECTIFIER RES INSTITUTE";"CN112436500A 
CN112436500B";"2020-11-13";"H02J1/10 
H02J1/14";"H02J1/10 (CN) 
H02J1/106 (CN) 
H02J1/14 (CN) 
H02J2300/30 (CN)";"2021-03-02 
2021-07-20";"2021-03-02";"074699473";
"445";"Negative electrode, battery, battery pack, electronic device, electric vehicle, power storage device, and power system";"HIRAMA AKIRA 
SUZUKI YUSUKE 
YAMAGUCHI AKIRA";"SONY CORP";"CN107534134A 
CN107534134B";"2015-07-28";"H01M4/134 
H01M4/1395 
H01M4/38 
H01M4/48 
H01M4/62";"B60L50/64 (EP,US) 
H01M4/134 (EP,US) 
H01M4/1395 (EP,US) 
H01M4/38 (US) 
H01M4/386 (EP,US) 
H01M4/48 (US) 
H01M4/62 (EP,US) 
H01M4/623 (EP,US) 
H01M10/0525 (EP,US) 
H01M2004/027 (US) 
Y02E60/10 (EP,US) 
Y02T10/70 (EP)";"2018-01-02 
2020-08-25";"2017-02-02";"057885465";
"446";"Automatic continuous power supply system used for self-driving electric motorcade";"JIANG XUANLIN";"JIANG XUANLIN";"CN106627174A";"2016-11-08";"B60L8/00 
H02J7/35";"B60L8/003 (CN) 
B60L8/006 (CN) 
H02J7/35 (CN) 
Y02T10/7072 (EP)";"2017-05-10";"2017-05-10";"058805268";
"447";"HIGH VOLTAGE CONNECTOR FOR ELECTRIC VEHICLE";"PAZZETTI GRAZIANO 
BRANDT HOLGER";"CELANESE INT CORP";"CN116997481A";"2021-08-16";"B60L3/00 
B60L50/60";"";"2023-11-03";"2023-11-03";"088521819";
"448";"New energy skid-mounted hydrogen production vehicle";"FAN PINLIANG";"FAN PINLIANG";"CN211799905U";"2019-12-20";"B01D53/047 
B01D53/26 
B60P3/00 
B60S5/02";"";"2020-10-30";"2020-10-30";"073032634";
"449";"BATTERY CHARGER FOR MOTOR VEHICLE";"YAMAUCHI JIYOUJI 
MORI TAKAKICHI";"ATEX CO LTD";"JPH08154310A";"1994-11-25";"B60L11/18 
B66F19/00 
B66F9/075 
B60L11/18 
B66F19/00 
B66F9/075";"Y02T10/70 (EP)";"1996-06-11";"1996-06-11";"018069747";
"450";"Hybrid electric vehicle having alternate power sources";"MEANEY DANIEL J [US]";"";"US2008264704A1";"1999-05-05";"B60K6/32";"B60K1/04 (EP,US) 
B60K6/32 (EP,US) 
B60K6/46 (EP,US) 
Y02T10/62 (EP,US) 
Y02T90/40 (EP,US)";"2008-10-30";"2008-10-30";"039885660";
"451";"ELECTRIC VEHICLE";"SAKAMOTO KENJI 
ABE KATSUHIKO";"TOYODA AUTOMATIC LOOM WORKS";"JPH02168803A";"1988-12-22";"B60L11/18 
H01M8/00 
B60L11/18 
H01M8/00 
H01M8/04 
H01M16/00";"B60L58/30 (EP) 
H01M16/006 (EP) 
H01M8/04373 (EP) 
H01M8/04559 (EP) 
H01M8/04589 (EP) 
H01M8/0494 (EP) 
H01M8/04947 (EP) 
H01M8/04955 (EP) 
B60L2210/10 (EP) 
Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/72 (EP) 
Y02T90/40 (EP)";"1990-06-28";"1990-06-28";"018177164";
"452";"No title available";"";"";"JPH05260606A";"1992-03-09";"B60L11/18 
B60L8/00 
H02J7/00 
B60L11/18 
B60L8/00 
H01M2/10 
H01M8/00 
H02J7/00 
H01M16/00";"H01M16/006 (EP) 
H01M2250/20 (EP) 
Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/7072 (EP) 
Y02T90/40 (EP)";"1993-10-08";"1993-10-08";"012865518";
"453";"Electric vehicle nickel-hydrogen batteries module";"HUANG JICHENG [CN] 
SHEN JIAN [CN] 
GE JIANSHENG [CN]";"CHUNLAN GROUP CO LTD [CN]";"CN2587070Y";"2002-12-04";"H01M10/28 
H01M10/30 
H01M10/28 
H01M10/30";"Y02P70/50 (EP)";"2003-11-19";"2003-11-19";"033747195";
"454";"Wind-solar-diesel hybrid electric vehicle";"LI JINGGUANG";"LI JINGGUANG";"CN211335600U";"2019-08-15";"B60L8/00 
F03D9/11 
F03D9/32 
H02J7/35";"Y02E10/72 (EP) 
Y02E10/728 (EP) 
Y02E70/30 (EP) 
Y02T10/7072 (EP)";"2020-08-25";"2020-08-25";"072092950";
"455";"Energy supplement system";"ZHANG QI 
LI HANDONG";"CHINA THREE GORGES RENEWABLES GROUP CO LTD";"CN219564785U";"2023-04-12";"B60L50/70 
B60L50/75 
B60L53/14 
B60L58/10 
B60L58/30 
B60L58/40";"Y02T10/70 (EP)";"2023-08-22";"2023-08-22";"087659533";
"456";"Electric automobile battery system structure";"YAN LI [CN] 
YAN LI";"CHERY AUTOMOBILE CO LTD [CN] 
CHERY AUTOMOBILE CO LTD";"CN101570147A 
CN101570147B";"2009-06-01";"B60L11/18 
B60W10/00 
B60W10/26 
B60W10/28 
H01M10/00 
H01M10/42";"Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2009-11-04 
2011-05-11";"2009-11-04";"041229669";
"457";"THE BATTERY CASE AND THE SECONDARY BATTERY INCLUDING THE SAME";"KIM JI HYUN [KR] 
LEE JAE HYUN [KR] 
LEE MIN HEE [KR]";"LG CHEMICAL LTD [KR]";"KR20130116513A";"2012-04-16";"H01M2/02 
H01M2/12";"H01M50/10 (KR) 
H01M50/124 (KR) 
H01M50/20 (KR) 
H01M50/30 (KR) 
H01M2220/20 (KR) 
Y02E60/10 (EP,KR)";"2013-10-24";"2013-10-24";"049635554";
"458";"Overhead Programmable Battery Charger";"HALL DAVID R [US] 
JONES CHRISTOPHER [US] 
WEBB CASEY [US]";"HALL DAVID R [US] 
JONES CHRISTOPHER [US] 
WEBB CASEY [US] 
HALL LABS LLC [US]";"US10933763B2 
US2019299801A1";"2018-03-29";"B60L53/14 
B60L53/30 
H02J7/14 
H02J7/00 
H02J7/00 
H01M10/42";"B60L53/14 (US) 
B60L53/18 (EP) 
B60L53/30 (EP,US) 
B60L53/62 (EP) 
B60L53/66 (EP) 
B60L53/68 (EP) 
B60L58/15 (EP) 
B60L58/26 (EP) 
B60L58/27 (EP) 
H02J7/1446 (US) 
B60L2240/545 (EP) 
B60L2240/547 (EP) 
B60L2240/549 (EP) 
B60L2240/80 (EP) 
B60L2250/10 (EP) 
B60L2250/16 (EP) 
B60L2260/58 (EP) 
H01M10/4257 (US) 
H02J7/00034 (US) 
Y02E60/10 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP) 
Y02T90/167 (EP) 
Y04S30/12 (EP)";"2019-10-03 
2021-03-02";"2019-10-03";"068057737";
"459";"Range-extending type power driving system and method";"GONG YUDONG 
WANG JINYI 
WU ZHAN 
ZHANG CHANG 
WANG PENGJIE 
REN ZHIBO 
XU XIANMING 
GUO WEIQI";"HUANENG CLEAN ENERGY RES INST 
SICHUAN HUANENG HYDROGEN ENERGY TECH CO LTD 
HUANENG GROUP TECH INNOVATION CENTER CO LTD 
SICHUAN HUANENG TAIPINGYI HYDROPOWER CO LTD 
SICHUAN HUANENG BAOXINGHE WATER POWER CO LTD 
SICHUAN HUANENG JIALINGJIANG HYDROPOWER CO LTD 
SICHUAN HUANENG DONGXIGUAN HYDROPOWER CO LTD 
SICHUAN HUANENG KANGDING HYDROPOWER CO LTD 
SICHUAN HUANENG FUJIANG HYDROPOWER CO LTD 
HUANENG MINGTAI ELECTRIC POWER CO LTD";"CN116587893A";"2023-06-15";"B60L50/75";"B60L50/75 (CN) 
B60L2260/20 (CN) 
B60L2260/44 (CN) 
Y02T10/70 (EP)";"2023-08-15";"2023-08-15";"087590079";
"460";"Battery configuration method of electric traction vehicle and electric traction vehicle";"LYU XIN 
ZHOU JIE 
WANG MINGLEI 
LIANG XIAOJING 
XUE SHUANGLONG";"BEIQI FOTON MOTOR CO LTD";"CN115366704A";"2021-05-18";"B60L50/72 
B60L50/75";"B60L50/72 (CN) 
B60L50/75 (CN)";"2022-11-22";"2022-11-22";"084058445";
"461";"Electric automobile and power supply system thereof";"XING DANDAN";"BEIQI FOTON MOTOR CO LTD";"CN205202763U";"2015-11-30";"B60L11/18 
B60L8/00";"Y02T10/70 (EP) 
Y02T10/7072 (EP)";"2016-05-04";"2016-05-04";"055840500";
"462";"Solar energy power generation's electric automobile fills electric pile";"WEN XIAOJING 
ZHU TONG 
ZHANG ZHIDONG 
SUN YONGWEI 
ZHANG ZHONGYUE";"UNIV HANSHAN NORMAL";"CN206719000U";"2017-03-27";"B60L11/18 
H02J7/35";"Y02B10/10 (EP) 
Y02T10/70 (EP)";"2017-12-08";"2017-12-08";"060502633";
"463";"Fuel cell hybrid electric vehicle energy management method and system and hybrid electric vehicle";"CAO YUAN 
ZHOU XINYAO 
WANG CHUNSHENG";"UNIV CENTRAL SOUTH";"CN118003988A";"2024-03-25";"B60L50/75 
B60L58/40";"B60L50/75 (CN) 
B60L58/40 (CN)";"2024-05-10";"2024-05-10";"090950931";
"464";"Fuel cell electrocar";"WANG TIANYU 
LIU TIANYANG";"WANG TIANYU 
LIU TIANYANG";"CN202944498U";"2012-10-29";"B60L11/18 
B62K11/00";"Y02T10/70 (EP)";"2013-05-22";"2013-05-22";"048420209";
"465";"Power distribution network low-carbon economic dispatching method for electric vehicle load response elastic electricity price";"WANG HUI 
JI XIU 
QU NUOYA 
WANG CHENGLIN 
GUAN BAOJIN 
LIAO XU";"CHANGCHUN INST TECH";"CN116632830A";"2023-05-30";"G06Q10/04 
G06Q10/0631 
G06Q10/067 
G06Q50/06 
H02J3/00";"G06Q10/04 (CN) 
G06Q10/06312 (CN) 
G06Q10/06313 (CN) 
G06Q10/06315 (CN) 
G06Q10/067 (CN) 
G06Q50/06 (CN) 
H02J3/00 (CN) 
H02J3/008 (CN) 
H02J2203/10 (CN) 
H02J2203/20 (CN)";"2023-08-22";"2023-08-22";"087613058";
"466";"Gas-solid composite hydrogen storage fuel cell emergency power supply vehicle and control method thereof";"TANG XISHENG 
LI FU";"INST ELECTRICAL ENG CAS";"CN115848192A 
CN115848192B";"2022-12-27";"B60L53/53 
B60L53/54 
B60L53/57 
B60L58/31 
B60L58/40 
B60P3/00 
H01M8/04082 
H01M8/04089 
H02J1/10 
H02J1/14 
H02J3/00 
H02J3/32 
H02J3/36 
H02J3/38 
H02M1/10";"";"2023-03-28 
2024-12-10";"2023-03-28";"085653520";
"467";"Power supply control system and method for methanol hydrogen fuel cell vehicle";"MA GENGJUN 
MA YAO";"BEIJING MEIYINLANGTIAN NEW ENERGY AUTOMOBILE CO LTD";"CN115719822A";"2022-07-06";"H01M8/04089 
H01M8/04223 
H01M8/04298 
H01M8/04992";"Y02T10/70 (EP)";"2023-02-28";"2023-02-28";"085253824";
"468";"PORTABLE AND MOBILE POWER SUPPLY FOR ELECTRIC CAR";"WU WALTER [CN]";"SUZHOU DSM GREEN POWER LTD [CN]";"US2018354379A1";"2015-10-16";"B60L11/18 
G06F8/65 
G07C5/00 
H04W4/40";"B60L3/00 (EP,US) 
B60L3/0069 (EP,US) 
B60L53/14 (EP,US) 
B60L53/53 (EP,US) 
B60L53/54 (EP,US) 
B60L53/57 (EP,US) 
B60L53/80 (US) 
G06F11/3058 (US) 
G07C5/008 (US) 
H02J7/00308 (EP,US) 
H02J7/0047 (EP,US) 
H02J7/1415 (EP,US) 
H02J7/1492 (EP,US) 
B60L2210/10 (US) 
B60L2210/40 (US) 
B60L2240/622 (US) 
B60L2250/16 (EP,US) 
B60L2270/40 (US) 
G06F8/65 (EP,US) 
H02J2310/48 (EP,US) 
H02J7/00047 (EP,US) 
H02J7/00304 (EP,US) 
H02J7/0034 (EP,US) 
H04L67/12 (EP,US) 
H04L67/125 (EP,US) 
H04W4/40 (EP,US) 
Y02D10/00 (EP) 
Y02T10/70 (EP,US) 
Y02T10/7072 (EP) 
Y02T10/92 (US) 
Y02T90/12 (EP) 
Y02T90/14 (EP) 
Y02T90/16 (EP)";"2018-12-13";"2015-12-23";"054908573";
"469";"ARTICULATING ROOF ASSEMBLIES FOR ELECTRICAL GENERATORS AND VEHICLE CHARGING STATIONS";"MARTIN ALAN B [US] 
JEROME TOM JAY [US] 
CHROSTOWSKI THOMAS [US] 
LIU ZHUN [US]";"GM GLOBAL TECH OPERATIONS LLC [US]";"US2024149726A1";"2022-11-09";"B60L53/18 
B60L53/51 
B60L53/54 
B60L53/57 
B60L53/60 
B62D63/08 
E05D15/06 
H01M10/44 
H01M14/00 
H01M16/00 
H01M8/04014 
H01M8/04082 
H01M8/04858 
H01M8/2465 
H02J7/14 
H02J7/35";"B60L53/18 (US) 
B60L53/30 (CN) 
B60L53/51 (EP,CN,US) 
B60L53/53 (EP) 
B60L53/54 (EP,US) 
B60L53/57 (EP,US) 
B60L53/60 (US) 
B60P3/00 (CN) 
B62D33/00 (CN) 
B62D63/08 (US) 
E05D15/0621 (US) 
H01M10/441 (EP,US) 
H01M14/00 (EP,US) 
H01M16/003 (EP,US) 
H01M8/04014 (EP,US) 
H01M8/04201 (EP,US) 
H01M8/0494 (EP,US) 
H01M8/2465 (EP,US) 
H02J7/14 (EP,US) 
H02J7/35 (EP,CN,US) 
H02S20/32 (CN) 
B60L2240/662 (EP) 
B60L2240/667 (EP) 
E05D15/06 (EP) 
E05D15/48 (EP) 
E05D15/50 (EP) 
E05D2015/485 (EP) 
E05Y2201/684 (US) 
E05Y2900/542 (EP,US) 
H01M2220/20 (US) 
H01M2250/20 (US) 
Y02T10/7072 (EP)";"2024-05-09";"2024-05-09";"090927070";
"470";"Bus station information display system";"XIANG HUA 
WANG XIRUI";"SHANGHAI SHANJIERENYI INFORMATION TECH CO LTD";"CN109308032A";"2017-07-29";"G05B19/042 
H02J7/00";"G05B19/0423 (CN) 
H01M8/0618 (CN) 
H02J7/0068 (CN) 
H02J7/342 (CN) 
G05B2219/25257 (CN) 
H02J2207/40 (CN) 
Y02E60/50 (EP) 
Y02T90/167 (EP) 
Y04S30/12 (EP)";"2019-02-05";"2019-02-05";"065204974";
"471";"CAB HEATER SYSTEMS FOR BATTERY ELECTRIC VEHICLES";"BAYS MARK N [US]";"CUMMINS INC [US]";"US2024367480A1";"2023-05-05";"B60H1/00 
B60H1/22 
B60L1/02 
F28D20/00";"B60H1/00392 (US) 
B60H1/2209 (US) 
B60H1/2212 (US) 
B60H1/2225 (US) 
B60L1/02 (EP,US) 
B60H1/00371 (US) 
B60H2001/224 (US) 
B60H2001/2271 (US) 
B60H2001/2284 (US) 
F28D20/003 (US) 
F28D20/021 (EP)";"2024-11-07";"2024-11-07";"093293753";
"472";"Wind and light storage, charging and discharging integrated equipment";"MO YIFAN";"MO YIFAN";"CN114498731A";"2021-12-28";"H02J3/32 
H02J3/38";"H02J3/32 (CN) 
H02J3/322 (CN) 
H02J3/381 (CN) 
H02J2300/24 (CN) 
H02J2300/28 (CN) 
H02J2310/48 (CN)";"2022-05-13";"2022-05-13";"081496700";
"473";"Range-extending electric vehicle energy management method and system capable of achieving on-line self-regulation";"SONG KE 
JIANG YUNJIA 
ZHANG TONG";"UNIV TONGJI";"CN103507656A 
CN103507656B";"2013-10-10";"B60L11/18 
B60L15/38";"Y02T10/70 (EP) 
Y02T90/16 (EP)";"2014-01-15 
2016-02-17";"2014-01-15";"049891267";
"474";"ELECTRIC VEHICULAR POWER SUPPLY APPARATUS";"HIRAMITSU YUSUKE 
TASHIRO KEISUKE 
NAKANE KAZUYOSHI 
ICHIKAWA KOJI";"MITSUBISHI MOTORS CORP 
MITSUBISHI AUTO ENG";"JP2018153021A 
JP6926547B2";"2017-03-14";"B60L11/18 
H01M8/00 
H01M8/04858 
B60L50/75 
B60L58/13 
B60L58/40";"Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2018-09-27 
2021-08-25";"2018-09-27";"063680649";
"475";"DC POWER SUPPLY SYSTEM";"TSUTSUMI KADUO [JP]";"TSUTSUMI HYDROGEN LABORATORY INC [JP]";"WO2021100112A1";"2019-11-19";"B60L53/14 
B60L53/53 
B60L53/54 
B60M3/06 
H02J7/00";"B60L53/14 (EP) 
B60L53/53 (EP) 
B60L53/54 (EP) 
B60M3/06 (EP) 
H02J7/00 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP) 
Y02T10/72 (EP) 
Y02T90/12 (EP) 
Y02T90/14 (EP)";"2021-05-27";"2021-05-27";"075981546";
"476";"HYBRID ELECTRIC AND HYDROGEN DISPENSING SYSTEMS AND METHODS";"POLLICA DARRYL 
O'BRIEN CHRISTOPHER 
GORDON BRYAN 
RAO PRABHU 
GAFFURI PAUL";"IVYS INC";"AU2023301764A1";"2022-07-07";"F17C5/00 
B60L53/10 
B60L53/16 
B60L53/30 
B60L53/54 
B60L50/60 
B60L50/70";"B60L53/11 (EP,US) 
B60L53/12 (EP) 
B60L53/122 (US) 
B60L53/16 (EP,US) 
B60L53/18 (US) 
B60L53/31 (EP) 
B60L53/51 (EP) 
B60L53/53 (EP) 
B60L53/54 (EP) 
B60L53/63 (EP,US) 
B60L53/64 (EP,US) 
B60L53/66 (EP) 
B60L53/67 (EP) 
B60L53/68 (EP) 
B60L55/00 (EP,US) 
B60L58/40 (EP) 
F17C5/007 (EP) 
F17C5/06 (EP,US) 
F17C7/00 (EP) 
B60L2210/30 (US) 
B60L2210/44 (US) 
F17C2205/0364 (EP) 
F17C2221/012 (EP,US) 
F17C2223/0123 (EP) 
F17C2223/036 (EP) 
F17C2225/0123 (EP) 
F17C2225/036 (EP) 
F17C2250/032 (EP) 
F17C2250/034 (EP) 
F17C2250/043 (EP) 
F17C2250/0439 (EP) 
F17C2250/0443 (EP) 
F17C2265/065 (EP) 
F17C2270/0139 (EP,US) 
F17C2270/0168 (EP) 
F17C2270/0171 (EP) 
F17C2270/0178 (EP) 
Y02T10/70 (EP) 
Y02T10/7072 (EP)";"2025-02-13";"2024-01-11";"089453954";
"477";"ELECTRIC VEHICULAR POWER SUPPLY APPARATUS";"HIRAMITSU YUSUKE 
TASHIRO KEISUKE 
NAKANE KAZUYOSHI 
ICHIKAWA KOJI";"MITSUBISHI MOTORS CORP 
MITSUBISHI AUTO ENG";"JP2018153023A 
JP6926549B2";"2017-03-14";"B60L11/18 
B60L3/00 
H01M10/44 
H01M10/48 
H01M8/00 
H01M8/04858 
H02J7/00 
B60L50/75 
B60L58/13 
B60L58/40";"Y02E60/10 (EP) 
Y02E60/50 (EP) 
Y02T10/70 (EP) 
Y02T90/40 (EP)";"2018-09-27 
2021-08-25";"2018-09-27";"063681829";
"478";"Gesture control system and electric vehicle";"XIANG HUA 
LI WENXIA";"SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD";"CN108255284A";"2016-12-28";"B60L11/18 
B60R16/037 
G06F3/01";"B60L58/30 (CN) 
B60R16/037 (CN) 
G06F3/017 (CN) 
Y02T90/167 (EP) 
Y02T90/40 (EP) 
Y04S30/12 (EP)";"2018-07-06";"2018-07-06";"062720476";
