No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,family_jurisdictions,family_members
449,LIQUEFIED HYDROGEN BASE TRANSPORTATION VEHICLE LIQUEFIED HYDROGEN DELIVERY VEHICLE AND LIQUEFIED HYDROGEN FILLING SYSTEM INCLUDING THE SAME,KING YONG SUK [KR],KING YONG SUK [KR],KR102421415B1,2021-04-29,"['F17C5/00', 'G06Q10/08', 'G06Q30/06']",['unkown)'],2022-07-14,2022-07-14,82407230,2022-07-14,,KR102421415B1,,KR,,2022,2021,KR,['KR'],['KR102421415B1']
450,Box type column shape nickel-hydrogen power battery,"CHEN QIAN [CN] 
CAI YUN [CN] 
YU DONGPING [CN]",SHENJIAN METALLURG ELECTROMECH [CN],CN2376679Y,1999-07-09,"['H01M10/24', 'H01M10/24']",['Y02E60/10 (EP)'],2000-05-03,2000-05-03,34008192,2000-05-03,,CN2376679Y,,CN,,2000,1999,CN,['CN'],['CN2376679Y']
451,Combination-type displacing range-extended electric capacity vehicle,GUANYI DOU,GUANYI DOU,CN201980064U,2011-02-10,"['B60K6/20', 'B60K6/24', 'B60K6/28']",['Y02T10/62 (EP)'],2011-09-21,2011-09-21,44607532,2011-09-21,,CN201980064U,,CN,,2011,2011,,['CN'],['CN201980064U']
452,Hydrogen energy power generation equipment topological structure,"LIU XIAOMIN 
LI HONGTAO 
LI NING 
JIANG XIULI 
FU YINGTAO 
SONG YUCHEN 
HAN HUI 
CHANG LEI 
LI YAN 
WANG XIN","BEIJING HUASHANG SANYOU NEW ENERGY TECH CO LTD 
BEIJING LEAD ELECTRIC EQUIPMENT CO LTD",CN213007648U,2020-06-06,"['B60L50/70', 'H01M8/04225', 'H01M8/2457']","['Y02E60/50 (EP)', 'Y02T90/40 (EP)']",2021-04-20,2021-04-20,75494562,2021-04-20,,CN213007648U,,CN,,2021,2020,,['CN'],['CN213007648U']
453,"Preparation, storage and addition integrated comprehensive energy complementing vehicle based on methanol high-pressure reforming hydrogen production and power generation","QIN JIANG 
LENG SHUANG 
YU BIN 
LI CHENGJIE 
HA CHAN",HARBIN INST TECHNOLOGY,CN221233596U,2023-12-14,"['B60L53/53', 'B60L53/54', 'B60L53/57', 'B60P3/00', 'C01B3/32', 'F17C13/00', 'F17C13/02', 'F17C5/06', 'F17C7/00']",['unkown)'],2024-06-28,2024-06-28,91615457,2024-06-28,,CN221233596U,,CN,,2024,2023,,['CN'],['CN221233596U']
454,PORTABLE AND MOBILE POWER SUPPLY FOR ELECTRIC CAR,WU WALTER [CN],SUZHOU DSM GREEN POWER LTD [CN],US2018354379A1,2015-10-16,"['B60L11/18', 'G06F8/65', 'G07C5/00', 'H04W4/40']","['B60L3/00 (EP,US)', 'B60L3/0069 (EP,US)', 'B60L53/14 (EP,US)', 'B60L53/53 (EP,US)', 'B60L53/54 (EP,US)', 'B60L53/57 (EP,US)', 'B60L53/80 (US)', 'G06F11/3058 (US)', 'G07C5/008 (US)', 'H02J7/00308 (EP,US)', 'H02J7/0047 (EP,US)', 'H02J7/1415 (EP,US)', 'H02J7/1492 (EP,US)', 'B60L2210/10 (US)', 'B60L2210/40 (US)', 'B60L2240/622 (US)', 'B60L2250/16 (EP,US)', 'B60L2270/40 (US)', 'G06F8/65 (EP,US)', 'H02J2310/48 (EP,US)', 'H02J7/00047 (EP,US)', 'H02J7/00304 (EP,US)', 'H02J7/0034 (EP,US)', 'H04L67/12 (EP,US)', 'H04L67/125 (EP,US)', 'H04W4/40 (EP,US)', 'Y02D10/00 (EP)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP)', 'Y02T10/92 (US)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)']",2018-12-13,2015-12-23,54908573,2018-12-13,,US2018354379A1,,US,,2018,2015,CN,"['CN', 'US', 'WO']","['CN105186654A', 'CN105186654B', 'US2018354379A1', 'WO2017063334A1']"
455,Power hydrogen charging integrated station locating and sizing method and device considering power distribution network constraint,"YUAN TIEJIANG 
JI LI 
YANG HENG 
TIAN XUEQIN 
YANG FUYUAN","UNIV DALIAN TECH 
STATE GRID ECONOMIC AND TECH RESEARCH INSTITUTE CO LTD 
ELECTRIC POWER RES INST STATE GRID LIAONING ELECTRIC POWER CO LTD 
STATE GRID CORP CHINA",CN115796538A,2022-12-09,"['G06N3/006', 'G06N3/04', 'G06Q10/04', 'G06Q10/0631', 'G06Q50/06']",['unkown)'],2023-03-14,2023-03-14,85418097,2023-03-14,,CN115796538A,,CN,,2023,2022,,['CN'],['CN115796538A']
456,"Fuel cell system, power system for electric vehicle and electric vehicle","HUANG YANG 
SONG JIANI 
ZHANG CHENGYANG","BEIJING AUTOMOTIVE GROUP CO LTD 
BEIJING AUTOMOTIVE RES INST CO LTD",CN209776185U,2018-12-24,"['B60L50/72', 'B60L58/33']",['Y02T90/40 (EP)'],2019-12-13,2019-12-13,68790562,2019-12-13,,CN209776185U,,CN,,2019,2018,,['CN'],['CN209776185U']
457,FUEL-CELL-POWERED VEHICLE,TATSUNO HIYOSHI,TATSUNO CORP,"JP2005102458A 
JP3775411B2",2003-08-27,"['B60K1/04', 'B60K15/03', 'B60K8/00', 'B60L11/18', 'H01M8/00', 'H01M8/04', 'B60K1/04', 'B60K15/03', 'B60K8/00', 'B60L11/18', 'H01M8/00', 'H01M8/04', 'H01M8/04']","['Y02E60/50 (EP)', 'Y02T10/70 (EP)']","2005-04-14 
2006-05-17",2005-04-14,34466721,2005-04-14,2006-05-17,JP2005102458A,"
JP3775411B2",JP,"
",2005,2003,,['JP'],"['JP2005102458A', 'JP3775411B2']"
458,Electricity-hydrogen comprehensive energy station and energy allocation method,"WANG TINGTING 
LIU JIAWEI 
LIU XIAWEI 
MAN XINSUO 
WANG LANJUN",TBEA XINJIANG SUNOASIS CO LTD,CN119010144A,2024-08-26,"['H02J3/32', 'H02J3/38', 'H02J9/08']","['H02J3/32 (CN)', 'H02J3/322 (CN)', 'H02J3/381 (CN)', 'H02J9/08 (CN)', 'H02J2203/20 (CN)', 'H02J2300/20 (CN)', 'H02J2300/24 (CN)', 'H02J2300/30 (CN)']",2024-11-22,2024-11-22,93468905,2024-11-22,,CN119010144A,,CN,,2024,2024,,['CN'],['CN119010144A']
459,Electric vehicle charging station with multiple alternating current power supply ports and multiple direct current buses,"LI JIN 
JIAO NANA 
FAN YUSHUN 
DANG ENSHUAI",UNIV SHANGHAI ELECTRIC POWER,CN215850793U,2021-07-20,"['B60L53/30', 'B60L53/60']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2022-02-18,2022-02-18,80330518,2022-02-18,,CN215850793U,,CN,,2022,2021,,['CN'],['CN215850793U']
460,Topological structure of hydrogen energy power generation equipment,"LIU XIAOMIN 
LI HONGTAO 
LI NING 
JIANG XIULI 
FU YINGTAO 
SONG YUCHEN 
HAN HUI 
CHANG LEI 
LI YAN 
WANG XIN","BEIJING HUASHANG SANYOU NEW ENERGY TECH CO LTD 
BEIJING LEAD ELECTRIC EQUIPMENT CO LTD",CN111572368A,2020-06-06,"['B60L50/70', 'H01M8/04225', 'H01M8/2457']","['B60L50/70 (CN)', 'H01M8/04225 (CN)', 'H01M8/2457 (CN)', 'Y02E60/50 (EP)', 'Y02T90/40 (EP)']",2020-08-25,2020-08-25,72119921,2020-08-25,,CN111572368A,,CN,,2020,2020,,['CN'],['CN111572368A']
461,Mobile hydrogenation refueling charging multifunctional vehicle and operation method,"ZHU YONG 
CAO XI 
LIU MINGYI 
CAO CHUANZHAO 
PEI JIE 
ZHENG JIANTAO 
XU SHISEN",HUANENG CLEAN ENERGY RES INST,CN109624821A,2019-02-18,"['B60L53/66', 'B60P3/00', 'B60S5/02']","['B60P3/00 (CN)', 'B60S5/02 (CN)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)', 'Y02T90/16 (EP)']",2019-04-16,2019-04-16,66065374,2019-04-16,,CN109624821A,,CN,,2019,2019,,['CN'],['CN109624821A']
462,External power supply system of hydrogen energy automobile,"SHAO YI 
HAO YIGUO",WUHAN GROVE HYDROGEN AUTOMOBILE CO LTD,CN112172606A,2020-09-27,"['B60L1/00', 'B60L15/20', 'B60L50/75', 'B60L58/12', 'B60L58/30', 'B60L58/40']","['B60L1/00 (CN)', 'B60L15/20 (CN)', 'B60L50/75 (CN)', 'B60L58/12 (CN)', 'B60L58/30 (CN)', 'B60L58/40 (CN)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP)', 'Y02T90/40 (EP)']",2021-01-05,2021-01-05,73943793,2021-01-05,,CN112172606A,,CN,,2021,2020,,['CN'],['CN112172606A']
463,APPARATUS AND METHOD FOR PRE-CONDITIONING A VEHICLE,"FINK JUSTIN [US] 
LEWIS ALLAN [CA]","HYUNDAI MOTOR CO LTD [KR] 
KIA MOTORS CORP [KR] 
HYUNDAI AMERICA TECHNICAL CT INC [US]","US2016114781A1 
US9796283B2",2014-10-23,"['B60W20/00', 'B60L11/18', 'B60W10/26', 'B60L11/00', 'B60L9/00', 'G05D1/00', 'G05D3/00', 'G06F17/00', 'G06F7/00', 'H01F27/42', 'H01F37/00', 'H01F38/00', 'H02J7/00']","['B60L1/003 (EP,US)', 'B60L1/02 (EP,US)', 'B60L53/12 (US)', 'B60L53/126 (EP,US)', 'B60L53/65 (EP,US)', 'B60L53/66 (EP,US)', 'B60L58/40 (EP,US)', 'B60W10/26 (US)', 'B60L2240/80 (EP,US)', 'B60L2260/58 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP,US)', 'Y02T90/12 (EP,US)', 'Y02T90/14 (EP,US)', 'Y02T90/16 (EP,US)', 'Y02T90/167 (EP,US)', 'Y02T90/40 (US)', 'Y04S30/14 (EP,US)', 'Y10S903/907 (EP,US)']","2016-04-28 
2017-10-24",2016-04-28,55698585,2016-04-28,2017-10-24,US2016114781A1,"
US9796283B2",US,"
",2016,2014,KR,"['CN', 'DE', 'KR', 'US']","['CN105774692A', 'CN105774692B', 'DE102014225750A1', 'KR101766008B1', 'KR20160047969A', 'US2016114781A1', 'US9796283B2']"
464,Metal hydride heat storage and supply system of electric vehicle,"DONG KAIJUN 
SUN QIN 
LUO WEIMIN",GUANGZHOU INST ENERGY CONVERSION CAS,CN213576788U,2020-11-04,"['B60H1/00', 'F17C11/00', 'F17C13/00', 'F24V30/00', 'H01M10/615', 'H01M10/625', 'H01M10/6556', 'H01M10/6563']",['Y02E60/10 (EP)'],2021-06-29,2021-06-29,76534066,2021-06-29,,CN213576788U,,CN,,2021,2020,,['CN'],['CN213576788U']
465,"Optical storage, charging and conversion integrated micro-grid system","HUANG HAO 
ZHANG LITING 
YANG YONGWEN 
LI CHENGXI 
YAO WEN 
ZHAO FENGCHAO","UNIV SHANGHAI ELECTRIC POWER 
SHANGHAI INT AUTOMOBILE CITY GROUP CO LTD","CN114094644A 
CN114094644B",2021-10-22,"['H02J3/00', 'H02J3/32', 'H02J3/36', 'H02J3/38', 'H02J5/00']","['H02J3/0075 (CN)', 'H02J3/322 (CN)', 'H02J3/36 (CN)', 'H02J3/38 (CN)', 'H02J5/00 (CN)', 'H02J2300/20 (CN)', 'H02J2300/24 (CN)', 'Y02E10/56 (EP)', 'Y02E60/36 (EP)', 'Y02E60/60 (EP)', 'Y02E70/30 (EP)']","2022-02-25 
2024-08-02",2022-02-25,80297395,2022-02-25,2024-08-02,CN114094644A,"
CN114094644B",CN,"
",2022,2021,,['CN'],"['CN114094644A', 'CN114094644B']"
466,DUAL CHARGING STATION,VELEV OMOURTAG ALEXANDROV [US],FARADAY&FUTURE INC [US],US2018257499A1,2016-09-23,"['B60L11/18', 'C25B9/17']","['B60L53/14 (EP,US)', 'B60L53/30 (US)', 'B60L53/305 (EP,US)', 'B60L58/30 (EP,US)', 'C25B1/04 (EP,US)', 'C25B9/17 (EP,US)', 'B60L2240/72 (EP,US)', 'H02J7/0013 (US)', 'H02J7/342 (US)', 'Y02E60/36 (EP,US)', 'Y02P20/133 (EP,US)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/12 (EP)', 'Y02T90/14 (EP)', 'Y02T90/16 (EP)', 'Y02T90/40 (EP)']",2018-09-13,2018-09-13,63446245,2018-09-13,,US2018257499A1,,US,,2018,2016,US,['US'],['US2018257499A1']
467,POWER-UP HYBRID VEHICLE,SONNO KAZUO,TARUNO KAZUO,JP2012056558A,2011-03-22,"['B60K6/24', 'B60K6/26', 'B60K6/28', 'B60L50/16']","['Y02T10/62 (EP)', 'Y02T10/72 (EP)', 'Y02T90/16 (EP)']",2012-03-22,2012-03-22,46054157,2012-03-22,,JP2012056558A,,JP,,2012,2011,,['JP'],['JP2012056558A']
468,A Moving Vehicle Charging Apparatus With A Battery,"LEE EUNG JO [KR] 
SHIN CHANGNYON","FLB CO LTD [KR] 
LEE EUNG JO [KR]","KR102613194B1 
KR20230073383A",2021-11-18,"['A62C2/10', 'A62C3/16', 'B60K1/00', 'B60K11/06', 'B60L3/00']","['A62C2/10 (KR)', 'A62C2/247 (KR)', 'A62C3/07 (KR)', 'A62C3/16 (KR)', 'A62C37/40 (KR)', 'A62C99/0027 (KR)', 'A62C99/0072 (KR)', 'B60K1/00 (KR)', 'B60K11/06 (KR)', 'B60L3/0046 (KR)', 'B60L3/0092 (KR)', 'B60K2001/005 (KR)', 'B60Y2200/91 (KR)', 'Y02T10/70 (KR)', 'Y02T10/7072 (KR)']","2023-05-26 
2023-12-15",2023-05-26,86537217,2023-05-26,2023-12-15,KR102613194B1,"
KR20230073383A",KR,"
",2023,2021,KR,['KR'],"['KR102613194B1', 'KR20230073383A']"
469,Hydrogen fuel cell tractor,"LIU SIYANG 
MA TIANBAO 
LI ZHIMING 
HAN KEWEI 
HUANG XIAOMING 
ZHANG DANFENG 
WANG PENG 
YANG QIANQIAN 
LIU WENYAN","LUOYANG ADVANCED MFG IND R & D CT TIANJIN RES INST ADVANCED EQUIP 
LUOYANG RES INSTITUTE FOR INTELLIGENT AGRICULTURAL EQUIPMENT CO LTD",CN212422824U,2020-04-23,"['B60K17/28', 'H01M8/22']",['Y02E60/50 (EP)'],2021-01-29,2021-01-29,74294381,2021-01-29,,CN212422824U,,CN,,2021,2020,,['CN'],['CN212422824U']
470,FUEL CELL SYSTEM FOR ELECTRIC VEHICLE,"TAKEI RIKI 
MIZUSHITA YOSHINORI 
HIRAMITSU YUSUKE",MITSUBISHI MOTORS CORP,JP2019133877A,2018-02-01,"['B60L50/40', 'B60L50/50', 'B60L53/00', 'B60L55/00', 'B60L58/00', 'H01M8/00', 'H01M8/04', 'H01M8/04089', 'H01M8/04313', 'H01M8/04537', 'H01M8/04746']","['Y02E60/50 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/14 (EP)']",2019-08-08,2019-08-08,67546417,2019-08-08,,JP2019133877A,,JP,,2019,2018,,['JP'],['JP2019133877A']
471,Self-contained hydrogen power system for electric car charging station,"SOON PYO KWON 
JONG HWA KIM",KWATERCRAFT [KR],"KR102631615B1 
KR20230017328A",2020-05-29,"['B01D35/02', 'B60L53/51', 'B60L53/54', 'B60L53/57', 'B60L53/60', 'C02F1/32', 'C25B1/04', 'C25B1/55', 'H01M8/04082', 'H01M8/04858', 'H01M8/0656']","['B01D35/02 (KR)', 'B60L53/51 (KR)', 'B60L53/54 (KR)', 'B60L53/57 (KR)', 'B60L53/60 (KR)', 'C02F1/283 (KR)', 'C02F1/32 (KR)', 'C02F1/441 (KR)', 'C02F1/52 (KR)', 'C02F1/72 (KR)', 'C25B1/04 (KR)', 'C25B1/55 (KR)', 'H01M8/04201 (KR)', 'H01M8/0494 (KR)', 'H01M8/04947 (KR)', 'H01M8/0656 (KR)', 'H02S10/20 (KR)', 'H01M2250/20 (KR)', 'Y02E10/50 (EP)', 'Y02E60/32 (KR)', 'Y02E60/36 (EP)', 'Y02E60/50 (EP,KR)', 'Y02E70/30 (EP)', 'Y02P20/133 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP,KR)', 'Y02T90/40 (KR)']","2023-02-03 
2024-02-05",2021-12-08,78867726,2023-02-03,2024-02-05,KR102631615B1,"
KR20230017328A",KR,"
",2023,2020,KR,['KR'],"['KR102631615B1', 'KR20210148559A', 'KR20230017328A']"
472,Hydrogen-electricity hybrid active vehicle,"LI WENJING 
HUANG CUIHUA 
LI HAIWEN 
ZHANG BAOLIN 
FU JIANGBO 
FU XIAOPING",JINGQING FUTURE NEW ENERGY TECH BEIJING CO LTD,"CN115923984A 
CN115923984B",2023-01-10,"['B62J35/00', 'B62J43/13', 'B62J43/20', 'B62J45/40', 'B62J45/41', 'B62J45/42', 'B62M6/40', 'B62M6/50', 'B62M6/80', 'B62M6/90']",['unkown)'],"2023-04-07 
2024-03-22",2023-04-07,86552626,2023-04-07,2024-03-22,CN115923984A,"
CN115923984B",CN,"
",2023,2023,,['CN'],"['CN115923984A', 'CN115923984B']"
473,"Integrated multifunctional oil, gas, electricity and hydrogen automobile energy supply station","KUAI WENBIAO 
ZHAO ZIHAN 
ZHAO YONGBIN",NANJING GUODIAN NANJING AUTOMATION NEW ENERGY ENGINEERING TECH CO LTD,CN215793682U,2021-03-27,"['B60L53/30', 'B60S5/02', 'F17C5/06', 'G09F9/40']","['Y02E60/32 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2022-02-11,2022-02-11,80162925,2022-02-11,,CN215793682U,,CN,,2022,2021,,['CN'],['CN215793682U']
474,System And Method For Energy Recovery In A Hydrogen Or Natural Gas Engine,EVANS DALE MICHAEL [US],EVANS DALE MICHAEL [US],US2013319359A1,2012-05-29,"['F02B43/10', 'F03G7/00']","['B60K6/24 (EP,US)', 'B60K6/46 (EP,US)', 'B60L1/003 (EP,US)', 'B60L1/006 (EP,US)', 'B60L50/62 (EP,US)', 'B60L53/14 (EP,US)', 'B60L7/12 (EP,US)', 'F02M21/0206 (EP,US)', 'F02M21/0215 (EP,US)', 'B60L2240/36 (EP,US)', 'B60L2240/445 (EP,US)', 'B60Y2400/433 (EP,US)', 'B60Y2400/434 (EP,US)', 'B60Y2400/44 (EP,US)', 'Y02T10/30 (EP,US)', 'Y02T10/62 (EP,US)', 'Y02T10/70 (EP,US)', 'Y02T10/7072 (EP,US)', 'Y02T90/14 (EP,US)', 'Y02T90/40 (EP,US)']",2013-12-05,2013-12-05,48741472,2013-12-05,,US2013319359A1,,US,,2013,2012,US,"['US', 'WO']","['US2013319359A1', 'WO2013181091A1']"
475,Hydrogen energy emergency rescue power supply vehicle and working method thereof,"HUANG JIANXIANG 
ZHANG GUANBING",LONGYAN HAIDEXIN AUTOMOBILE CO LTD,CN111942261A,2020-07-31,"['B60L1/00', 'B60L50/60', 'B60L50/71', 'B60P3/00', 'H02J9/00']","['B60L1/00 (CN)', 'B60L50/60 (CN)', 'B60L50/71 (CN)', 'B60P3/00 (CN)', 'H02J9/00 (CN)', 'Y02T10/70 (EP)', 'Y02T10/72 (EP)', 'Y02T90/16 (EP)', 'Y02T90/167 (EP)', 'Y02T90/40 (EP)', 'Y04S30/12 (EP)']",2020-11-17,2020-11-17,73338949,2020-11-17,,CN111942261A,,CN,,2020,2020,,['CN'],['CN111942261A']
476,Transform structure that hydrogen fuel commodity circulation car externally charges,"LI BAOCAI 
CHEN JIANHUA 
PENG FEI",DONGFENG SPECIAL VEHICLE (SHIYAN) SPEICAL CAR CO LTD,CN206327175U,2016-12-29,"['B60L11/18', 'B60P3/00']",['Y02T10/70 (EP)'],2017-07-14,2017-07-14,59292796,2017-07-14,,CN206327175U,,CN,,2017,2016,,['CN'],['CN206327175U']
477,Multi-source emergency power supply system and method based on electric vehicle power storage array,"WANG KUAN 
QIAN ZENGZHI 
LI QIAN 
FANG HONGWEI 
HAN FENG 
CHEN JING 
SONG LIN 
ZHANG JUN 
ZHANG YAQI 
LI LUPING","CHINA RAILWAY CONSTR GROUP CO 
CHINA RAILWAY CONSTRUCTION CORP LTD",CN111668920A,2020-06-24,"['A62B13/00', 'B60P3/00', 'F24D15/00', 'F24F11/64', 'F24F11/72', 'F24F11/80', 'H02J9/06', 'H02J9/08', 'F24F110/10', 'F24F110/20', 'F24F110/65', 'F24F110/70', 'F24F110/76']","['A62B13/00 (CN)', 'B60P3/00 (CN)', 'F24D15/00 (CN)', 'F24F11/64 (CN)', 'F24F11/72 (CN)', 'F24F11/80 (CN)', 'H02J9/068 (CN)', 'H02J9/08 (CN)', 'F24F2110/10 (CN)', 'F24F2110/20 (CN)', 'F24F2110/65 (CN)', 'F24F2110/70 (CN)', 'F24F2110/76 (CN)', 'Y02B70/30 (EP)', 'Y02B90/10 (EP)', 'Y04S20/20 (EP)']",2020-09-15,2020-09-15,72389884,2020-09-15,,CN111668920A,,CN,,2020,2020,,['CN'],['CN111668920A']
478,Hydrogen range extender for improving charging efficiency of lithium battery and hydrogen motor car,"XU KANG 
WU YONG 
ZHANG GUOHUA 
WANG YANBO 
WANG TIANCHENG 
DONG QIANG 
CHEN KE",QINGDAO YANGQING GROUP CO LTD,CN118769932A,2024-07-22,"['B60L50/70', 'B60L58/30', 'B60L58/31', 'B60L58/40', 'B62M6/40', 'B62M6/90', 'H01M16/00', 'H01M8/04029', 'H01M8/04082', 'H01M8/04298', 'H01M8/04537', 'H01M8/2457', 'H02J7/00']","['B60L50/70 (CN)', 'B60L58/30 (CN)', 'B60L58/31 (CN)', 'B60L58/40 (CN)', 'B62M6/40 (CN)', 'B62M6/90 (CN)', 'H01M16/00 (CN)', 'H01M8/04029 (CN)', 'H01M8/04082 (CN)', 'H01M8/04298 (CN)', 'H01M8/04537 (CN)', 'H01M8/2457 (CN)', 'H02J7/0063 (CN)', 'H02J7/0068 (CN)']",2024-10-15,2024-10-15,92981936,2024-10-15,,CN118769932A,,CN,,2024,2024,,['CN'],['CN118769932A']
479,Mix nickel -hydrogen battery quick charge controlling means for motor car,"WANG YUQUN 
LIN MIAOSHAN",UNIV HAINAN,CN205544506U,2016-01-19,"['H02J7/02', 'H02J7/04']",['unkown)'],2016-08-31,2016-08-31,56765221,2016-08-31,,CN205544506U,,CN,,2016,2016,,['CN'],['CN205544506U']
480,Distributed power generation and energy storage system based on hydrogen fuel cell car,HUANG ZHUQING,HUANG ZHUQING,CN108928254A,2018-07-23,"['H02J3/32', 'H02J3/38']","['H02J3/32 (CN)', 'H02J3/38 (CN)', 'Y02E70/30 (EP)']",2018-12-04,2018-12-04,64444366,2018-12-04,,CN108928254A,,CN,,2018,2018,,['CN'],['CN108928254A']
481,Solar energy charging yard,"XIAOGUANG MA 
YULIN ZHANG","WUXI SUNTECH POWER CO LTD 
SUNTECH POWER CO LTD",CN202004477U,2010-12-03,"['H02J7/00', 'H02S40/38']","['Y02E10/50 (EP)', 'Y02E70/30 (EP)']",2011-10-05,2011-10-05,44707204,2011-10-05,,CN202004477U,,CN,,2011,2010,,['CN'],['CN202004477U']
482,Heat-storage and cold-storage air conditioning system and peak-load regulation and frequency modulation system of electric automobile,"CUI HUA 
YANG YUSEN",HEPU ENERGY ENV TECH CO LTD,CN212022242U,2019-12-31,"['B60H1/00', 'B60L53/30', 'B60L53/64', 'B60L58/26', 'B60L58/27']","['Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T90/12 (EP)']",2020-11-27,2020-11-27,73483438,2020-11-27,,CN212022242U,,CN,,2020,2019,,['CN'],['CN212022242U']
483,PHOTOVOLTAIC POWER GENERATION SYSTEM FOR SUPPLYING ELECTRIC VEHICLE DRIVING ENERGY,IGUCHI SADAO,IGUCHI SADAO,JP2010220411A,2009-03-17,"['H01L31/042', 'H01M10/44', 'H01M8/00', 'H01M8/06', 'H02J3/32', 'H02J3/38', 'H02J7/35']","['Y02E10/50 (EP)', 'Y02E60/10 (EP)', 'Y02E60/36 (EP)', 'Y02E60/50 (EP)', 'Y02E70/30 (EP)', 'Y02T90/167 (EP)', 'Y04S30/12 (EP)']",2010-09-30,2010-09-30,42978631,2010-09-30,,JP2010220411A,,JP,,2010,2009,,['JP'],['JP2010220411A']
484,CENTRALE ÉLECTRIQUE MODULAIRE,"ROSSI LORENZO [CA] 
DINCER IBRAHIM [CA] 
WILLIAMSON SHELDON [CA] 
AGELIN-CHAA MARTIN [CA] 
QURESHY ALI [CA] 
RAZI FARAN [CA] 
ERDEMIR DOGAN [CA] 
KADAM ARVIND [CA]",WORKSPORT LTD [US],WO2023150050A1,2022-02-04,"['H01M8/24', 'H01M8/249', 'H02J4/00', 'F17C1/00', 'H02J7/34', 'H02J9/04']","['H01M10/44 (EP)', 'H01M10/48 (EP)', 'H01M16/006 (EP)', 'H01M8/04029 (EP)', 'H01M8/04059 (EP)', 'H01M8/04201 (EP)', 'H01M8/0444 (EP)', 'H01M8/04447 (EP)', 'H01M8/04701 (EP)', 'H01M8/0494 (EP)', 'H01M8/0606 (EP)', 'H01M8/1007 (EP)', 'H01M8/2457 (EP)', 'H02J1/10 (EP)', 'H02J15/008 (EP)', 'H02J7/0013 (EP)', 'H02J7/342 (EP)', 'H01M2250/10 (EP)', 'H01M2250/20 (EP)', 'H01M2250/402 (EP)', 'H02J2300/30 (EP)', 'H02J2310/48 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)']",2023-08-10,2023-08-10,87552767,2023-08-10,,WO2023150050A1,,WO,,2023,2022,US,['WO'],['WO2023150050A1']
485,ELECTRIC VEHICLE AND METHOD OF CONTROLLING ENERGY STORAGE DEVICE,SAEKI HIBIKI,HONDA MOTOR CO LTD,"JP2010081672A 
JP4774430B2",2008-09-24,"['B60L11/18', 'H02J7/00']",['Y02T10/70 (EP)'],"2010-04-08 
2011-09-14",2010-04-08,42211474,2010-04-08,2011-09-14,JP2010081672A,"
JP4774430B2",JP,"
",2010,2008,,['JP'],"['JP2010081672A', 'JP4774430B2']"
486,Vehicle Using Solar And Control Method thereof,KWON YUNG [KR],KWON YUNG [KR],KR20190121482A,2018-04-18,"['B60L15/20', 'B60L50/50', 'B60L8/00', 'B60R25/10', 'H02S40/38']","['B60L15/20 (KR)', 'B60L53/16 (KR)', 'B60L58/40 (KR)', 'B60L8/003 (KR)', 'B60R25/04 (KR)', 'H02S40/38 (KR)', 'B60L2240/423 (KR)', 'B60L2240/547 (KR)', 'B60Y2200/91 (KR)', 'B60Y2400/202 (KR)', 'Y02B10/10 (EP)', 'Y02E10/50 (EP)', 'Y02E60/50 (KR)', 'Y02E70/30 (EP)', 'Y02T10/70 (EP)', 'Y02T10/7072 (EP)', 'Y02T10/72 (EP)', 'Y02T90/14 (EP)']",2019-10-28,2019-10-28,68421825,2019-10-28,,KR20190121482A,,KR,,2019,2018,KR,['KR'],['KR20190121482A']
487,Automatic continuous power supply system used for self-driving electric motorcade,JIANG XUANLIN,JIANG XUANLIN,CN106627174A,2016-11-08,"['B60L8/00', 'H02J7/35']","['B60L8/003 (CN)', 'B60L8/006 (CN)', 'H02J7/35 (CN)', 'Y02T10/7072 (EP)']",2017-05-10,2017-05-10,58805268,2017-05-10,,CN106627174A,,CN,,2017,2016,,['CN'],['CN106627174A']
